t;dt;x;y;z;vx;vy;vz
2459580.5000;2022-Jan-01 00:00:00;-2.7503344153E+07;1.4492290712E+08;1.1076724207E+04;-2.8756972433E+01;-5.6731287469E+00;-9.3685176080E-02
2459580.5417;2022-Jan-01 01:00:00;-2.7606857049E+07;1.4490246399E+08;1.0739915079E+04;-2.8750209304E+01;-5.6841627529E+00;-9.3429195779E-02
2459580.5833;2022-Jan-01 02:00:00;-2.7710345782E+07;1.4488198119E+08;1.0404047018E+04;-2.8743547762E+01;-5.6951603665E+00;-9.3162365065E-02
2459580.6250;2022-Jan-01 03:00:00;-2.7813810716E+07;1.4486145887E+08;1.0069159042E+04;-2.8736988326E+01;-5.7061230237E+00;-9.2884708543E-02
2459580.6667;2022-Jan-01 04:00:00;-2.7917252221E+07;1.4484089715E+08;9.7352900757E+03;-2.8730531491E+01;-5.7170521707E+00;-9.2596252971E-02
2459580.7083;2022-Jan-01 05:00:00;-2.8020670666E+07;1.4482029614E+08;9.4024789448E+03;-2.8724177734E+01;-5.7279492629E+00;-9.2297027256E-02
2459580.7500;2022-Jan-01 06:00:00;-2.8124066425E+07;1.4479965595E+08;9.0707643665E+03;-2.8717927508E+01;-5.7388157650E+00;-9.1987062460E-02
2459580.7917;2022-Jan-01 07:00:00;-2.8227439869E+07;1.4477897670E+08;8.7401849422E+03;-2.8711781244E+01;-5.7496531506E+00;-9.1666391796E-02
2459580.8333;2022-Jan-01 08:00:00;-2.8330791375E+07;1.4475825848E+08;8.4107791502E+03;-2.8705739351E+01;-5.7604629013E+00;-9.1335050628E-02
2459580.8750;2022-Jan-01 09:00:00;-2.8434121318E+07;1.4473750140E+08;8.0825853374E+03;-2.8699802215E+01;-5.7712465070E+00;-9.0993076467E-02
2459580.9167;2022-Jan-01 10:00:00;-2.8537430077E+07;1.4471670554E+08;7.7556417117E+03;-2.8693970199E+01;-5.7820054645E+00;-9.0640508972E-02
2459580.9583;2022-Jan-01 11:00:00;-2.8640718030E+07;1.4469587098E+08;7.4299863347E+03;-2.8688243645E+01;-5.7927412782E+00;-9.0277389938E-02
2459581.0000;2022-Jan-01 12:00:00;-2.8743985558E+07;1.4467499782E+08;7.1056571134E+03;-2.8682622870E+01;-5.8034554588E+00;-8.9903763298E-02
2459581.0417;2022-Jan-01 13:00:00;-2.8847233042E+07;1.4465408613E+08;6.7826917929E+03;-2.8677108167E+01;-5.8141495230E+00;-8.9519675111E-02
2459581.0833;2022-Jan-01 14:00:00;-2.8950460864E+07;1.4463313597E+08;6.4611279487E+03;-2.8671699807E+01;-5.8248249934E+00;-8.9125173556E-02
2459581.1250;2022-Jan-01 15:00:00;-2.9053669409E+07;1.4461214741E+08;6.1410029791E+03;-2.8666398038E+01;-5.8354833978E+00;-8.8720308922E-02
2459581.1667;2022-Jan-01 16:00:00;-2.9156859058E+07;1.4459112051E+08;5.8223540974E+03;-2.8661203083E+01;-5.8461262687E+00;-8.8305133600E-02
2459581.2083;2022-Jan-01 17:00:00;-2.9260030199E+07;1.4457005532E+08;5.5052183247E+03;-2.8656115141E+01;-5.8567551428E+00;-8.7879702071E-02
2459581.2500;2022-Jan-01 18:00:00;-2.9363183216E+07;1.4454895189E+08;5.1896324821E+03;-2.8651134387E+01;-5.8673715608E+00;-8.7444070890E-02
2459581.2917;2022-Jan-01 19:00:00;-2.9466318496E+07;1.4452781026E+08;4.8756331836E+03;-2.8646260972E+01;-5.8779770666E+00;-8.6998298680E-02
2459581.3333;2022-Jan-01 20:00:00;-2.9569436424E+07;1.4450663046E+08;4.5632568282E+03;-2.8641495025E+01;-5.8885732070E+00;-8.6542446112E-02
2459581.3750;2022-Jan-01 21:00:00;-2.9672537389E+07;1.4448541254E+08;4.2525395929E+03;-2.8636836647E+01;-5.8991615313E+00;-8.6076575890E-02
2459581.4167;2022-Jan-01 22:00:00;-2.9775621777E+07;1.4446415651E+08;3.9435174254E+03;-2.8632285917E+01;-5.9097435905E+00;-8.5600752737E-02
2459581.4583;2022-Jan-01 23:00:00;-2.9878689977E+07;1.4444286239E+08;3.6362260367E+03;-2.8627842889E+01;-5.9203209372E+00;-8.5115043375E-02
2459581.5000;2022-Jan-02 00:00:00;-2.9981742375E+07;1.4442153020E+08;3.3307008941E+03;-2.8623507594E+01;-5.9308951247E+00;-8.4619516510E-02
2459581.5417;2022-Jan-02 01:00:00;-3.0084779361E+07;1.4440015995E+08;3.0269772141E+03;-2.8619280035E+01;-5.9414677069E+00;-8.4114242806E-02
2459581.5833;2022-Jan-02 02:00:00;-3.0187801321E+07;1.4437875163E+08;2.7250899551E+03;-2.8615160195E+01;-5.9520402378E+00;-8.3599294871E-02
2459581.6250;2022-Jan-02 03:00:00;-3.0290808643E+07;1.4435730526E+08;2.4250738107E+03;-2.8611148029E+01;-5.9626142705E+00;-8.3074747232E-02
2459581.6667;2022-Jan-02 04:00:00;-3.0393801716E+07;1.4433582081E+08;2.1269632030E+03;-2.8607243469E+01;-5.9731913574E+00;-8.2540676312E-02
2459581.7083;2022-Jan-02 05:00:00;-3.0496780925E+07;1.4431429827E+08;1.8307922754E+03;-2.8603446422E+01;-5.9837730492E+00;-8.1997160408E-02
2459581.7500;2022-Jan-02 06:00:00;-3.0599746659E+07;1.4429273763E+08;1.5365948860E+03;-2.8599756772E+01;-5.9943608946E+00;-8.1444279665E-02
2459581.7917;2022-Jan-02 07:00:00;-3.0702699303E+07;1.4427113886E+08;1.2444046013E+03;-2.8596174377E+01;-6.0049564398E+00;-8.0882116053E-02
2459581.8333;2022-Jan-02 08:00:00;-3.0805639243E+07;1.4424950194E+08;9.5425468938E+02;-2.8592699071E+01;-6.0155612282E+00;-8.0310753338E-02
2459581.8750;2022-Jan-02 09:00:00;-3.0908566864E+07;1.4422782681E+08;6.6617811360E+02;-2.8589330664E+01;-6.0261767994E+00;-7.9730277053E-02
2459581.9167;2022-Jan-02 10:00:00;-3.1011482552E+07;1.4420611345E+08;3.8020752621E+02;-2.8586068942E+01;-6.0368046893E+00;-7.9140774477E-02
2459581.9583;2022-Jan-02 11:00:00;-3.1114386688E+07;1.4418436180E+08;9.6375262208E+01;-2.8582913666E+01;-6.0474464293E+00;-7.8542334597E-02
2459582.0000;2022-Jan-02 12:00:00;-3.1217279657E+07;1.4416257181E+08;-1.8528666685E+02;-2.8579864575E+01;-6.0581035459E+00;-7.7935048084E-02
2459582.0417;2022-Jan-02 13:00:00;-3.1320161840E+07;1.4414074343E+08;-4.6474657877E+02;-2.8576921383E+01;-6.0687775601E+00;-7.7319007263E-02
2459582.0833;2022-Jan-02 14:00:00;-3.1423033618E+07;1.4411887659E+08;-7.4197312665E+02;-2.8574083779E+01;-6.0794699872E+00;-7.6694306075E-02
2459582.1250;2022-Jan-02 15:00:00;-3.1525895370E+07;1.4409697123E+08;-1.0169353046E+03;-2.8571351430E+01;-6.0901823360E+00;-7.6061040053E-02
2459582.1667;2022-Jan-02 16:00:00;-3.1628747474E+07;1.4407502726E+08;-1.2896024537E+03;-2.8568723979E+01;-6.1009161087E+00;-7.5419306282E-02
2459582.2083;2022-Jan-02 17:00:00;-3.1731590308E+07;1.4405304460E+08;-1.5599442669E+03;-2.8566201046E+01;-6.1116728000E+00;-7.4769203371E-02
2459582.2500;2022-Jan-02 18:00:00;-3.1834424247E+07;1.4403102318E+08;-1.8279307950E+03;-2.8563782228E+01;-6.1224538971E+00;-7.4110831413E-02
2459582.2917;2022-Jan-02 19:00:00;-3.1937249664E+07;1.4400896290E+08;-2.0935324520E+03;-2.8561467098E+01;-6.1332608790E+00;-7.3444291956E-02
2459582.3333;2022-Jan-02 20:00:00;-3.2040066934E+07;1.4398686367E+08;-2.3567200196E+03;-2.8559255208E+01;-6.1440952161E+00;-7.2769687964E-02
2459582.3750;2022-Jan-02 21:00:00;-3.2142876425E+07;1.4396472538E+08;-2.6174646530E+03;-2.8557146086E+01;-6.1549583696E+00;-7.2087123779E-02
2459582.4167;2022-Jan-02 22:00:00;-3.2245678508E+07;1.4394254793E+08;-2.8757378854E+03;-2.8555139239E+01;-6.1658517914E+00;-7.1396705089E-02
2459582.4583;2022-Jan-02 23:00:00;-3.2348473550E+07;1.4392033121E+08;-3.1315116326E+03;-2.8553234150E+01;-6.1767769234E+00;-7.0698538888E-02
2459582.5000;2022-Jan-03 00:00:00;-3.2451261916E+07;1.4389807510E+08;-3.3847581982E+03;-2.8551430282E+01;-6.1877351973E+00;-6.9992733436E-02
2459582.5417;2022-Jan-03 01:00:00;-3.2554043969E+07;1.4387577948E+08;-3.6354502776E+03;-2.8549727077E+01;-6.1987280340E+00;-6.9279398226E-02
2459582.5833;2022-Jan-03 02:00:00;-3.2656820071E+07;1.4385344422E+08;-3.8835609625E+03;-2.8548123953E+01;-6.2097568433E+00;-6.8558643940E-02
2459582.6250;2022-Jan-03 03:00:00;-3.2759590581E+07;1.4383106918E+08;-4.1290637452E+03;-2.8546620308E+01;-6.2208230233E+00;-6.7830582415E-02
2459582.6667;2022-Jan-03 04:00:00;-3.2862355856E+07;1.4380865424E+08;-4.3719325227E+03;-2.8545215521E+01;-6.2319279603E+00;-6.7095326599E-02
2459582.7083;2022-Jan-03 05:00:00;-3.2965116250E+07;1.4378619925E+08;-4.6121416004E+03;-2.8543908949E+01;-6.2430730285E+00;-6.6352990512E-02
2459582.7500;2022-Jan-03 06:00:00;-3.3067872117E+07;1.4376370407E+08;-4.8496656961E+03;-2.8542699928E+01;-6.2542595891E+00;-6.5603689208E-02
2459582.7917;2022-Jan-03 07:00:00;-3.3170623806E+07;1.4374116853E+08;-5.0844799436E+03;-2.8541587776E+01;-6.2654889904E+00;-6.4847538734E-02
2459582.8333;2022-Jan-03 08:00:00;-3.3273371664E+07;1.4371859249E+08;-5.3165598963E+03;-2.8540571790E+01;-6.2767625672E+00;-6.4084656088E-02
2459582.8750;2022-Jan-03 09:00:00;-3.3376116037E+07;1.4369597579E+08;-5.5458815303E+03;-2.8539651249E+01;-6.2880816409E+00;-6.3315159179E-02
2459582.9167;2022-Jan-03 10:00:00;-3.3478857267E+07;1.4367331825E+08;-5.7724212478E+03;-2.8538825411E+01;-6.2994475183E+00;-6.2539166784E-02
2459582.9583;2022-Jan-03 11:00:00;-3.3581595693E+07;1.4365061971E+08;-5.9961558801E+03;-2.8538093517E+01;-6.3108614923E+00;-6.1756798511E-02
2459583.0000;2022-Jan-03 12:00:00;-3.3684331652E+07;1.4362787999E+08;-6.2170626905E+03;-2.8537454790E+01;-6.3223248407E+00;-6.0968174753E-02
2459583.0417;2022-Jan-03 13:00:00;-3.3787065478E+07;1.4360509891E+08;-6.4351193771E+03;-2.8536908434E+01;-6.3338388264E+00;-6.0173416651E-02
2459583.0833;2022-Jan-03 14:00:00;-3.3889797503E+07;1.4358227629E+08;-6.6503040753E+03;-2.8536453636E+01;-6.3454046971E+00;-5.9372646048E-02
2459583.1250;2022-Jan-03 15:00:00;-3.3992528053E+07;1.4355941193E+08;-6.8625953606E+03;-2.8536089566E+01;-6.3570236846E+00;-5.8565985451E-02
2459583.1667;2022-Jan-03 16:00:00;-3.4095257455E+07;1.4353650565E+08;-7.0719722503E+03;-2.8535815376E+01;-6.3686970051E+00;-5.7753557988E-02
2459583.2083;2022-Jan-03 17:00:00;-3.4197986031E+07;1.4351355725E+08;-7.2784142063E+03;-2.8535630203E+01;-6.3804258584E+00;-5.6935487366E-02
2459583.2500;2022-Jan-03 18:00:00;-3.4300714099E+07;1.4349056652E+08;-7.4819011366E+03;-2.8535533168E+01;-6.3922114279E+00;-5.6111897832E-02
2459583.2917;2022-Jan-03 19:00:00;-3.4403441974E+07;1.4346753325E+08;-7.6824133976E+03;-2.8535523374E+01;-6.4040548806E+00;-5.5282914128E-02
2459583.3333;2022-Jan-03 20:00:00;-3.4506169971E+07;1.4344445725E+08;-7.8799317956E+03;-2.8535599911E+01;-6.4159573662E+00;-5.4448661454E-02
2459583.3750;2022-Jan-03 21:00:00;-3.4608898396E+07;1.4342133829E+08;-8.0744375881E+03;-2.8535761854E+01;-6.4279200174E+00;-5.3609265423E-02
2459583.4167;2022-Jan-03 22:00:00;-3.4711627557E+07;1.4339817615E+08;-8.2659124858E+03;-2.8536008261E+01;-6.4399439498E+00;-5.2764852026E-02
2459583.4583;2022-Jan-03 23:00:00;-3.4814357756E+07;1.4337497062E+08;-8.4543386534E+03;-2.8536338179E+01;-6.4520302610E+00;-5.1915547582E-02
2459583.5000;2022-Jan-04 00:00:00;-3.4917089291E+07;1.4335172146E+08;-8.6396987110E+03;-2.8536750639E+01;-6.4641800312E+00;-5.1061478708E-02
2459583.5417;2022-Jan-04 01:00:00;-3.5019822458E+07;1.4332842844E+08;-8.8219757350E+03;-2.8537244660E+01;-6.4763943226E+00;-5.0202772271E-02
2459583.5833;2022-Jan-04 02:00:00;-3.5122557549E+07;1.4330509134E+08;-9.0011532588E+03;-2.8537819247E+01;-6.4886741790E+00;-4.9339555355E-02
2459583.6250;2022-Jan-04 03:00:00;-3.5225294853E+07;1.4328170991E+08;-9.1772152737E+03;-2.8538473393E+01;-6.5010206264E+00;-4.8471955215E-02
2459583.6667;2022-Jan-04 04:00:00;-3.5328034652E+07;1.4325828391E+08;-9.3501462293E+03;-2.8539206078E+01;-6.5134346720E+00;-4.7600099243E-02
2459583.7083;2022-Jan-04 05:00:00;-3.5430777229E+07;1.4323481310E+08;-9.5199310342E+03;-2.8540016272E+01;-6.5259173047E+00;-4.6724114925E-02
2459583.7500;2022-Jan-04 06:00:00;-3.5533522861E+07;1.4321129722E+08;-9.6865550558E+03;-2.8540902933E+01;-6.5384694944E+00;-4.5844129806E-02
2459583.7917;2022-Jan-04 07:00:00;-3.5636271821E+07;1.4318773603E+08;-9.8500041209E+03;-2.8541865006E+01;-6.5510921925E+00;-4.4960271454E-02
2459583.8333;2022-Jan-04 08:00:00;-3.5739024378E+07;1.4316412927E+08;-1.0010264515E+04;-2.8542901429E+01;-6.5637863312E+00;-4.4072667414E-02
2459583.8750;2022-Jan-04 09:00:00;-3.5841780799E+07;1.4314047669E+08;-1.0167322984E+04;-2.8544011127E+01;-6.5765528240E+00;-4.3181445182E-02
2459583.9167;2022-Jan-04 10:00:00;-3.5944541345E+07;1.4311677801E+08;-1.0321166732E+04;-2.8545193017E+01;-6.5893925651E+00;-4.2286732161E-02
2459583.9583;2022-Jan-04 11:00:00;-3.6047306274E+07;1.4309303297E+08;-1.0471783420E+04;-2.8546446006E+01;-6.6023064295E+00;-4.1388655626E-02
2459584.0000;2022-Jan-04 12:00:00;-3.6150075840E+07;1.4306924131E+08;-1.0619161169E+04;-2.8547768992E+01;-6.6152952729E+00;-4.0487342692E-02
2459584.0417;2022-Jan-04 13:00:00;-3.6252850294E+07;1.4304540275E+08;-1.0763288556E+04;-2.8549160865E+01;-6.6283599319E+00;-3.9582920275E-02
2459584.0833;2022-Jan-04 14:00:00;-3.6355629880E+07;1.4302151703E+08;-1.0904154615E+04;-2.8550620506E+01;-6.6415012235E+00;-3.8675515062E-02
2459584.1250;2022-Jan-04 15:00:00;-3.6458414841E+07;1.4299758385E+08;-1.1041748837E+04;-2.8552146789E+01;-6.6547199456E+00;-3.7765253472E-02
2459584.1667;2022-Jan-04 16:00:00;-3.6561205415E+07;1.4297360295E+08;-1.1176061164E+04;-2.8553738582E+01;-6.6680168763E+00;-3.6852261628E-02
2459584.2083;2022-Jan-04 17:00:00;-3.6664001836E+07;1.4294957403E+08;-1.1307081995E+04;-2.8555394744E+01;-6.6813927746E+00;-3.5936665319E-02
2459584.2500;2022-Jan-04 18:00:00;-3.6766804333E+07;1.4292549682E+08;-1.1434802180E+04;-2.8557114128E+01;-6.6948483800E+00;-3.5018589975E-02
2459584.2917;2022-Jan-04 19:00:00;-3.6869613132E+07;1.4290137103E+08;-1.1559213018E+04;-2.8558895582E+01;-6.7083844123E+00;-3.4098160629E-02
2459584.3333;2022-Jan-04 20:00:00;-3.6972428455E+07;1.4287719636E+08;-1.1680306261E+04;-2.8560737948E+01;-6.7220015722E+00;-3.3175501890E-02
2459584.3750;2022-Jan-04 21:00:00;-3.7075250517E+07;1.4285297252E+08;-1.1798074105E+04;-2.8562640061E+01;-6.7357005408E+00;-3.2250737911E-02
2459584.4167;2022-Jan-04 22:00:00;-3.7178079533E+07;1.4282869922E+08;-1.1912509196E+04;-2.8564600754E+01;-6.7494819799E+00;-3.1323992364E-02
2459584.4583;2022-Jan-04 23:00:00;-3.7280915712E+07;1.4280437615E+08;-1.2023604620E+04;-2.8566618853E+01;-6.7633465318E+00;-3.0395388405E-02
2459584.5000;2022-Jan-05 00:00:00;-3.7383759257E+07;1.4278000302E+08;-1.2131353909E+04;-2.8568693181E+01;-6.7772948198E+00;-2.9465048651E-02
2459584.5417;2022-Jan-05 01:00:00;-3.7486610369E+07;1.4275557953E+08;-1.2235751034E+04;-2.8570822557E+01;-6.7913274477E+00;-2.8533095148E-02
2459584.5833;2022-Jan-05 02:00:00;-3.7589469244E+07;1.4273110536E+08;-1.2336790404E+04;-2.8573005797E+01;-6.8054450001E+00;-2.7599649352E-02
2459584.6250;2022-Jan-05 03:00:00;-3.7692336074E+07;1.4270658022E+08;-1.2434466864E+04;-2.8575241713E+01;-6.8196480427E+00;-2.6664832093E-02
2459584.6667;2022-Jan-05 04:00:00;-3.7795211046E+07;1.4268200379E+08;-1.2528775693E+04;-2.8577529116E+01;-6.8339371220E+00;-2.5728763562E-02
2459584.7083;2022-Jan-05 05:00:00;-3.7898094344E+07;1.4265737577E+08;-1.2619712603E+04;-2.8579866812E+01;-6.8483127656E+00;-2.4791563273E-02
2459584.7500;2022-Jan-05 06:00:00;-3.8000986146E+07;1.4263269584E+08;-1.2707273733E+04;-2.8582253607E+01;-6.8627754823E+00;-2.3853350052E-02
2459584.7917;2022-Jan-05 07:00:00;-3.8103886627E+07;1.4260796368E+08;-1.2791455650E+04;-2.8584688306E+01;-6.8773257621E+00;-2.2914242005E-02
2459584.8333;2022-Jan-05 08:00:00;-3.8206795958E+07;1.4258317899E+08;-1.2872255343E+04;-2.8587169711E+01;-6.8919640764E+00;-2.1974356500E-02
2459584.8750;2022-Jan-05 09:00:00;-3.8309714304E+07;1.4255834143E+08;-1.2949670224E+04;-2.8589696624E+01;-6.9066908779E+00;-2.1033810145E-02
2459584.9167;2022-Jan-05 10:00:00;-3.8412641826E+07;1.4253345070E+08;-1.3023698122E+04;-2.8592267846E+01;-6.9215066011E+00;-2.0092718765E-02
2459584.9583;2022-Jan-05 11:00:00;-3.8515578684E+07;1.4250850648E+08;-1.3094337283E+04;-2.8594882177E+01;-6.9364116621E+00;-1.9151197386E-02
2459585.0000;2022-Jan-05 12:00:00;-3.8618525028E+07;1.4248350843E+08;-1.3161586364E+04;-2.8597538419E+01;-6.9514064591E+00;-1.8209360212E-02
2459585.0417;2022-Jan-05 13:00:00;-3.8721481009E+07;1.4245845624E+08;-1.3225444434E+04;-2.8600235373E+01;-6.9664913718E+00;-1.7267320607E-02
2459585.0833;2022-Jan-05 14:00:00;-3.8824446771E+07;1.4243334959E+08;-1.3285910965E+04;-2.8602971841E+01;-6.9816667626E+00;-1.6325191081E-02
2459585.1250;2022-Jan-05 15:00:00;-3.8927422452E+07;1.4240818813E+08;-1.3342985835E+04;-2.8605746625E+01;-6.9969329757E+00;-1.5383083266E-02
2459585.1667;2022-Jan-05 16:00:00;-3.9030408191E+07;1.4238297156E+08;-1.3396669323E+04;-2.8608558530E+01;-7.0122903381E+00;-1.4441107905E-02
2459585.2083;2022-Jan-05 17:00:00;-3.9133404117E+07;1.4235769953E+08;-1.3446962103E+04;-2.8611406361E+01;-7.0277391593E+00;-1.3499374837E-02
2459585.2500;2022-Jan-05 18:00:00;-3.9236410358E+07;1.4233237173E+08;-1.3493865244E+04;-2.8614288926E+01;-7.0432797314E+00;-1.2557992976E-02
2459585.2917;2022-Jan-05 19:00:00;-3.9339427038E+07;1.4230698781E+08;-1.3537380204E+04;-2.8617205033E+01;-7.0589123298E+00;-1.1617070303E-02
2459585.3333;2022-Jan-05 20:00:00;-3.9442454273E+07;1.4228154745E+08;-1.3577508829E+04;-2.8620153495E+01;-7.0746372126E+00;-1.0676713848E-02
2459585.3750;2022-Jan-05 21:00:00;-3.9545492180E+07;1.4225605031E+08;-1.3614253350E+04;-2.8623133126E+01;-7.0904546215E+00;-9.7370296799E-03
2459585.4167;2022-Jan-05 22:00:00;-3.9648540868E+07;1.4223049606E+08;-1.3647616376E+04;-2.8626142743E+01;-7.1063647816E+00;-8.7981228942E-03
2459585.4583;2022-Jan-05 23:00:00;-3.9751600442E+07;1.4220488437E+08;-1.3677600893E+04;-2.8629181168E+01;-7.1223679016E+00;-7.8600975996E-03
2459585.5000;2022-Jan-06 00:00:00;-3.9854671005E+07;1.4217921490E+08;-1.3704210260E+04;-2.8632247223E+01;-7.1384641742E+00;-6.9230569087E-03
2459585.5417;2022-Jan-06 01:00:00;-3.9957752654E+07;1.4215348732E+08;-1.3727448207E+04;-2.8635339735E+01;-7.1546537760E+00;-5.9871029274E-03
2459585.5833;2022-Jan-06 02:00:00;-4.0060845482E+07;1.4212770128E+08;-1.3747318827E+04;-2.8638457537E+01;-7.1709368680E+00;-5.0523367455E-03
2459585.6250;2022-Jan-06 03:00:00;-4.0163949577E+07;1.4210185646E+08;-1.3763826577E+04;-2.8641599464E+01;-7.1873135953E+00;-4.1188584277E-03
2459585.6667;2022-Jan-06 04:00:00;-4.0267065026E+07;1.4207595251E+08;-1.3776976272E+04;-2.8644764354E+01;-7.2037840882E+00;-3.1867670056E-03
2459585.7083;2022-Jan-06 05:00:00;-4.0370191907E+07;1.4204998910E+08;-1.3786773081E+04;-2.8647951053E+01;-7.2203484614E+00;-2.2561604701E-03
2459585.7500;2022-Jan-06 06:00:00;-4.0473330298E+07;1.4202396589E+08;-1.3793222525E+04;-2.8651158408E+01;-7.2370068149E+00;-1.3271357643E-03
2459585.7917;2022-Jan-06 07:00:00;-4.0576480271E+07;1.4199788254E+08;-1.3796330472E+04;-2.8654385273E+01;-7.2537592339E+00;-3.9978877739E-04
2459585.8333;2022-Jan-06 08:00:00;-4.0679641894E+07;1.4197173871E+08;-1.3796103132E+04;-2.8657630508E+01;-7.2706057890E+00;5.2578566131E-04
2459585.8750;2022-Jan-06 09:00:00;-4.0782815231E+07;1.4194553407E+08;-1.3792547055E+04;-2.8660892975E+01;-7.2875465365E+00;1.4494937873E-03
2459585.9167;2022-Jan-06 10:00:00;-4.0886000343E+07;1.4191926826E+08;-1.3785669127E+04;-2.8664171545E+01;-7.3045815189E+00;2.3712429054E-03
2459585.9583;2022-Jan-06 11:00:00;-4.0989197284E+07;1.4189294097E+08;-1.3775476567E+04;-2.8667465092E+01;-7.3217107645E+00;3.2909413941E-03
2459586.0000;2022-Jan-06 12:00:00;-4.1092406108E+07;1.4186655183E+08;-1.3761976919E+04;-2.8670772496E+01;-7.3389342880E+00;4.2084987084E-03
2459586.0417;2022-Jan-06 13:00:00;-4.1195626862E+07;1.4184010053E+08;-1.3745178053E+04;-2.8674092646E+01;-7.3562520907E+00;5.1238253833E-03
2459586.0833;2022-Jan-06 14:00:00;-4.1298859589E+07;1.4181358670E+08;-1.3725088159E+04;-2.8677424433E+01;-7.3736641608E+00;6.0368330358E-03
2459586.1250;2022-Jan-06 15:00:00;-4.1402104330E+07;1.4178701003E+08;-1.3701715742E+04;-2.8680766757E+01;-7.3911704733E+00;6.9474343666E-03
2459586.1667;2022-Jan-06 16:00:00;-4.1505361121E+07;1.4176037016E+08;-1.3675069622E+04;-2.8684118522E+01;-7.4087709906E+00;7.8555431618E-03
2459586.2083;2022-Jan-06 17:00:00;-4.1608629993E+07;1.4173366677E+08;-1.3645158925E+04;-2.8687478641E+01;-7.4264656623E+00;8.7610742932E-03
2459586.2500;2022-Jan-06 18:00:00;-4.1711910976E+07;1.4170689950E+08;-1.3611993081E+04;-2.8690846033E+01;-7.4442544259E+00;9.6639437192E-03
2459586.2917;2022-Jan-06 19:00:00;-4.1815204092E+07;1.4168006802E+08;-1.3575581824E+04;-2.8694219622E+01;-7.4621372067E+00;1.0564068484E-02
2459586.3333;2022-Jan-06 20:00:00;-4.1918509363E+07;1.4165317200E+08;-1.3535935180E+04;-2.8697598341E+01;-7.4801139180E+00;1.1461366718E-02
2459586.3750;2022-Jan-06 21:00:00;-4.2021826805E+07;1.4162621109E+08;-1.3493063472E+04;-2.8700981128E+01;-7.4981844616E+00;1.2355757635E-02
2459586.4167;2022-Jan-06 22:00:00;-4.2125156431E+07;1.4159918496E+08;-1.3446977310E+04;-2.8704366931E+01;-7.5163487277E+00;1.3247161533E-02
2459586.4583;2022-Jan-06 23:00:00;-4.2228498250E+07;1.4157209327E+08;-1.3397687588E+04;-2.8707754703E+01;-7.5346065954E+00;1.4135499789E-02
2459586.5000;2022-Jan-07 00:00:00;-4.2331852266E+07;1.4154493568E+08;-1.3345205483E+04;-2.8711143403E+01;-7.5529579325E+00;1.5020694861E-02
2459586.5417;2022-Jan-07 01:00:00;-4.2435218482E+07;1.4151771186E+08;-1.3289542449E+04;-2.8714532001E+01;-7.5714025965E+00;1.5902670282E-02
2459586.5833;2022-Jan-07 02:00:00;-4.2538596895E+07;1.4149042147E+08;-1.3230710211E+04;-2.8717919472E+01;-7.5899404337E+00;1.6781350657E-02
2459586.6250;2022-Jan-07 03:00:00;-4.2641987500E+07;1.4146306417E+08;-1.3168720767E+04;-2.8721304799E+01;-7.6085712805E+00;1.7656661661E-02
2459586.6667;2022-Jan-07 04:00:00;-4.2745390286E+07;1.4143563964E+08;-1.3103586378E+04;-2.8724686973E+01;-7.6272949630E+00;1.8528530034E-02
2459586.7083;2022-Jan-07 05:00:00;-4.2848805241E+07;1.4140814754E+08;-1.3035319569E+04;-2.8728064991E+01;-7.6461112973E+00;1.9396883578E-02
2459586.7500;2022-Jan-07 06:00:00;-4.2952232348E+07;1.4138058753E+08;-1.2963933120E+04;-2.8731437860E+01;-7.6650200897E+00;2.0261651151E-02
2459586.7917;2022-Jan-07 07:00:00;-4.3055671586E+07;1.4135295928E+08;-1.2889440068E+04;-2.8734804594E+01;-7.6840211374E+00;2.1122762661E-02
2459586.8333;2022-Jan-07 08:00:00;-4.3159122932E+07;1.4132526247E+08;-1.2811853699E+04;-2.8738164215E+01;-7.7031142277E+00;2.1980149067E-02
2459586.8750;2022-Jan-07 09:00:00;-4.3262586359E+07;1.4129749675E+08;-1.2731187546E+04;-2.8741515752E+01;-7.7222991393E+00;2.2833742363E-02
2459586.9167;2022-Jan-07 10:00:00;-4.3366061835E+07;1.4126966180E+08;-1.2647455386E+04;-2.8744858242E+01;-7.7415756417E+00;2.3683475584E-02
2459586.9583;2022-Jan-07 11:00:00;-4.3469549326E+07;1.4124175730E+08;-1.2560671233E+04;-2.8748190732E+01;-7.7609434958E+00;2.4529282789E-02
2459587.0000;2022-Jan-07 12:00:00;-4.3573048795E+07;1.4121378290E+08;-1.2470849339E+04;-2.8751512274E+01;-7.7804024542E+00;2.5371099063E-02
2459587.0417;2022-Jan-07 13:00:00;-4.3676560200E+07;1.4118573829E+08;-1.2378004186E+04;-2.8754821930E+01;-7.7999522608E+00;2.6208860507E-02
2459587.0833;2022-Jan-07 14:00:00;-4.3780083497E+07;1.4115762314E+08;-1.2282150485E+04;-2.8758118770E+01;-7.8195926519E+00;2.7042504229E-02
2459587.1250;2022-Jan-07 15:00:00;-4.3883618639E+07;1.4112943711E+08;-1.2183303171E+04;-2.8761401871E+01;-7.8393233555E+00;2.7871968342E-02
2459587.1667;2022-Jan-07 16:00:00;-4.3987165573E+07;1.4110117990E+08;-1.2081477401E+04;-2.8764670319E+01;-7.8591440921E+00;2.8697191952E-02
