t;dt;x;y;z;vx;vy;vz
2459922.5417;2022-Dec-09 01:00:00;3.2815570109E+07;1.4378788809E+08;4.8378725521E+04;-3.0424601456E+01;6.8584215987E+00;6.4849706502E-02
2459922.5833;2022-Dec-09 02:00:00;3.2706031448E+07;1.4381252418E+08;4.8611183895E+04;-3.0430194352E+01;6.8282960916E+00;6.4293025426E-02
2459922.6250;2022-Dec-09 03:00:00;3.2596472822E+07;1.4383705182E+08;4.8841629505E+04;-3.0435693381E+01;6.7981662180E+00;6.3731512185E-02
2459922.6667;2022-Dec-09 04:00:00;3.2486894569E+07;1.4386147098E+08;4.9070045042E+04;-3.0441098615E+01;6.7680326278E+00;6.3165215076E-02
2459922.7083;2022-Dec-09 05:00:00;3.2377297025E+07;1.4388578165E+08;4.9296413371E+04;-3.0446410128E+01;6.7378959687E+00;6.2594182548E-02
2459922.7500;2022-Dec-09 06:00:00;3.2267680528E+07;1.4390998382E+08;4.9520717533E+04;-3.0451628000E+01;6.7077568865E+00;6.2018463201E-02
2459922.7917;2022-Dec-09 07:00:00;3.2158045415E+07;1.4393407750E+08;4.9742940741E+04;-3.0456752316E+01;6.6776160249E+00;6.1438105782E-02
2459922.8333;2022-Dec-09 08:00:00;3.2048392024E+07;1.4395806266E+08;4.9963066387E+04;-3.0461783164E+01;6.6474740255E+00;6.0853159180E-02
2459922.8750;2022-Dec-09 09:00:00;3.1938720689E+07;1.4398193931E+08;5.0181078039E+04;-3.0466720639E+01;6.6173315278E+00;6.0263672418E-02
2459922.9167;2022-Dec-09 10:00:00;3.1829031747E+07;1.4400570745E+08;5.0396959439E+04;-3.0471564839E+01;6.5871891691E+00;5.9669694656E-02
2459922.9583;2022-Dec-09 11:00:00;3.1719325534E+07;1.4402936707E+08;5.0610694510E+04;-3.0476315866E+01;6.5570475847E+00;5.9071275179E-02
2459923.0000;2022-Dec-09 12:00:00;3.1609602384E+07;1.4405291819E+08;5.0822267350E+04;-3.0480973827E+01;6.5269074077E+00;5.8468463400E-02
2459923.0417;2022-Dec-09 13:00:00;3.1499862634E+07;1.4407636081E+08;5.1031662235E+04;-3.0485538834E+01;6.4967692687E+00;5.7861308850E-02
2459923.0833;2022-Dec-09 14:00:00;3.1390106616E+07;1.4409969493E+08;5.1238863622E+04;-3.0490011002E+01;6.4666337965E+00;5.7249861176E-02
2459923.1250;2022-Dec-09 15:00:00;3.1280334666E+07;1.4412292057E+08;5.1443856144E+04;-3.0494390451E+01;6.4365016173E+00;5.6634170139E-02
2459923.1667;2022-Dec-09 16:00:00;3.1170547116E+07;1.4414603775E+08;5.1646624615E+04;-3.0498677306E+01;6.4063733554E+00;5.6014285608E-02
2459923.2083;2022-Dec-09 17:00:00;3.1060744300E+07;1.4416904647E+08;5.1847154028E+04;-3.0502871696E+01;6.3762496324E+00;5.5390257553E-02
2459923.2500;2022-Dec-09 18:00:00;3.0950926551E+07;1.4419194675E+08;5.2045429557E+04;-3.0506973752E+01;6.3461310680E+00;5.4762136049E-02
2459923.2917;2022-Dec-09 19:00:00;3.0841094200E+07;1.4421473862E+08;5.2241436555E+04;-3.0510983611E+01;6.3160182793E+00;5.4129971264E-02
2459923.3333;2022-Dec-09 20:00:00;3.0731247579E+07;1.4423742209E+08;5.2435160558E+04;-3.0514901415E+01;6.2859118812E+00;5.3493813461E-02
2459923.3750;2022-Dec-09 21:00:00;3.0621387020E+07;1.4425999719E+08;5.2626587281E+04;-3.0518727308E+01;6.2558124863E+00;5.2853712991E-02
2459923.4167;2022-Dec-09 22:00:00;3.0511512853E+07;1.4428246395E+08;5.2815702621E+04;-3.0522461439E+01;6.2257207047E+00;5.2209720291E-02
2459923.4583;2022-Dec-09 23:00:00;3.0401625407E+07;1.4430482239E+08;5.3002492657E+04;-3.0526103961E+01;6.1956371443E+00;5.1561885879E-02
2459923.5000;2022-Dec-10 00:00:00;3.0291725014E+07;1.4432707255E+08;5.3186943650E+04;-3.0529655030E+01;6.1655624104E+00;5.0910260352E-02
2459923.5417;2022-Dec-10 01:00:00;3.0181812001E+07;1.4434921445E+08;5.3369042043E+04;-3.0533114807E+01;6.1354971061E+00;5.0254894381E-02
2459923.5833;2022-Dec-10 02:00:00;3.0071886697E+07;1.4437124814E+08;5.3548774462E+04;-3.0536483457E+01;6.1054418320E+00;4.9595838710E-02
2459923.6250;2022-Dec-10 03:00:00;2.9961949429E+07;1.4439317365E+08;5.3726127715E+04;-3.0539761148E+01;6.0753971863E+00;4.8933144151E-02
2459923.6667;2022-Dec-10 04:00:00;2.9852000525E+07;1.4441499101E+08;5.3901088794E+04;-3.0542948051E+01;6.0453637648E+00;4.8266861579E-02
2459923.7083;2022-Dec-10 05:00:00;2.9742040312E+07;1.4443670028E+08;5.4073644874E+04;-3.0546044342E+01;6.0153421609E+00;4.7597041931E-02
2459923.7500;2022-Dec-10 06:00:00;2.9632069114E+07;1.4445830149E+08;5.4243783313E+04;-3.0549050200E+01;5.9853329654E+00;4.6923736205E-02
2459923.7917;2022-Dec-10 07:00:00;2.9522087259E+07;1.4447979469E+08;5.4411491653E+04;-3.0551965809E+01;5.9553367667E+00;4.6246995452E-02
2459923.8333;2022-Dec-10 08:00:00;2.9412095069E+07;1.4450117993E+08;5.4576757619E+04;-3.0554791355E+01;5.9253541510E+00;4.5566870775E-02
2459923.8750;2022-Dec-10 09:00:00;2.9302092869E+07;1.4452245726E+08;5.4739569123E+04;-3.0557527028E+01;5.8953857016E+00;4.4883413330E-02
2459923.9167;2022-Dec-10 10:00:00;2.9192080982E+07;1.4454362673E+08;5.4899914258E+04;-3.0560173021E+01;5.8654319997E+00;4.4196674315E-02
2459923.9583;2022-Dec-10 11:00:00;2.9082059730E+07;1.4456468839E+08;5.5057781302E+04;-3.0562729531E+01;5.8354936239E+00;4.3506704975E-02
2459924.0000;2022-Dec-10 12:00:00;2.8972029436E+07;1.4458564230E+08;5.5213158719E+04;-3.0565196758E+01;5.8055711502E+00;4.2813556595E-02
2459924.0417;2022-Dec-10 13:00:00;2.8861990421E+07;1.4460648852E+08;5.5366035156E+04;-3.0567574908E+01;5.7756651524E+00;4.2117280498E-02
2459924.0833;2022-Dec-10 14:00:00;2.8751943004E+07;1.4462722711E+08;5.5516399447E+04;-3.0569864185E+01;5.7457762016E+00;4.1417928045E-02
2459924.1250;2022-Dec-10 15:00:00;2.8641887505E+07;1.4464785813E+08;5.5664240608E+04;-3.0572064801E+01;5.7159048665E+00;4.0715550627E-02
2459924.1667;2022-Dec-10 16:00:00;2.8531824243E+07;1.4466838165E+08;5.5809547843E+04;-3.0574176970E+01;5.6860517133E+00;4.0010199669E-02
2459924.2083;2022-Dec-10 17:00:00;2.8421753536E+07;1.4468879772E+08;5.5952310539E+04;-3.0576200908E+01;5.6562173058E+00;3.9301926622E-02
2459924.2500;2022-Dec-10 18:00:00;2.8311675702E+07;1.4470910643E+08;5.6092518270E+04;-3.0578136836E+01;5.6264022051E+00;3.8590782964E-02
2459924.2917;2022-Dec-10 19:00:00;2.8201591057E+07;1.4472930784E+08;5.6230160793E+04;-3.0579984976E+01;5.5966069702E+00;3.7876820199E-02
2459924.3333;2022-Dec-10 20:00:00;2.8091499915E+07;1.4474940203E+08;5.6365228054E+04;-3.0581745555E+01;5.5668321572E+00;3.7160089850E-02
2459924.3750;2022-Dec-10 21:00:00;2.7981402593E+07;1.4476938906E+08;5.6497710181E+04;-3.0583418803E+01;5.5370783200E+00;3.6440643460E-02
2459924.4167;2022-Dec-10 22:00:00;2.7871299405E+07;1.4478926902E+08;5.6627597490E+04;-3.0585004951E+01;5.5073460101E+00;3.5718532593E-02
2459924.4583;2022-Dec-10 23:00:00;2.7761190662E+07;1.4480904198E+08;5.6754880480E+04;-3.0586504235E+01;5.4776357763E+00;3.4993808824E-02
2459924.5000;2022-Dec-11 00:00:00;2.7651076678E+07;1.4482870802E+08;5.6879549840E+04;-3.0587916894E+01;5.4479481650E+00;3.4266523745E-02
2459924.5417;2022-Dec-11 01:00:00;2.7540957764E+07;1.4484826723E+08;5.7001596440E+04;-3.0589243169E+01;5.4182837204E+00;3.3536728960E-02
2459924.5833;2022-Dec-11 02:00:00;2.7430834231E+07;1.4486771969E+08;5.7121011338E+04;-3.0590483305E+01;5.3886429839E+00;3.2804476082E-02
2459924.6250;2022-Dec-11 03:00:00;2.7320706387E+07;1.4488706549E+08;5.7237785780E+04;-3.0591637547E+01;5.3590264947E+00;3.2069816734E-02
2459924.6667;2022-Dec-11 04:00:00;2.7210574543E+07;1.4490630471E+08;5.7351911193E+04;-3.0592706147E+01;5.3294347895E+00;3.1332802546E-02
2459924.7083;2022-Dec-11 05:00:00;2.7100439006E+07;1.4492543745E+08;5.7463379194E+04;-3.0593689358E+01;5.2998684026E+00;3.0593485154E-02
2459924.7500;2022-Dec-11 06:00:00;2.6990300082E+07;1.4494446380E+08;5.7572181584E+04;-3.0594587434E+01;5.2703278658E+00;2.9851916197E-02
2459924.7917;2022-Dec-11 07:00:00;2.6880158078E+07;1.4496338385E+08;5.7678310351E+04;-3.0595400634E+01;5.2408137087E+00;2.9108147319E-02
2459924.8333;2022-Dec-11 08:00:00;2.6770013299E+07;1.4498219769E+08;5.7781757667E+04;-3.0596129219E+01;5.2113264582E+00;2.8362230164E-02
2459924.8750;2022-Dec-11 09:00:00;2.6659866049E+07;1.4500090543E+08;5.7882515892E+04;-3.0596773453E+01;5.1818666392E+00;2.7614216377E-02
2459924.9167;2022-Dec-11 10:00:00;2.6549716631E+07;1.4501950716E+08;5.7980577571E+04;-3.0597333602E+01;5.1524347739E+00;2.6864157603E-02
2459924.9583;2022-Dec-11 11:00:00;2.6439565347E+07;1.4503800299E+08;5.8075935435E+04;-3.0597809935E+01;5.1230313824E+00;2.6112105485E-02
2459925.0000;2022-Dec-11 12:00:00;2.6329412500E+07;1.4505639302E+08;5.8168582400E+04;-3.0598202724E+01;5.0936569821E+00;2.5358111663E-02
2459925.0417;2022-Dec-11 13:00:00;2.6219258388E+07;1.4507467736E+08;5.8258511571E+04;-3.0598512243E+01;5.0643120886E+00;2.4602227775E-02
2459925.0833;2022-Dec-11 14:00:00;2.6109103311E+07;1.4509285611E+08;5.8345716234E+04;-3.0598738768E+01;5.0349972146E+00;2.3844505452E-02
2459925.1250;2022-Dec-11 15:00:00;2.5998947568E+07;1.4511092938E+08;5.8430189866E+04;-3.0598882579E+01;5.0057128710E+00;2.3084996322E-02
2459925.1667;2022-Dec-11 16:00:00;2.5888791455E+07;1.4512889728E+08;5.8511926126E+04;-3.0598943958E+01;4.9764595660E+00;2.2323752008E-02
2459925.2083;2022-Dec-11 17:00:00;2.5778635270E+07;1.4514675992E+08;5.8590918860E+04;-3.0598923188E+01;4.9472378059E+00;2.1560824124E-02
2459925.2500;2022-Dec-11 18:00:00;2.5668479307E+07;1.4516451743E+08;5.8667162101E+04;-3.0598820557E+01;4.9180480943E+00;2.0796264279E-02
2459925.2917;2022-Dec-11 19:00:00;2.5558323860E+07;1.4518216991E+08;5.8740650066E+04;-3.0598636353E+01;4.8888909331E+00;2.0030124076E-02
2459925.3333;2022-Dec-11 20:00:00;2.5448169222E+07;1.4519971748E+08;5.8811377160E+04;-3.0598370868E+01;4.8597668214E+00;1.9262455107E-02
2459925.3750;2022-Dec-11 21:00:00;2.5338015687E+07;1.4521716027E+08;5.8879337970E+04;-3.0598024395E+01;4.8306762566E+00;1.8493308958E-02
2459925.4167;2022-Dec-11 22:00:00;2.5227863544E+07;1.4523449839E+08;5.8944527273E+04;-3.0597597232E+01;4.8016197335E+00;1.7722737207E-02
2459925.4583;2022-Dec-11 23:00:00;2.5117713083E+07;1.4525173197E+08;5.9006940030E+04;-3.0597089676E+01;4.7725977449E+00;1.6950791423E-02
2459925.5000;2022-Dec-12 00:00:00;2.5007564594E+07;1.4526886114E+08;5.9066571385E+04;-3.0596502029E+01;4.7436107815E+00;1.6177523166E-02
2459925.5417;2022-Dec-12 01:00:00;2.4897418364E+07;1.4528588601E+08;5.9123416671E+04;-3.0595834593E+01;4.7146593318E+00;1.5402983989E-02
2459925.5833;2022-Dec-12 02:00:00;2.4787274680E+07;1.4530280673E+08;5.9177471406E+04;-3.0595087674E+01;4.6857438820E+00;1.4627225436E-02
2459925.6250;2022-Dec-12 03:00:00;2.4677133828E+07;1.4531962341E+08;5.9228731293E+04;-3.0594261580E+01;4.6568649165E+00;1.3850299042E-02
2459925.6667;2022-Dec-12 04:00:00;2.4566996092E+07;1.4533633620E+08;5.9277192220E+04;-3.0593356620E+01;4.6280229174E+00;1.3072256334E-02
2459925.7083;2022-Dec-12 05:00:00;2.4456861755E+07;1.4535294522E+08;5.9322850261E+04;-3.0592373107E+01;4.5992183649E+00;1.2293148831E-02
2459925.7500;2022-Dec-12 06:00:00;2.4346731099E+07;1.4536945062E+08;5.9365701675E+04;-3.0591311356E+01;4.5704517368E+00;1.1513028046E-02
2459925.7917;2022-Dec-12 07:00:00;2.4236604406E+07;1.4538585252E+08;5.9405742909E+04;-3.0590171683E+01;4.5417235094E+00;1.0731945482E-02
2459925.8333;2022-Dec-12 08:00:00;2.4126481956E+07;1.4540215107E+08;5.9442970591E+04;-3.0588954406E+01;4.5130341565E+00;9.9499526384E-03
2459925.8750;2022-Dec-12 09:00:00;2.4016364027E+07;1.4541834641E+08;5.9477381537E+04;-3.0587659847E+01;4.4843841502E+00;9.1671010057E-03
2459925.9167;2022-Dec-12 10:00:00;2.3906250898E+07;1.4543443869E+08;5.9508972749E+04;-3.0586288329E+01;4.4557739605E+00;8.3834420701E-03
2459925.9583;2022-Dec-12 11:00:00;2.3796142843E+07;1.4545042803E+08;5.9537741413E+04;-3.0584840178E+01;4.4272040556E+00;7.5990273125E-03
2459926.0000;2022-Dec-12 12:00:00;2.3686040140E+07;1.4546631460E+08;5.9563684900E+04;-3.0583315720E+01;4.3986749015E+00;6.8139082097E-03
2459926.0417;2022-Dec-12 13:00:00;2.3575943061E+07;1.4548209854E+08;5.9586800769E+04;-3.0581715286E+01;4.3701869626E+00;6.0281362347E-03
2459926.0833;2022-Dec-12 14:00:00;2.3465851881E+07;1.4549778000E+08;5.9607086760E+04;-3.0580039207E+01;4.3417407012E+00;5.2417628580E-03
2459926.1250;2022-Dec-12 15:00:00;2.3355766869E+07;1.4551335913E+08;5.9624540801E+04;-3.0578287817E+01;4.3133365778E+00;4.4548395483E-03
2459926.1667;2022-Dec-12 16:00:00;2.3245688298E+07;1.4552883608E+08;5.9639161006E+04;-3.0576461453E+01;4.2849750510E+00;3.6674177732E-03
2459926.2083;2022-Dec-12 17:00:00;2.3135616436E+07;1.4554421100E+08;5.9650945673E+04;-3.0574560452E+01;4.2566565777E+00;2.8795490010E-03
2459926.2500;2022-Dec-12 18:00:00;2.3025551552E+07;1.4555948405E+08;5.9659893284E+04;-3.0572585154E+01;4.2283816130E+00;2.0912847006E-03
2459926.2917;2022-Dec-12 19:00:00;2.2915493912E+07;1.4557465540E+08;5.9666002510E+04;-3.0570535903E+01;4.2001506100E+00;1.3026763439E-03
2459926.3333;2022-Dec-12 20:00:00;2.2805443782E+07;1.4558972519E+08;5.9669272203E+04;-3.0568413042E+01;4.1719640202E+00;5.1377540592E-04
2459926.3750;2022-Dec-12 21:00:00;2.2695401426E+07;1.4560469359E+08;5.9669701403E+04;-3.0566216918E+01;4.1438222934E+00;-2.7536663332E-04
2459926.4167;2022-Dec-12 22:00:00;2.2585367108E+07;1.4561956077E+08;5.9667289336E+04;-3.0563947880E+01;4.1157258776E+00;-1.0646982878E-03
2459926.4583;2022-Dec-12 23:00:00;2.2475341088E+07;1.4563432688E+08;5.9662035410E+04;-3.0561606278E+01;4.0876752192E+00;-1.8541680639E-03
2459926.5000;2022-Dec-13 00:00:00;2.2365323629E+07;1.4564899208E+08;5.9653939222E+04;-3.0559192466E+01;4.0596707627E+00;-2.6437244593E-03
2459926.5417;2022-Dec-13 01:00:00;2.2255314989E+07;1.4566355656E+08;5.9643000552E+04;-3.0556706798E+01;4.0317129511E+00;-3.4333159614E-03
2459926.5833;2022-Dec-13 02:00:00;2.2145315426E+07;1.4567802047E+08;5.9629219366E+04;-3.0554149632E+01;4.0038022259E+00;-4.2228910457E-03
2459926.6250;2022-Dec-13 03:00:00;2.2035325197E+07;1.4569238399E+08;5.9612595818E+04;-3.0551521327E+01;3.9759390267E+00;-5.0123981745E-03
2459926.6667;2022-Dec-13 04:00:00;2.1925344557E+07;1.4570664729E+08;5.9593130243E+04;-3.0548822244E+01;3.9481237917E+00;-5.8017857950E-03
2459926.7083;2022-Dec-13 05:00:00;2.1815373761E+07;1.4572081054E+08;5.9570823165E+04;-3.0546052747E+01;3.9203569575E+00;-6.5910023379E-03
2459926.7500;2022-Dec-13 06:00:00;2.1705413062E+07;1.4573487392E+08;5.9545675293E+04;-3.0543213201E+01;3.8926389591E+00;-7.3799962156E-03
2459926.7917;2022-Dec-13 07:00:00;2.1595462710E+07;1.4574883760E+08;5.9517687522E+04;-3.0540303975E+01;3.8649702299E+00;-8.1687158206E-03
2459926.8333;2022-Dec-13 08:00:00;2.1485522956E+07;1.4576270177E+08;5.9486860931E+04;-3.0537325437E+01;3.8373512020E+00;-8.9571095234E-03
2459926.8750;2022-Dec-13 09:00:00;2.1375594049E+07;1.4577646659E+08;5.9453196786E+04;-3.0534277961E+01;3.8097823057E+00;-9.7451256712E-03
2459926.9167;2022-Dec-13 10:00:00;2.1265676237E+07;1.4579013226E+08;5.9416696541E+04;-3.0531161920E+01;3.7822639702E+00;-1.0532712585E-02
2459926.9583;2022-Dec-13 11:00:00;2.1155769765E+07;1.4580369895E+08;5.9377361833E+04;-3.0527977691E+01;3.7547966230E+00;-1.1319818561E-02
2459927.0000;2022-Dec-13 12:00:00;2.1045874879E+07;1.4581716686E+08;5.9335194486E+04;-3.0524725653E+01;3.7273806901E+00;-1.2106391861E-02
2459927.0417;2022-Dec-13 13:00:00;2.0935991822E+07;1.4583053616E+08;5.9290196513E+04;-3.0521406186E+01;3.7000165963E+00;-1.2892380722E-02
2459927.0833;2022-Dec-13 14:00:00;2.0826120835E+07;1.4584380704E+08;5.9242370109E+04;-3.0518019673E+01;3.6727047648E+00;-1.3677733342E-02
2459927.1250;2022-Dec-13 15:00:00;2.0716262160E+07;1.4585697969E+08;5.9191717658E+04;-3.0514566500E+01;3.6454456176E+00;-1.4462397887E-02
2459927.1667;2022-Dec-13 16:00:00;2.0606416036E+07;1.4587005431E+08;5.9138241732E+04;-3.0511047055E+01;3.6182395752E+00;-1.5246322486E-02
2459927.2083;2022-Dec-13 17:00:00;2.0496582700E+07;1.4588303108E+08;5.9081945087E+04;-3.0507461727E+01;3.5910870567E+00;-1.6029455226E-02
2459927.2500;2022-Dec-13 18:00:00;2.0386762390E+07;1.4589591020E+08;5.9022830667E+04;-3.0503810908E+01;3.5639884802E+00;-1.6811744154E-02
2459927.2917;2022-Dec-13 19:00:00;2.0276955340E+07;1.4590869187E+08;5.8960901604E+04;-3.0500094993E+01;3.5369442620E+00;-1.7593137274E-02
2459927.3333;2022-Dec-13 20:00:00;2.0167161784E+07;1.4592137627E+08;5.8896161216E+04;-3.0496314379E+01;3.5099548175E+00;-1.8373582543E-02
2459927.3750;2022-Dec-13 21:00:00;2.0057381953E+07;1.4593396361E+08;5.8828613009E+04;-3.0492469465E+01;3.4830205606E+00;-1.9153027869E-02
2459927.4167;2022-Dec-13 22:00:00;1.9947616080E+07;1.4594645408E+08;5.8758260678E+04;-3.0488560651E+01;3.4561419039E+00;-1.9931421113E-02
2459927.4583;2022-Dec-13 23:00:00;1.9837864393E+07;1.4595884790E+08;5.8685108102E+04;-3.0484588343E+01;3.4293192591E+00;-2.0708710079E-02
2459927.5000;2022-Dec-14 00:00:00;1.9728127120E+07;1.4597114525E+08;5.8609159353E+04;-3.0480552946E+01;3.4025530361E+00;-2.1484842520E-02
2459927.5417;2022-Dec-14 01:00:00;1.9618404487E+07;1.4598334635E+08;5.8530418687E+04;-3.0476454869E+01;3.3758436440E+00;-2.2259766130E-02
2459927.5833;2022-Dec-14 02:00:00;1.9508696719E+07;1.4599545139E+08;5.8448890550E+04;-3.0472294524E+01;3.3491914905E+00;-2.3033428544E-02
2459927.6250;2022-Dec-14 03:00:00;1.9399004041E+07;1.4600746059E+08;5.8364579578E+04;-3.0468072324E+01;3.3225969822E+00;-2.3805777335E-02
2459927.6667;2022-Dec-14 04:00:00;1.9289326672E+07;1.4601937416E+08;5.8277490593E+04;-3.0463788686E+01;3.2960605243E+00;-2.4576760013E-02
2459927.7083;2022-Dec-14 05:00:00;1.9179664835E+07;1.4603119230E+08;5.8187628608E+04;-3.0459444027E+01;3.2695825211E+00;-2.5346324020E-02
2459927.7500;2022-Dec-14 06:00:00;1.9070018748E+07;1.4604291522E+08;5.8094998825E+04;-3.0455038771E+01;3.2431633756E+00;-2.6114416732E-02
2459927.7917;2022-Dec-14 07:00:00;1.8960388628E+07;1.4605454315E+08;5.7999606636E+04;-3.0450573340E+01;3.2168034894E+00;-2.6880985452E-02
2459927.8333;2022-Dec-14 08:00:00;1.8850774692E+07;1.4606607628E+08;5.7901457622E+04;-3.0446048161E+01;3.1905032634E+00;-2.7645977409E-02
2459927.8750;2022-Dec-14 09:00:00;1.8741177153E+07;1.4607751484E+08;5.7800557554E+04;-3.0441463664E+01;3.1642630969E+00;-2.8409339758E-02
2459927.9167;2022-Dec-14 10:00:00;1.8631596224E+07;1.4608885905E+08;5.7696912395E+04;-3.0436820280E+01;3.1380833884E+00;-2.9171019576E-02
2459927.9583;2022-Dec-14 11:00:00;1.8522032117E+07;1.4610010912E+08;5.7590528296E+04;-3.0432118445E+01;3.1119645350E+00;-2.9930963859E-02
2459928.0000;2022-Dec-14 12:00:00;1.8412485041E+07;1.4611126527E+08;5.7481411602E+04;-3.0427358596E+01;3.0859069329E+00;-3.0689119520E-02
2459928.0417;2022-Dec-14 13:00:00;1.8302955204E+07;1.4612232772E+08;5.7369568846E+04;-3.0422541173E+01;3.0599109769E+00;-3.1445433387E-02
2459928.0833;2022-Dec-14 14:00:00;1.8193442813E+07;1.4613329670E+08;5.7255006755E+04;-3.0417666619E+01;3.0339770610E+00;-3.2199852203E-02
2459928.1250;2022-Dec-14 15:00:00;1.8083948073E+07;1.4614417243E+08;5.7137732248E+04;-3.0412735382E+01;3.0081055778E+00;-3.2952322618E-02
2459928.1667;2022-Dec-14 16:00:00;1.7974471186E+07;1.4615495514E+08;5.7017752435E+04;-3.0407747908E+01;2.9822969189E+00;-3.3702791193E-02
2459928.2083;2022-Dec-14 17:00:00;1.7865012355E+07;1.4616564504E+08;5.6895074618E+04;-3.0402704652E+01;2.9565514747E+00;-3.4451204392E-02
2459928.2500;2022-Dec-14 18:00:00;1.7755571779E+07;1.4617624238E+08;5.6769706294E+04;-3.0397606067E+01;2.9308696345E+00;-3.5197508586E-02
2459928.2917;2022-Dec-14 19:00:00;1.7646149657E+07;1.4618674738E+08;5.6641655151E+04;-3.0392452611E+01;2.9052517866E+00;-3.5941650045E-02
2459928.3333;2022-Dec-14 20:00:00;1.7536746185E+07;1.4619716027E+08;5.6510929073E+04;-3.0387244746E+01;2.8796983181E+00;-3.6683574938E-02
2459928.3750;2022-Dec-14 21:00:00;1.7427361559E+07;1.4620748129E+08;5.6377536136E+04;-3.0381982936E+01;2.8542096148E+00;-3.7423229332E-02
2459928.4167;2022-Dec-14 22:00:00;1.7317995972E+07;1.4621771066E+08;5.6241484612E+04;-3.0376667648E+01;2.8287860615E+00;-3.8160559190E-02
2459928.4583;2022-Dec-14 23:00:00;1.7208649616E+07;1.4622784863E+08;5.6102782965E+04;-3.0371299353E+01;2.8034280420E+00;-3.8895510365E-02
2459928.5000;2022-Dec-15 00:00:00;1.7099322680E+07;1.4623789542E+08;5.5961439856E+04;-3.0365878525E+01;2.7781359387E+00;-3.9628028602E-02
2459928.5417;2022-Dec-15 01:00:00;1.6990015353E+07;1.4624785128E+08;5.5817464143E+04;-3.0360405640E+01;2.7529101329E+00;-4.0358059535E-02
2459928.5833;2022-Dec-15 02:00:00;1.6880727821E+07;1.4625771645E+08;5.5670864878E+04;-3.0354881180E+01;2.7277510048E+00;-4.1085548685E-02
2459928.6250;2022-Dec-15 03:00:00;1.6771460270E+07;1.4626749117E+08;5.5521651309E+04;-3.0349305628E+01;2.7026589334E+00;-4.1810441456E-02
2459928.6667;2022-Dec-15 04:00:00;1.6662212881E+07;1.4627717568E+08;5.5369832881E+04;-3.0343679471E+01;2.6776342965E+00;-4.2532683135E-02
2459928.7083;2022-Dec-15 05:00:00;1.6552985838E+07;1.4628677022E+08;5.5215419237E+04;-3.0338003201E+01;2.6526774707E+00;-4.3252218892E-02
2459928.7500;2022-Dec-15 06:00:00;1.6443779318E+07;1.4629627504E+08;5.5058420218E+04;-3.0332277311E+01;2.6277888314E+00;-4.3968993774E-02
2459928.7917;2022-Dec-15 07:00:00;1.6334593500E+07;1.4630569038E+08;5.4898845861E+04;-3.0326502299E+01;2.6029687526E+00;-4.4682952704E-02
2459928.8333;2022-Dec-15 08:00:00;1.6225428560E+07;1.4631501650E+08;5.4736706404E+04;-3.0320678668E+01;2.5782176072E+00;-4.5394040485E-02
2459928.8750;2022-Dec-15 09:00:00;1.6116284671E+07;1.4632425363E+08;5.4572012281E+04;-3.0314806922E+01;2.5535357669E+00;-4.6102201790E-02
2459928.9167;2022-Dec-15 10:00:00;1.6007162007E+07;1.4633340204E+08;5.4404774129E+04;-3.0308887569E+01;2.5289236019E+00;-4.6807381165E-02
2459928.9583;2022-Dec-15 11:00:00;1.5898060737E+07;1.4634246197E+08;5.4235002782E+04;-3.0302921124E+01;2.5043814812E+00;-4.7509523028E-02
2459929.0000;2022-Dec-15 12:00:00;1.5788981031E+07;1.4635143367E+08;5.4062709275E+04;-3.0296908102E+01;2.4799097724E+00;-4.8208571666E-02
2459929.0417;2022-Dec-15 13:00:00;1.5679923054E+07;1.4636031740E+08;5.3887904845E+04;-3.0290849024E+01;2.4555088419E+00;-4.8904471233E-02
2459929.0833;2022-Dec-15 14:00:00;1.5570886972E+07;1.4636911342E+08;5.3710600928E+04;-3.0284744414E+01;2.4311790544E+00;-4.9597165751E-02
2459929.1250;2022-Dec-15 15:00:00;1.5461872948E+07;1.4637782198E+08;5.3530809165E+04;-3.0278594800E+01;2.4069207735E+00;-5.0286599106E-02
2459929.1667;2022-Dec-15 16:00:00;1.5352881143E+07;1.4638644333E+08;5.3348541396E+04;-3.0272400716E+01;2.3827343612E+00;-5.0972715050E-02
2459929.2083;2022-Dec-15 17:00:00;1.5243911716E+07;1.4639497775E+08;5.3163809665E+04;-3.0266162696E+01;2.3586201781E+00;-5.1655457197E-02
2459929.2500;2022-Dec-15 18:00:00;1.5134964824E+07;1.4640342549E+08;5.2976626220E+04;-3.0259881283E+01;2.3345785830E+00;-5.2334769024E-02
2459929.2917;2022-Dec-15 19:00:00;1.5026040622E+07;1.4641178680E+08;5.2787003512E+04;-3.0253557020E+01;2.3106099335E+00;-5.3010593868E-02
2459929.3333;2022-Dec-15 20:00:00;1.4917139264E+07;1.4642006197E+08;5.2594954197E+04;-3.0247190458E+01;2.2867145856E+00;-5.3682874930E-02
2459929.3750;2022-Dec-15 21:00:00;1.4808260901E+07;1.4642825124E+08;5.2400491134E+04;-3.0240782148E+01;2.2628928934E+00;-5.4351555266E-02
2459929.4167;2022-Dec-15 22:00:00;1.4699405682E+07;1.4643635488E+08;5.2203627388E+04;-3.0234332649E+01;2.2391452095E+00;-5.5016577796E-02
2459929.4583;2022-Dec-15 23:00:00;1.4590573755E+07;1.4644437317E+08;5.2004376232E+04;-3.0227842524E+01;2.2154718849E+00;-5.5677885297E-02
