T;t;x;y;z;vx;vy;vz;
2459842.2083;2022-Sep-19 17:00:00;1.4862694368E+08;-9.2055492573E+06;2.9664003560E+04;1.3809060967E+00;2.9605974090E+01;-1.8739321846E-03;
2459842.2500;2022-Sep-19 18:00:00;1.4863187688E+08;-9.0989652018E+06;2.9657272844E+04;1.3597622301E+00;2.9607387506E+01;-1.8653480939E-03;
2459842.2917;2022-Sep-19 19:00:00;1.4863673396E+08;-8.9923760855E+06;2.9650573102E+04;1.3386160772E+00;2.9608785690E+01;-1.8567240000E-03;
2459842.3333;2022-Sep-19 20:00:00;1.4864151492E+08;-8.8857819632E+06;2.9643904478E+04;1.3174676505E+00;2.9610168633E+01;-1.8480604475E-03;
2459842.3750;2022-Sep-19 21:00:00;1.4864621973E+08;-8.7791828897E+06;2.9637267114E+04;1.2963169620E+00;2.9611536328E+01;-1.8393579829E-03;
2459842.4167;2022-Sep-19 22:00:00;1.4865084839E+08;-8.6725789199E+06;2.9630661147E+04;1.2751640243E+00;2.9612888765E+01;-1.8306171542E-03;
2459842.4583;2022-Sep-19 23:00:00;1.4865540091E+08;-8.5659701089E+06;2.9624086715E+04;1.2540088495E+00;2.9614225938E+01;-1.8218385116E-03;
2459842.5000;2022-Sep-20 00:00:00;1.4865987726E+08;-8.4593565115E+06;2.9617543954E+04;1.2328514501E+00;2.9615547837E+01;-1.8130226073E-03;
2459842.5417;2022-Sep-20 01:00:00;1.4866427743E+08;-8.3527381828E+06;2.9611032997E+04;1.2116918385E+00;2.9616854454E+01;-1.8041699953E-03;
2459842.5833;2022-Sep-20 02:00:00;1.4866860143E+08;-8.2461151778E+06;2.9604553974E+04;1.1905300271E+00;2.9618145781E+01;-1.7952812318E-03;
2459842.6250;2022-Sep-20 03:00:00;1.4867284925E+08;-8.1394875515E+06;2.9598107015E+04;1.1693660284E+00;2.9619421810E+01;-1.7863568748E-03;
2459842.6667;2022-Sep-20 04:00:00;1.4867702087E+08;-8.0328553591E+06;2.9591692246E+04;1.1481998549E+00;2.9620682533E+01;-1.7773974848E-03;
2459842.7083;2022-Sep-20 05:00:00;1.4868111628E+08;-7.9262186556E+06;2.9585309794E+04;1.1270315191E+00;2.9621927941E+01;-1.7684036241E-03;
2459842.7500;2022-Sep-20 06:00:00;1.4868513549E+08;-7.8195774963E+06;2.9578959781E+04;1.1058610336E+00;2.9623158027E+01;-1.7593758573E-03;
2459842.7917;2022-Sep-20 07:00:00;1.4868907848E+08;-7.7129319363E+06;2.9572642328E+04;1.0846884110E+00;2.9624372781E+01;-1.7503147514E-03;
2459842.8333;2022-Sep-20 08:00:00;1.4869294525E+08;-7.6062820307E+06;2.9566357554E+04;1.0635136639E+00;2.9625572196E+01;-1.7412208753E-03;
2459842.8750;2022-Sep-20 09:00:00;1.4869673578E+08;-7.4996278349E+06;2.9560105576E+04;1.0423368051E+00;2.9626756264E+01;-1.7320948004E-03;
2459842.9167;2022-Sep-20 10:00:00;1.4870045007E+08;-7.3929694040E+06;2.9553886509E+04;1.0211578472E+00;2.9627924976E+01;-1.7229371006E-03;
2459842.9583;2022-Sep-20 11:00:00;1.4870408811E+08;-7.2863067935E+06;2.9547700466E+04;9.9997680303E-01;2.9629078324E+01;-1.7137483518E-03;
2459843.0000;2022-Sep-20 12:00:00;1.4870764990E+08;-7.1796400585E+06;2.9541547558E+04;9.7879368531E-01;2.9630216301E+01;-1.7045291327E-03;
2459843.0417;2022-Sep-20 13:00:00;1.4871113542E+08;-7.0729692546E+06;2.9535427892E+04;9.5760850688E-01;2.9631338897E+01;-1.6952800240E-03;
2459843.0833;2022-Sep-20 14:00:00;1.4871454468E+08;-6.9662944369E+06;2.9529341577E+04;9.3642128061E-01;2.9632446105E+01;-1.6860016093E-03;
2459843.1250;2022-Sep-20 15:00:00;1.4871787765E+08;-6.8596156611E+06;2.9523288715E+04;9.1523201940E-01;2.9633537917E+01;-1.6766944745E-03;
2459843.1667;2022-Sep-20 16:00:00;1.4872113435E+08;-6.7529329824E+06;2.9517269410E+04;8.9404073618E-01;2.9634614324E+01;-1.6673592080E-03;
2459843.2083;2022-Sep-20 17:00:00;1.4872431474E+08;-6.6462464564E+06;2.9511283762E+04;8.7284744392E-01;2.9635675319E+01;-1.6579964010E-03;
2459843.2500;2022-Sep-20 18:00:00;1.4872741884E+08;-6.5395561386E+06;2.9505331869E+04;8.5165215566E-01;2.9636720892E+01;-1.6486066473E-03;
2459843.2917;2022-Sep-20 19:00:00;1.4873044664E+08;-6.4328620845E+06;2.9499413826E+04;8.3045488443E-01;2.9637751037E+01;-1.6391905431E-03;
2459843.3333;2022-Sep-20 20:00:00;1.4873339812E+08;-6.3261643497E+06;2.9493529728E+04;8.0925564335E-01;2.9638765744E+01;-1.6297486875E-03;
2459843.3750;2022-Sep-20 21:00:00;1.4873627328E+08;-6.2194629897E+06;2.9487679666E+04;7.8805444554E-01;2.9639765007E+01;-1.6202816823E-03;
2459843.4167;2022-Sep-20 22:00:00;1.4873907211E+08;-6.1127580602E+06;2.9481863729E+04;7.6685130420E-01;2.9640748816E+01;-1.6107901322E-03;
2459843.4583;2022-Sep-20 23:00:00;1.4874179460E+08;-6.0060496168E+06;2.9476082005E+04;7.4564623253E-01;2.9641717163E+01;-1.6012746444E-03;
2459843.5000;2022-Sep-21 00:00:00;1.4874444076E+08;-5.8993377152E+06;2.9470334580E+04;7.2443924381E-01;2.9642670041E+01;-1.5917358291E-03;
2459843.5417;2022-Sep-21 01:00:00;1.4874701056E+08;-5.7926224111E+06;2.9464621535E+04;7.0323035134E-01;2.9643607441E+01;-1.5821742995E-03;
2459843.5833;2022-Sep-21 02:00:00;1.4874950401E+08;-5.6859037602E+06;2.9458942951E+04;6.8201956849E-01;2.9644529356E+01;-1.5725906714E-03;
2459843.6250;2022-Sep-21 03:00:00;1.4875192110E+08;-5.5791818183E+06;2.9453298908E+04;6.6080690863E-01;2.9645435776E+01;-1.5629855637E-03;
2459843.6667;2022-Sep-21 04:00:00;1.4875426182E+08;-5.4724566412E+06;2.9447689480E+04;6.3959238523E-01;2.9646326695E+01;-1.5533595982E-03;
2459843.7083;2022-Sep-21 05:00:00;1.4875652617E+08;-5.3657282847E+06;2.9442114743E+04;6.1837601176E-01;2.9647202103E+01;-1.5437133998E-03;
2459843.7500;2022-Sep-21 06:00:00;1.4875871413E+08;-5.2589968047E+06;2.9436574767E+04;5.9715780176E-01;2.9648061994E+01;-1.5340475962E-03;
2459843.7917;2022-Sep-21 07:00:00;1.4876082570E+08;-5.1522622570E+06;2.9431069623E+04;5.7593776881E-01;2.9648906358E+01;-1.5243628184E-03;
2459843.8333;2022-Sep-21 08:00:00;1.4876286088E+08;-5.0455246975E+06;2.9425599377E+04;5.5471592654E-01;2.9649735188E+01;-1.5146597002E-03;
2459843.8750;2022-Sep-21 09:00:00;1.4876481965E+08;-4.9387841823E+06;2.9420164094E+04;5.3349228862E-01;2.9650548475E+01;-1.5049388788E-03;
2459843.9167;2022-Sep-21 10:00:00;1.4876670202E+08;-4.8320407672E+06;2.9414763837E+04;5.1226686879E-01;2.9651346213E+01;-1.4952009942E-03;
2459843.9583;2022-Sep-21 11:00:00;1.4876850797E+08;-4.7252945082E+06;2.9409398667E+04;4.9103968081E-01;2.9652128391E+01;-1.4854466897E-03;
2459844.0000;2022-Sep-21 12:00:00;1.4877023750E+08;-4.6185454614E+06;2.9404068640E+04;4.6981073850E-01;2.9652895004E+01;-1.4756766119E-03;
2459844.0417;2022-Sep-21 13:00:00;1.4877189061E+08;-4.5117936829E+06;2.9398773813E+04;4.4858005576E-01;2.9653646041E+01;-1.4658914103E-03;
2459844.0833;2022-Sep-21 14:00:00;1.4877346728E+08;-4.4050392286E+06;2.9393514239E+04;4.2734764649E-01;2.9654381497E+01;-1.4560917380E-03;
2459844.1250;2022-Sep-21 15:00:00;1.4877496751E+08;-4.2982821548E+06;2.9388289969E+04;4.0611352468E-01;2.9655101361E+01;-1.4462782510E-03;
2459844.1667;2022-Sep-21 16:00:00;1.4877639129E+08;-4.1915225176E+06;2.9383101052E+04;3.8487770436E-01;2.9655805627E+01;-1.4364516087E-03;
2459844.2083;2022-Sep-21 17:00:00;1.4877773862E+08;-4.0847603730E+06;2.9377947533E+04;3.6364019960E-01;2.9656494287E+01;-1.4266124739E-03;
2459844.2500;2022-Sep-21 18:00:00;1.4877900950E+08;-3.9779957774E+06;2.9372829456E+04;3.4240102455E-01;2.9657167332E+01;-1.4167615124E-03;
2459844.2917;2022-Sep-21 19:00:00;1.4878020391E+08;-3.8712287870E+06;2.9367746863E+04;3.2116019339E-01;2.9657824754E+01;-1.4068993936E-03;
2459844.3333;2022-Sep-21 20:00:00;1.4878132185E+08;-3.7644594580E+06;2.9362699793E+04;2.9991772037E-01;2.9658466546E+01;-1.3970267901E-03;
2459844.3750;2022-Sep-21 21:00:00;1.4878236332E+08;-3.6576878466E+06;2.9357688282E+04;2.7867361979E-01;2.9659092699E+01;-1.3871443779E-03;
2459844.4167;2022-Sep-21 22:00:00;1.4878332830E+08;-3.5509140093E+06;2.9352712364E+04;2.5742790601E-01;2.9659703206E+01;-1.3772528363E-03;
2459844.4583;2022-Sep-21 23:00:00;1.4878421679E+08;-3.4441380023E+06;2.9347772072E+04;2.3618059344E-01;2.9660298058E+01;-1.3673528482E-03;
2459844.5000;2022-Sep-22 00:00:00;1.4878502880E+08;-3.3373598821E+06;2.9342867433E+04;2.1493169654E-01;2.9660877248E+01;-1.3574450995E-03;
2459844.5417;2022-Sep-22 01:00:00;1.4878576430E+08;-3.2305797049E+06;2.9337998476E+04;1.9368122984E-01;2.9661440767E+01;-1.3475302798E-03;
2459844.5833;2022-Sep-22 02:00:00;1.4878642330E+08;-3.1237975274E+06;2.9333165223E+04;1.7242920794E-01;2.9661988609E+01;-1.3376090821E-03;
2459844.6250;2022-Sep-22 03:00:00;1.4878700579E+08;-3.0170134058E+06;2.9328367697E+04;1.5117564547E-01;2.9662520764E+01;-1.3276822028E-03;
2459844.6667;2022-Sep-22 04:00:00;1.4878751176E+08;-2.9102273967E+06;2.9323605917E+04;1.2992055714E-01;2.9663037225E+01;-1.3177503415E-03;
2459844.7083;2022-Sep-22 05:00:00;1.4878794122E+08;-2.8034395566E+06;2.9318879900E+04;1.0866395772E-01;2.9663537984E+01;-1.3078142016E-03;
2459844.7500;2022-Sep-22 06:00:00;1.4878829414E+08;-2.6966499421E+06;2.9314189659E+04;8.7405862030E-02;2.9664023033E+01;-1.2978744897E-03;
2459844.7917;2022-Sep-22 07:00:00;1.4878857054E+08;-2.5898586096E+06;2.9309535207E+04;6.6146284956E-02;2.9664492365E+01;-1.2879319159E-03;
2459844.8333;2022-Sep-22 08:00:00;1.4878877039E+08;-2.4830656159E+06;2.9304916552E+04;4.4885241448E-02;2.9664945971E+01;-1.2779871938E-03;
2459844.8750;2022-Sep-22 09:00:00;1.4878889371E+08;-2.3762710175E+06;2.9300333701E+04;2.3622746518E-02;2.9665383844E+01;-1.2680410403E-03;
2459844.9167;2022-Sep-22 10:00:00;1.4878894048E+08;-2.2694748711E+06;2.9295786657E+04;2.3588152422E-03;2.9665805975E+01;-1.2580941760E-03;
2459844.9583;2022-Sep-22 11:00:00;1.4878891069E+08;-2.1626772334E+06;2.9291275423E+04;-1.8906537242E-02;2.9666212358E+01;-1.2481473246E-03;
2459845.0000;2022-Sep-22 12:00:00;1.4878880435E+08;-2.0558781611E+06;2.9286799996E+04;-4.0173295731E-02;2.9666602983E+01;-1.2382012136E-03;
2459845.0417;2022-Sep-22 13:00:00;1.4878862144E+08;-1.9490777108E+06;2.9282360372E+04;-6.1441444957E-02;2.9666977845E+01;-1.2282565737E-03;
2459845.0833;2022-Sep-22 14:00:00;1.4878836197E+08;-1.8422759395E+06;2.9277956546E+04;-8.2710969587E-02;2.9667336934E+01;-1.2183141391E-03;
2459845.1250;2022-Sep-22 15:00:00;1.4878802592E+08;-1.7354729038E+06;2.9273588507E+04;-1.0398185422E-01;2.9667680242E+01;-1.2083746474E-03;
2459845.1667;2022-Sep-22 16:00:00;1.4878761330E+08;-1.6286686607E+06;2.9269256244E+04;-1.2525408339E-01;2.9668007764E+01;-1.1984388397E-03;
2459845.2083;2022-Sep-22 17:00:00;1.4878712409E+08;-1.5218632669E+06;2.9264959742E+04;-1.4652764156E-01;2.9668319489E+01;-1.1885074604E-03;
2459845.2500;2022-Sep-22 18:00:00;1.4878655829E+08;-1.4150567793E+06;2.9260698984E+04;-1.6780251314E-01;2.9668615412E+01;-1.1785812572E-03;
2459845.2917;2022-Sep-22 19:00:00;1.4878591591E+08;-1.3082492549E+06;2.9256473950E+04;-1.8907868245E-01;2.9668895524E+01;-1.1686609814E-03;
2459845.3333;2022-Sep-22 20:00:00;1.4878519693E+08;-1.2014407506E+06;2.9252284617E+04;-2.1035613376E-01;2.9669159817E+01;-1.1587473876E-03;
2459845.3750;2022-Sep-22 21:00:00;1.4878440134E+08;-1.0946313232E+06;2.9248130960E+04;-2.3163485125E-01;2.9669408284E+01;-1.1488412335E-03;
2459845.4167;2022-Sep-22 22:00:00;1.4878352915E+08;-9.8782102991E+05;2.9244012950E+04;-2.5291481905E-01;2.9669640918E+01;-1.1389432805E-03;
2459845.4583;2022-Sep-22 23:00:00;1.4878258036E+08;-8.8100992762E+05;2.9239930557E+04;-2.7419602122E-01;2.9669857711E+01;-1.1290542929E-03;
2459845.5000;2022-Sep-23 00:00:00;1.4878155494E+08;-7.7419807341E+05;2.9235883747E+04;-2.9547844173E-01;2.9670058655E+01;-1.1191750387E-03;
2459845.5417;2022-Sep-23 01:00:00;1.4878045291E+08;-6.6738552433E+05;2.9231872484E+04;-3.1676206449E-01;2.9670243742E+01;-1.1093062887E-03;
2459845.5833;2022-Sep-23 02:00:00;1.4877927425E+08;-5.6057233750E+05;2.9227896729E+04;-3.3804687335E-01;2.9670412967E+01;-1.0994488174E-03;
2459845.6250;2022-Sep-23 03:00:00;1.4877801897E+08;-4.5375857002E+05;2.9223956438E+04;-3.5933285207E-01;2.9670566319E+01;-1.0896034020E-03;
2459845.6667;2022-Sep-23 04:00:00;1.4877668706E+08;-3.4694427905E+05;2.9220051569E+04;-3.8061998434E-01;2.9670703794E+01;-1.0797708233E-03;
2459845.7083;2022-Sep-23 05:00:00;1.4877527850E+08;-2.4012952177E+05;2.9216182072E+04;-4.0190825378E-01;2.9670825382E+01;-1.0699518649E-03;
2459845.7500;2022-Sep-23 06:00:00;1.4877379331E+08;-1.3331435537E+05;2.9212347898E+04;-4.2319764394E-01;2.9670931077E+01;-1.0601473138E-03;
2459845.7917;2022-Sep-23 07:00:00;1.4877223148E+08;-2.6498837095E+04;2.9208548993E+04;-4.4448813830E-01;2.9671020871E+01;-1.0503579598E-03;
2459845.8333;2022-Sep-23 08:00:00;1.4877059300E+08;8.0316975810E+04;2.9204785301E+04;-4.6577972025E-01;2.9671094758E+01;-1.0405845959E-03;
2459845.8750;2022-Sep-23 09:00:00;1.4876887787E+08;1.8713302606E+05;2.9201056764E+04;-4.8707237312E-01;2.9671152729E+01;-1.0308280180E-03;
2459845.9167;2022-Sep-23 10:00:00;1.4876708608E+08;2.9394925635E+05;2.9197363319E+04;-5.0836608015E-01;2.9671194777E+01;-1.0210890250E-03;
2459845.9583;2022-Sep-23 11:00:00;1.4876521763E+08;4.0076560934E+05;2.9193704901E+04;-5.2966082453E-01;2.9671220896E+01;-1.0113684187E-03;
2459846.0000;2022-Sep-23 12:00:00;1.4876327252E+08;5.0758202767E+05;2.9190081443E+04;-5.5095658934E-01;2.9671231078E+01;-1.0016670037E-03;
2459846.0417;2022-Sep-23 13:00:00;1.4876125074E+08;6.1439845397E+05;2.9186492874E+04;-5.7225335761E-01;2.9671225315E+01;-9.9198558744E-04;
2459846.0833;2022-Sep-23 14:00:00;1.4875915229E+08;7.2121483080E+05;2.9182939122E+04;-5.9355111229E-01;2.9671203602E+01;-9.8232498022E-04;
2459846.1250;2022-Sep-23 15:00:00;1.4875697717E+08;8.2803110075E+05;2.9179420109E+04;-6.1484983624E-01;2.9671165931E+01;-9.7268599495E-04;
2459846.1667;2022-Sep-23 16:00:00;1.4875472537E+08;9.3484720635E+05;2.9175935756E+04;-6.3614951226E-01;2.9671112294E+01;-9.6306944722E-04;
2459846.2083;2022-Sep-23 17:00:00;1.4875239689E+08;1.0416630901E+06;2.9172485981E+04;-6.5745012306E-01;2.9671042685E+01;-9.5347615524E-04;
2459846.2500;2022-Sep-23 18:00:00;1.4874999173E+08;1.1484786945E+06;2.9169070699E+04;-6.7875165127E-01;2.9670957097E+01;-9.4390693975E-04;
2459846.2917;2022-Sep-23 19:00:00;1.4874750988E+08;1.2552939620E+06;2.9165689821E+04;-7.0005407947E-01;2.9670855524E+01;-9.3436262401E-04;
2459846.3333;2022-Sep-23 20:00:00;1.4874495134E+08;1.3621088351E+06;2.9162343257E+04;-7.2135739012E-01;2.9670737957E+01;-9.2484403369E-04;
2459846.3750;2022-Sep-23 21:00:00;1.4874231611E+08;1.4689232561E+06;2.9159030912E+04;-7.4266156564E-01;2.9670604391E+01;-9.1535199685E-04;
2459846.4167;2022-Sep-23 22:00:00;1.4873960418E+08;1.5757371675E+06;2.9155752690E+04;-7.6396658834E-01;2.9670454818E+01;-9.0588734382E-04;
2459846.4583;2022-Sep-23 23:00:00;1.4873681555E+08;1.6825505116E+06;2.9152508489E+04;-7.8527244048E-01;2.9670289232E+01;-8.9645090720E-04;
2459846.5000;2022-Sep-24 00:00:00;1.4873395021E+08;1.7893632307E+06;2.9149298208E+04;-8.0657910423E-01;2.9670107627E+01;-8.8704352175E-04;
2459846.5417;2022-Sep-24 01:00:00;1.4873100817E+08;1.8961752673E+06;2.9146121740E+04;-8.2788656166E-01;2.9669909995E+01;-8.7766602433E-04;
2459846.5833;2022-Sep-24 02:00:00;1.4872798943E+08;2.0029865635E+06;2.9142978976E+04;-8.4919479480E-01;2.9669696330E+01;-8.6831925380E-04;
2459846.6250;2022-Sep-24 03:00:00;1.4872489397E+08;2.1097970616E+06;2.9139869804E+04;-8.7050378557E-01;2.9669466626E+01;-8.5900405101E-04;
2459846.6667;2022-Sep-24 04:00:00;1.4872172180E+08;2.2166067039E+06;2.9136794108E+04;-8.9181351584E-01;2.9669220876E+01;-8.4972125866E-04;
2459846.7083;2022-Sep-24 05:00:00;1.4871847291E+08;2.3234154326E+06;2.9133751771E+04;-9.1312396736E-01;2.9668959073E+01;-8.4047172126E-04;
2459846.7500;2022-Sep-24 06:00:00;1.4871514731E+08;2.4302231900E+06;2.9130742671E+04;-9.3443512184E-01;2.9668681213E+01;-8.3125628504E-04;
2459846.7917;2022-Sep-24 07:00:00;1.4871174498E+08;2.5370299181E+06;2.9127766683E+04;-9.5574696090E-01;2.9668387287E+01;-8.2207579784E-04;
2459846.8333;2022-Sep-24 08:00:00;1.4870826593E+08;2.6438355591E+06;2.9124823682E+04;-9.7705946607E-01;2.9668077290E+01;-8.1293110908E-04;
2459846.8750;2022-Sep-24 09:00:00;1.4870471015E+08;2.7506400553E+06;2.9121913535E+04;-9.9837261881E-01;2.9667751216E+01;-8.0382306962E-04;
2459846.9167;2022-Sep-24 10:00:00;1.4870107764E+08;2.8574433486E+06;2.9119036111E+04;-1.0196864005E+00;2.9667409059E+01;-7.9475253171E-04;
2459846.9583;2022-Sep-24 11:00:00;1.4869736841E+08;2.9642453812E+06;2.9116191271E+04;-1.0410007924E+00;2.9667050812E+01;-7.8572034887E-04;
2459847.0000;2022-Sep-24 12:00:00;1.4869358244E+08;3.0710460951E+06;2.9113378877E+04;-1.0623157758E+00;2.9666676470E+01;-7.7672737583E-04;
2459847.0417;2022-Sep-24 13:00:00;1.4868971973E+08;3.1778454325E+06;2.9110598786E+04;-1.0836313319E+00;2.9666286027E+01;-7.6777446840E-04;
2459847.0833;2022-Sep-24 14:00:00;1.4868578029E+08;3.2846433352E+06;2.9107850852E+04;-1.1049474416E+00;2.9665879477E+01;-7.5886248341E-04;
2459847.1250;2022-Sep-24 15:00:00;1.4868176411E+08;3.3914397454E+06;2.9105134926E+04;-1.1262640859E+00;2.9665456813E+01;-7.4999227858E-04;
2459847.1667;2022-Sep-24 16:00:00;1.4867767119E+08;3.4982346049E+06;2.9102450856E+04;-1.1475812459E+00;2.9665018032E+01;-7.4116471245E-04;
2459847.2083;2022-Sep-24 17:00:00;1.4867350153E+08;3.6050278558E+06;2.9099798488E+04;-1.1688989023E+00;2.9664563126E+01;-7.3238064424E-04;
2459847.2500;2022-Sep-24 18:00:00;1.4866925512E+08;3.7118194401E+06;2.9097177662E+04;-1.1902170358E+00;2.9664092090E+01;-7.2364093380E-04;
2459847.2917;2022-Sep-24 19:00:00;1.4866493196E+08;3.8186092995E+06;2.9094588219E+04;-1.2115356272E+00;2.9663604919E+01;-7.1494644144E-04;
2459847.3333;2022-Sep-24 20:00:00;1.4866053206E+08;3.9253973761E+06;2.9092029993E+04;-1.2328546570E+00;2.9663101608E+01;-7.0629802789E-04;
2459847.3750;2022-Sep-24 21:00:00;1.4865605541E+08;4.0321836117E+06;2.9089502817E+04;-1.2541741057E+00;2.9662582150E+01;-6.9769655413E-04;
2459847.4167;2022-Sep-24 22:00:00;1.4865150201E+08;4.1389679482E+06;2.9087006520E+04;-1.2754939539E+00;2.9662046542E+01;-6.8914288133E-04;
2459847.4583;2022-Sep-24 23:00:00;1.4864687185E+08;4.2457503274E+06;2.9084540930E+04;-1.2968141819E+00;2.9661494777E+01;-6.8063787070E-04;
2459847.5000;2022-Sep-25 00:00:00;1.4864216494E+08;4.3525306912E+06;2.9082105868E+04;-1.3181347700E+00;2.9660926850E+01;-6.7218238339E-04;
2459847.5417;2022-Sep-25 01:00:00;1.4863738128E+08;4.4593089814E+06;2.9079701156E+04;-1.3394556984E+00;2.9660342757E+01;-6.6377728039E-04;
2459847.5833;2022-Sep-25 02:00:00;1.4863252086E+08;4.5660851397E+06;2.9077326610E+04;-1.3607769472E+00;2.9659742492E+01;-6.5542342237E-04;
2459847.6250;2022-Sep-25 03:00:00;1.4862758369E+08;4.6728591079E+06;2.9074982045E+04;-1.3820984966E+00;2.9659126051E+01;-6.4712166961E-04;
2459847.6667;2022-Sep-25 04:00:00;1.4862256975E+08;4.7796308278E+06;2.9072667271E+04;-1.4034203265E+00;2.9658493429E+01;-6.3887288186E-04;
2459847.7083;2022-Sep-25 05:00:00;1.4861747906E+08;4.8864002412E+06;2.9070382095E+04;-1.4247424168E+00;2.9657844621E+01;-6.3067791820E-04;
2459847.7500;2022-Sep-25 06:00:00;1.4861231161E+08;4.9931672897E+06;2.9068126324E+04;-1.4460647475E+00;2.9657179623E+01;-6.2253763694E-04;
2459847.7917;2022-Sep-25 07:00:00;1.4860706739E+08;5.0999319150E+06;2.9065899758E+04;-1.4673872983E+00;2.9656498430E+01;-6.1445289547E-04;
2459847.8333;2022-Sep-25 08:00:00;1.4860174642E+08;5.2066940589E+06;2.9063702195E+04;-1.4887100488E+00;2.9655801037E+01;-6.0642455017E-04;
2459847.8750;2022-Sep-25 09:00:00;1.4859634868E+08;5.3134536630E+06;2.9061533432E+04;-1.5100329789E+00;2.9655087441E+01;-5.9845345624E-04;
2459847.9167;2022-Sep-25 10:00:00;1.4859087418E+08;5.4202106690E+06;2.9059393261E+04;-1.5313560679E+00;2.9654357637E+01;-5.9054046761E-04;
2459847.9583;2022-Sep-25 11:00:00;1.4858532292E+08;5.5269650186E+06;2.9057281470E+04;-1.5526792955E+00;2.9653611621E+01;-5.8268643676E-04;
2459848.0000;2022-Sep-25 12:00:00;1.4857969489E+08;5.6337166532E+06;2.9055197847E+04;-1.5740026411E+00;2.9652849389E+01;-5.7489221465E-04;
2459848.0417;2022-Sep-25 13:00:00;1.4857399010E+08;5.7404655147E+06;2.9053142173E+04;-1.5953260839E+00;2.9652070937E+01;-5.6715865052E-04;
2459848.0833;2022-Sep-25 14:00:00;1.4856820854E+08;5.8472115445E+06;2.9051114231E+04;-1.6166496035E+00;2.9651276262E+01;-5.5948659182E-04;
2459848.1250;2022-Sep-25 15:00:00;1.4856235022E+08;5.9539546843E+06;2.9049113795E+04;-1.6379731788E+00;2.9650465358E+01;-5.5187688399E-04;
2459848.1667;2022-Sep-25 16:00:00;1.4855641513E+08;6.0606948756E+06;2.9047140641E+04;-1.6592967893E+00;2.9649638224E+01;-5.4433037042E-04;
2459848.2083;2022-Sep-25 17:00:00;1.4855040328E+08;6.1674320600E+06;2.9045194540E+04;-1.6806204139E+00;2.9648794854E+01;-5.3684789226E-04;
2459848.2500;2022-Sep-25 18:00:00;1.4854431467E+08;6.2741661791E+06;2.9043275259E+04;-1.7019440316E+00;2.9647935247E+01;-5.2943028826E-04;
2459848.2917;2022-Sep-25 19:00:00;1.4853814929E+08;6.3808971743E+06;2.9041382563E+04;-1.7232676215E+00;2.9647059398E+01;-5.2207839466E-04;
2459848.3333;2022-Sep-25 20:00:00;1.4853190714E+08;6.4876249873E+06;2.9039516214E+04;-1.7445911626E+00;2.9646167304E+01;-5.1479304504E-04;
2459848.3750;2022-Sep-25 21:00:00;1.4852558823E+08;6.5943495594E+06;2.9037675972E+04;-1.7659146335E+00;2.9645258963E+01;-5.0757507021E-04;
2459848.4167;2022-Sep-25 22:00:00;1.4851919256E+08;6.7010708323E+06;2.9035861592E+04;-1.7872380132E+00;2.9644334370E+01;-5.0042529797E-04;
2459848.4583;2022-Sep-25 23:00:00;1.4851272012E+08;6.8077887474E+06;2.9034072827E+04;-1.8085612804E+00;2.9643393524E+01;-4.9334455310E-04;
2459848.5000;2022-Sep-26 00:00:00;1.4850617091E+08;6.9145032462E+06;2.9032309427E+04;-1.8298844137E+00;2.9642436421E+01;-4.8633365709E-04;
2459848.5417;2022-Sep-26 01:00:00;1.4849954495E+08;7.0212142701E+06;2.9030571140E+04;-1.8512073919E+00;2.9641463059E+01;-4.7939342807E-04;
2459848.5833;2022-Sep-26 02:00:00;1.4849284222E+08;7.1279217607E+06;2.9028857709E+04;-1.8725301934E+00;2.9640473435E+01;-4.7252468065E-04;
2459848.6250;2022-Sep-26 03:00:00;1.4848606273E+08;7.2346256593E+06;2.9027168875E+04;-1.8938527968E+00;2.9639467547E+01;-4.6572822574E-04;
2459848.6667;2022-Sep-26 04:00:00;1.4847920648E+08;7.3413259075E+06;2.9025504378E+04;-1.9151751805E+00;2.9638445392E+01;-4.5900487045E-04;
2459848.7083;2022-Sep-26 05:00:00;1.4847227347E+08;7.4480224466E+06;2.9023863952E+04;-1.9364973229E+00;2.9637406968E+01;-4.5235541788E-04;
2459848.7500;2022-Sep-26 06:00:00;1.4846526370E+08;7.5547152181E+06;2.9022247329E+04;-1.9578192025E+00;2.9636352274E+01;-4.4578066704E-04;
2459848.7917;2022-Sep-26 07:00:00;1.4845817717E+08;7.6614041635E+06;2.9020654240E+04;-1.9791407975E+00;2.9635281306E+01;-4.3928141264E-04;
2459848.8333;2022-Sep-26 08:00:00;1.4845101389E+08;7.7680892240E+06;2.9019084412E+04;-2.0004620862E+00;2.9634194064E+01;-4.3285844500E-04;
2459848.8750;2022-Sep-26 09:00:00;1.4844377385E+08;7.8747703412E+06;2.9017537567E+04;-2.0217830468E+00;2.9633090545E+01;-4.2651254982E-04;
2459848.9167;2022-Sep-26 10:00:00;1.4843645705E+08;7.9814474564E+06;2.9016013428E+04;-2.0431036574E+00;2.9631970748E+01;-4.2024450809E-04;
2459848.9583;2022-Sep-26 11:00:00;1.4842906350E+08;8.0881205110E+06;2.9014511712E+04;-2.0644238963E+00;2.9630834671E+01;-4.1405509595E-04;
2459849.0000;2022-Sep-26 12:00:00;1.4842159320E+08;8.1947894465E+06;2.9013032136E+04;-2.0857437414E+00;2.9629682314E+01;-4.0794508447E-04;
