T;t;x;y;z;vx;vy;vz;
2459580.5000;2022-Jan-01 00:00:00;-2.7411475609E+07;1.4526974996E+08;1.9074993063E+04;-2.9818015221E+01;-5.4155199404E+00;1.7810369073E-03;
2459580.5417;2022-Jan-01 01:00:00;-2.7518813457E+07;1.4525021475E+08;1.9081401102E+04;-2.9814119532E+01;-5.4373782485E+00;1.7789623119E-03;
2459580.5833;2022-Jan-01 02:00:00;-2.7626137249E+07;1.4523060084E+08;1.9087801431E+04;-2.9810206289E+01;-5.4592340770E+00;1.7767542194E-03;
2459580.6250;2022-Jan-01 03:00:00;-2.7733446921E+07;1.4521090826E+08;1.9094193572E+04;-2.9806275489E+01;-5.4810873955E+00;1.7744129318E-03;
2459580.6667;2022-Jan-01 04:00:00;-2.7840742411E+07;1.4519113702E+08;1.9100577045E+04;-2.9802327127E+01;-5.5029381740E+00;1.7719387777E-03;
2459580.7083;2022-Jan-01 05:00:00;-2.7948023655E+07;1.4517128711E+08;1.9106951372E+04;-2.9798361200E+01;-5.5247863819E+00;1.7693321121E-03;
2459580.7500;2022-Jan-01 06:00:00;-2.8055290591E+07;1.4515135856E+08;1.9113316078E+04;-2.9794377704E+01;-5.5466319888E+00;1.7665933166E-03;
2459580.7917;2022-Jan-01 07:00:00;-2.8162543154E+07;1.4513135137E+08;1.9119670686E+04;-2.9790376637E+01;-5.5684749641E+00;1.7637227989E-03;
2459580.8333;2022-Jan-01 08:00:00;-2.8269781281E+07;1.4511126554E+08;1.9126014724E+04;-2.9786357996E+01;-5.5903152771E+00;1.7607209935E-03;
2459580.8750;2022-Jan-01 09:00:00;-2.8377004910E+07;1.4509110110E+08;1.9132347720E+04;-2.9782321778E+01;-5.6121528969E+00;1.7575883613E-03;
2459580.9167;2022-Jan-01 10:00:00;-2.8484213977E+07;1.4507085805E+08;1.9138669204E+04;-2.9778267981E+01;-5.6339877928E+00;1.7543253895E-03;
2459580.9583;2022-Jan-01 11:00:00;-2.8591408419E+07;1.4505053639E+08;1.9144978707E+04;-2.9774196603E+01;-5.6558199336E+00;1.7509325914E-03;
2459581.0000;2022-Jan-01 12:00:00;-2.8698588171E+07;1.4503013614E+08;1.9151275764E+04;-2.9770107643E+01;-5.6776492884E+00;1.7474105070E-03;
2459581.0417;2022-Jan-01 13:00:00;-2.8805753172E+07;1.4500965732E+08;1.9157559909E+04;-2.9766001099E+01;-5.6994758261E+00;1.7437597020E-03;
2459581.0833;2022-Jan-01 14:00:00;-2.8912903358E+07;1.4498909992E+08;1.9163830680E+04;-2.9761876970E+01;-5.7212995154E+00;1.7399807686E-03;
2459581.1250;2022-Jan-01 15:00:00;-2.9020038666E+07;1.4496846397E+08;1.9170087617E+04;-2.9757735256E+01;-5.7431203250E+00;1.7360743247E-03;
2459581.1667;2022-Jan-01 16:00:00;-2.9127159031E+07;1.4494774946E+08;1.9176330263E+04;-2.9753575956E+01;-5.7649382238E+00;1.7320410140E-03;
2459581.2083;2022-Jan-01 17:00:00;-2.9234264391E+07;1.4492695641E+08;1.9182558161E+04;-2.9749399070E+01;-5.7867531802E+00;1.7278815061E-03;
2459581.2500;2022-Jan-01 18:00:00;-2.9341354683E+07;1.4490608484E+08;1.9188770859E+04;-2.9745204598E+01;-5.8085651629E+00;1.7235964959E-03;
2459581.2917;2022-Jan-01 19:00:00;-2.9448429843E+07;1.4488513475E+08;1.9194967906E+04;-2.9740992541E+01;-5.8303741405E+00;1.7191867039E-03;
2459581.3333;2022-Jan-01 20:00:00;-2.9555489808E+07;1.4486410615E+08;1.9201148854E+04;-2.9736762900E+01;-5.8521800814E+00;1.7146528757E-03;
2459581.3750;2022-Jan-01 21:00:00;-2.9662534515E+07;1.4484299906E+08;1.9207313259E+04;-2.9732515675E+01;-5.8739829542E+00;1.7099957819E-03;
2459581.4167;2022-Jan-01 22:00:00;-2.9769563900E+07;1.4482181348E+08;1.9213460677E+04;-2.9728250868E+01;-5.8957827272E+00;1.7052162180E-03;
2459581.4583;2022-Jan-01 23:00:00;-2.9876577900E+07;1.4480054942E+08;1.9219590670E+04;-2.9723968481E+01;-5.9175793691E+00;1.7003150040E-03;
2459581.5000;2022-Jan-02 00:00:00;-2.9983576452E+07;1.4477920691E+08;1.9225702800E+04;-2.9719668517E+01;-5.9393728481E+00;1.6952929843E-03;
2459581.5417;2022-Jan-02 01:00:00;-3.0090559492E+07;1.4475778594E+08;1.9231796635E+04;-2.9715350976E+01;-5.9611631328E+00;1.6901510275E-03;
2459581.5833;2022-Jan-02 02:00:00;-3.0197526958E+07;1.4473628654E+08;1.9237871745E+04;-2.9711015862E+01;-5.9829501916E+00;1.6848900259E-03;
2459581.6250;2022-Jan-02 03:00:00;-3.0304478786E+07;1.4471470871E+08;1.9243927701E+04;-2.9706663179E+01;-6.0047339930E+00;1.6795108956E-03;
2459581.6667;2022-Jan-02 04:00:00;-3.0411414912E+07;1.4469305246E+08;1.9249964082E+04;-2.9702292928E+01;-6.0265145053E+00;1.6740145760E-03;
2459581.7083;2022-Jan-02 05:00:00;-3.0518335274E+07;1.4467131781E+08;1.9255980467E+04;-2.9697905115E+01;-6.0482916971E+00;1.6684020293E-03;
2459581.7500;2022-Jan-02 06:00:00;-3.0625239808E+07;1.4464950476E+08;1.9261976439E+04;-2.9693499742E+01;-6.0700655370E+00;1.6626742407E-03;
2459581.7917;2022-Jan-02 07:00:00;-3.0732128451E+07;1.4462761334E+08;1.9267951584E+04;-2.9689076815E+01;-6.0918359933E+00;1.6568322177E-03;
2459581.8333;2022-Jan-02 08:00:00;-3.0839001140E+07;1.4460564355E+08;1.9273905495E+04;-2.9684636336E+01;-6.1136030348E+00;1.6508769900E-03;
2459581.8750;2022-Jan-02 09:00:00;-3.0945857811E+07;1.4458359540E+08;1.9279837764E+04;-2.9680178313E+01;-6.1353666301E+00;1.6448096090E-03;
2459581.9167;2022-Jan-02 10:00:00;-3.1052698402E+07;1.4456146891E+08;1.9285747991E+04;-2.9675702749E+01;-6.1571267478E+00;1.6386311474E-03;
2459581.9583;2022-Jan-02 11:00:00;-3.1159522850E+07;1.4453926409E+08;1.9291635776E+04;-2.9671209650E+01;-6.1788833567E+00;1.6323426991E-03;
2459582.0000;2022-Jan-02 12:00:00;-3.1266331091E+07;1.4451698095E+08;1.9297500727E+04;-2.9666699021E+01;-6.2006364256E+00;1.6259453787E-03;
2459582.0417;2022-Jan-02 13:00:00;-3.1373123062E+07;1.4449461951E+08;1.9303342454E+04;-2.9662170870E+01;-6.2223859233E+00;1.6194403210E-03;
2459582.0833;2022-Jan-02 14:00:00;-3.1479898700E+07;1.4447217978E+08;1.9309160570E+04;-2.9657625202E+01;-6.2441318188E+00;1.6128286808E-03;
2459582.1250;2022-Jan-02 15:00:00;-3.1586657942E+07;1.4444966177E+08;1.9314954694E+04;-2.9653062024E+01;-6.2658740811E+00;1.6061116325E-03;
2459582.1667;2022-Jan-02 16:00:00;-3.1693400726E+07;1.4442706549E+08;1.9320724449E+04;-2.9648481343E+01;-6.2876126793E+00;1.5992903694E-03;
2459582.2083;2022-Jan-02 17:00:00;-3.1800126987E+07;1.4440439096E+08;1.9326469461E+04;-2.9643883166E+01;-6.3093475826E+00;1.5923661037E-03;
2459582.2500;2022-Jan-02 18:00:00;-3.1906836663E+07;1.4438163819E+08;1.9332189362E+04;-2.9639267500E+01;-6.3310787603E+00;1.5853400659E-03;
2459582.2917;2022-Jan-02 19:00:00;-3.2013529692E+07;1.4435880720E+08;1.9337883789E+04;-2.9634634355E+01;-6.3528061818E+00;1.5782135042E-03;
2459582.3333;2022-Jan-02 20:00:00;-3.2120206010E+07;1.4433589799E+08;1.9343552381E+04;-2.9629983737E+01;-6.3745298166E+00;1.5709876844E-03;
2459582.3750;2022-Jan-02 21:00:00;-3.2226865554E+07;1.4431291059E+08;1.9349194783E+04;-2.9625315655E+01;-6.3962496343E+00;1.5636638891E-03;
2459582.4167;2022-Jan-02 22:00:00;-3.2333508262E+07;1.4428984500E+08;1.9354810645E+04;-2.9620630118E+01;-6.4179656047E+00;1.5562434175E-03;
2459582.4583;2022-Jan-02 23:00:00;-3.2440134070E+07;1.4426670124E+08;1.9360399621E+04;-2.9615927135E+01;-6.4396776975E+00;1.5487275849E-03;
2459582.5000;2022-Jan-03 00:00:00;-3.2546742916E+07;1.4424347933E+08;1.9365961370E+04;-2.9611206715E+01;-6.4613858829E+00;1.5411177222E-03;
2459582.5417;2022-Jan-03 01:00:00;-3.2653334737E+07;1.4422017927E+08;1.9371495557E+04;-2.9606468868E+01;-6.4830901310E+00;1.5334151753E-03;
2459582.5833;2022-Jan-03 02:00:00;-3.2759909471E+07;1.4419680108E+08;1.9377001850E+04;-2.9601713603E+01;-6.5047904119E+00;1.5256213049E-03;
2459582.6250;2022-Jan-03 03:00:00;-3.2866467054E+07;1.4417334478E+08;1.9382479923E+04;-2.9596940931E+01;-6.5264866961E+00;1.5177374858E-03;
2459582.6667;2022-Jan-03 04:00:00;-3.2973007425E+07;1.4414981038E+08;1.9387929454E+04;-2.9592150862E+01;-6.5481789542E+00;1.5097651065E-03;
2459582.7083;2022-Jan-03 05:00:00;-3.3079530520E+07;1.4412619790E+08;1.9393350127E+04;-2.9587343407E+01;-6.5698671568E+00;1.5017055686E-03;
2459582.7500;2022-Jan-03 06:00:00;-3.3186036277E+07;1.4410250734E+08;1.9398741631E+04;-2.9582518576E+01;-6.5915512749E+00;1.4935602866E-03;
2459582.7917;2022-Jan-03 07:00:00;-3.3292524633E+07;1.4407873873E+08;1.9404103660E+04;-2.9577676381E+01;-6.6132312794E+00;1.4853306870E-03;
2459582.8333;2022-Jan-03 08:00:00;-3.3398995526E+07;1.4405489208E+08;1.9409435912E+04;-2.9572816833E+01;-6.6349071416E+00;1.4770182082E-03;
2459582.8750;2022-Jan-03 09:00:00;-3.3505448893E+07;1.4403096741E+08;1.9414738093E+04;-2.9567939943E+01;-6.6565788328E+00;1.4686242995E-03;
2459582.9167;2022-Jan-03 10:00:00;-3.3611884672E+07;1.4400696472E+08;1.9420009911E+04;-2.9563045724E+01;-6.6782463246E+00;1.4601504212E-03;
2459582.9583;2022-Jan-03 11:00:00;-3.3718302801E+07;1.4398288404E+08;1.9425251082E+04;-2.9558134188E+01;-6.6999095886E+00;1.4515980437E-03;
2459583.0000;2022-Jan-03 12:00:00;-3.3824703218E+07;1.4395872538E+08;1.9430461325E+04;-2.9553205346E+01;-6.7215685969E+00;1.4429686469E-03;
2459583.0417;2022-Jan-03 13:00:00;-3.3931085859E+07;1.4393448875E+08;1.9435640365E+04;-2.9548259212E+01;-6.7432233215E+00;1.4342637201E-03;
2459583.0833;2022-Jan-03 14:00:00;-3.4037450663E+07;1.4391017417E+08;1.9440787935E+04;-2.9543295799E+01;-6.7648737346E+00;1.4254847612E-03;
2459583.1250;2022-Jan-03 15:00:00;-3.4143797568E+07;1.4388578166E+08;1.9445903769E+04;-2.9538315118E+01;-6.7865198088E+00;1.4166332762E-03;
2459583.1667;2022-Jan-03 16:00:00;-3.4250126512E+07;1.4386131124E+08;1.9450987609E+04;-2.9533317185E+01;-6.8081615167E+00;1.4077107787E-03;
2459583.2083;2022-Jan-03 17:00:00;-3.4356437431E+07;1.4383676291E+08;1.9456039203E+04;-2.9528302012E+01;-6.8297988313E+00;1.3987187895E-03;
2459583.2500;2022-Jan-03 18:00:00;-3.4462730265E+07;1.4381213669E+08;1.9461058303E+04;-2.9523269612E+01;-6.8514317255E+00;1.3896588360E-03;
2459583.2917;2022-Jan-03 19:00:00;-3.4569004952E+07;1.4378743260E+08;1.9466044667E+04;-2.9518220000E+01;-6.8730601727E+00;1.3805324518E-03;
2459583.3333;2022-Jan-03 20:00:00;-3.4675261429E+07;1.4376265066E+08;1.9470998059E+04;-2.9513153190E+01;-6.8946841464E+00;1.3713411759E-03;
2459583.3750;2022-Jan-03 21:00:00;-3.4781499634E+07;1.4373779088E+08;1.9475918247E+04;-2.9508069195E+01;-6.9163036202E+00;1.3620865525E-03;
2459583.4167;2022-Jan-03 22:00:00;-3.4887719506E+07;1.4371285328E+08;1.9480805008E+04;-2.9502968031E+01;-6.9379185682E+00;1.3527701305E-03;
2459583.4583;2022-Jan-03 23:00:00;-3.4993920983E+07;1.4368783787E+08;1.9485658120E+04;-2.9497849712E+01;-6.9595289645E+00;1.3433934629E-03;
2459583.5000;2022-Jan-04 00:00:00;-3.5100104004E+07;1.4366274468E+08;1.9490477370E+04;-2.9492714253E+01;-6.9811347834E+00;1.3339581060E-03;
2459583.5417;2022-Jan-04 01:00:00;-3.5206268506E+07;1.4363757371E+08;1.9495262550E+04;-2.9487561669E+01;-7.0027359995E+00;1.3244656196E-03;
2459583.5833;2022-Jan-04 02:00:00;-3.5312414427E+07;1.4361232499E+08;1.9500013456E+04;-2.9482391975E+01;-7.0243325877E+00;1.3149175659E-03;
2459583.6250;2022-Jan-04 03:00:00;-3.5418541707E+07;1.4358699852E+08;1.9504729891E+04;-2.9477205186E+01;-7.0459245230E+00;1.3053155092E-03;
2459583.6667;2022-Jan-04 04:00:00;-3.5524650284E+07;1.4356159433E+08;1.9509411665E+04;-2.9472001318E+01;-7.0675117806E+00;1.2956610157E-03;
2459583.7083;2022-Jan-04 05:00:00;-3.5630740096E+07;1.4353611244E+08;1.9514058590E+04;-2.9466780386E+01;-7.0890943360E+00;1.2859556526E-03;
2459583.7500;2022-Jan-04 06:00:00;-3.5736811082E+07;1.4351055286E+08;1.9518670486E+04;-2.9461542407E+01;-7.1106721651E+00;1.2762009878E-03;
2459583.7917;2022-Jan-04 07:00:00;-3.5842863181E+07;1.4348491561E+08;1.9523247179E+04;-2.9456287396E+01;-7.1322452437E+00;1.2663985895E-03;
2459583.8333;2022-Jan-04 08:00:00;-3.5948896331E+07;1.4345920070E+08;1.9527788501E+04;-2.9451015369E+01;-7.1538135481E+00;1.2565500257E-03;
2459583.8750;2022-Jan-04 09:00:00;-3.6054910471E+07;1.4343340816E+08;1.9532294286E+04;-2.9445726342E+01;-7.1753770547E+00;1.2466568636E-03;
2459583.9167;2022-Jan-04 10:00:00;-3.6160905540E+07;1.4340753799E+08;1.9536764378E+04;-2.9440420332E+01;-7.1969357402E+00;1.2367206694E-03;
2459583.9583;2022-Jan-04 11:00:00;-3.6266881477E+07;1.4338159022E+08;1.9541198625E+04;-2.9435097355E+01;-7.2184895815E+00;1.2267430079E-03;
2459584.0000;2022-Jan-04 12:00:00;-3.6372838221E+07;1.4335556487E+08;1.9545596880E+04;-2.9429757429E+01;-7.2400385557E+00;1.2167254414E-03;
2459584.0417;2022-Jan-04 13:00:00;-3.6478775711E+07;1.4332946195E+08;1.9549959002E+04;-2.9424400568E+01;-7.2615826403E+00;1.2066695304E-03;
2459584.0833;2022-Jan-04 14:00:00;-3.6584693885E+07;1.4330328148E+08;1.9554284857E+04;-2.9419026791E+01;-7.2831218129E+00;1.1965768320E-03;
2459584.1250;2022-Jan-04 15:00:00;-3.6690592683E+07;1.4327702348E+08;1.9558574313E+04;-2.9413636114E+01;-7.3046560514E+00;1.1864489004E-03;
2459584.1667;2022-Jan-04 16:00:00;-3.6796472045E+07;1.4325068797E+08;1.9562827248E+04;-2.9408228554E+01;-7.3261853338E+00;1.1762872860E-03;
2459584.2083;2022-Jan-04 17:00:00;-3.6902331909E+07;1.4322427495E+08;1.9567043543E+04;-2.9402804129E+01;-7.3477096385E+00;1.1660935350E-03;
2459584.2500;2022-Jan-04 18:00:00;-3.7008172214E+07;1.4319778446E+08;1.9571223085E+04;-2.9397362855E+01;-7.3692289443E+00;1.1558691895E-03;
2459584.2917;2022-Jan-04 19:00:00;-3.7113992901E+07;1.4317121651E+08;1.9575365767E+04;-2.9391904750E+01;-7.3907432298E+00;1.1456157862E-03;
2459584.3333;2022-Jan-04 20:00:00;-3.7219793908E+07;1.4314457112E+08;1.9579471486E+04;-2.9386429831E+01;-7.4122524741E+00;1.1353348571E-03;
2459584.3750;2022-Jan-04 21:00:00;-3.7325575176E+07;1.4311784830E+08;1.9583540146E+04;-2.9380938115E+01;-7.4337566567E+00;1.1250279283E-03;
2459584.4167;2022-Jan-04 22:00:00;-3.7431336642E+07;1.4309104808E+08;1.9587571657E+04;-2.9375429621E+01;-7.4552557570E+00;1.1146965200E-03;
2459584.4583;2022-Jan-04 23:00:00;-3.7537078249E+07;1.4306417046E+08;1.9591565934E+04;-2.9369904365E+01;-7.4767497549E+00;1.1043421462E-03;
2459584.5000;2022-Jan-05 00:00:00;-3.7642799934E+07;1.4303721548E+08;1.9595522895E+04;-2.9364362365E+01;-7.4982386305E+00;1.0939663141E-03;
2459584.5417;2022-Jan-05 01:00:00;-3.7748501638E+07;1.4301018315E+08;1.9599442467E+04;-2.9358803639E+01;-7.5197223639E+00;1.0835705243E-03;
2459584.5833;2022-Jan-05 02:00:00;-3.7854183300E+07;1.4298307349E+08;1.9603324581E+04;-2.9353228205E+01;-7.5412009358E+00;1.0731562694E-03;
2459584.6250;2022-Jan-05 03:00:00;-3.7959844861E+07;1.4295588651E+08;1.9607169172E+04;-2.9347636080E+01;-7.5626743268E+00;1.0627250349E-03;
2459584.6667;2022-Jan-05 04:00:00;-3.8065486260E+07;1.4292862224E+08;1.9610976182E+04;-2.9342027282E+01;-7.5841425181E+00;1.0522782980E-03;
2459584.7083;2022-Jan-05 05:00:00;-3.8171107437E+07;1.4290128069E+08;1.9614745559E+04;-2.9336401830E+01;-7.6056054908E+00;1.0418175280E-03;
2459584.7500;2022-Jan-05 06:00:00;-3.8276708333E+07;1.4287386189E+08;1.9618477253E+04;-2.9330759740E+01;-7.6270632264E+00;1.0313441854E-03;
2459584.7917;2022-Jan-05 07:00:00;-3.8382288887E+07;1.4284636584E+08;1.9622171224E+04;-2.9325101031E+01;-7.6485157066E+00;1.0208597219E-03;
2459584.8333;2022-Jan-05 08:00:00;-3.8487849040E+07;1.4281879258E+08;1.9625827432E+04;-2.9319425721E+01;-7.6699629133E+00;1.0103655804E-03;
2459584.8750;2022-Jan-05 09:00:00;-3.8593388733E+07;1.4279114212E+08;1.9629445846E+04;-2.9313733828E+01;-7.6914048287E+00;9.9986319402E-04;
2459584.9167;2022-Jan-05 10:00:00;-3.8698907904E+07;1.4276341447E+08;1.9633026439E+04;-2.9308025370E+01;-7.7128414353E+00;9.8935398663E-04;
2459584.9583;2022-Jan-05 11:00:00;-3.8804406495E+07;1.4273560966E+08;1.9636569188E+04;-2.9302300365E+01;-7.7342727155E+00;9.7883937204E-04;
2459585.0000;2022-Jan-05 12:00:00;-3.8909884447E+07;1.4270772771E+08;1.9640074077E+04;-2.9296558830E+01;-7.7556986523E+00;9.6832075403E-04;
2459585.0417;2022-Jan-05 13:00:00;-3.9015341699E+07;1.4267976864E+08;1.9643541094E+04;-2.9290800784E+01;-7.7771192288E+00;9.5779952604E-04;
2459585.0833;2022-Jan-05 14:00:00;-3.9120778193E+07;1.4265173246E+08;1.9646970232E+04;-2.9285026245E+01;-7.7985344282E+00;9.4727707097E-04;
2459585.1250;2022-Jan-05 15:00:00;-3.9226193868E+07;1.4262361920E+08;1.9650361490E+04;-2.9279235231E+01;-7.8199442341E+00;9.3675476098E-04;
2459585.1667;2022-Jan-05 16:00:00;-3.9331588667E+07;1.4259542887E+08;1.9653714869E+04;-2.9273427760E+01;-7.8413486301E+00;9.2623395724E-04;
2459585.2083;2022-Jan-05 17:00:00;-3.9436962529E+07;1.4256716150E+08;1.9657030377E+04;-2.9267603850E+01;-7.8627476003E+00;9.1571600980E-04;
2459585.2500;2022-Jan-05 18:00:00;-3.9542315395E+07;1.4253881709E+08;1.9660308029E+04;-2.9261763519E+01;-7.8841411288E+00;9.0520225737E-04;
2459585.2917;2022-Jan-05 19:00:00;-3.9647647206E+07;1.4251039569E+08;1.9663547840E+04;-2.9255906784E+01;-7.9055291999E+00;8.9469402714E-04;
2459585.3333;2022-Jan-05 20:00:00;-3.9752957904E+07;1.4248189729E+08;1.9666749834E+04;-2.9250033664E+01;-7.9269117984E+00;8.8419263463E-04;
2459585.3750;2022-Jan-05 21:00:00;-3.9858247429E+07;1.4245332193E+08;1.9669914037E+04;-2.9244144177E+01;-7.9482889089E+00;8.7369938354E-04;
2459585.4167;2022-Jan-05 22:00:00;-3.9963515722E+07;1.4242466962E+08;1.9673040481E+04;-2.9238238341E+01;-7.9696605164E+00;8.6321556556E-04;
2459585.4583;2022-Jan-05 23:00:00;-4.0068762725E+07;1.4239594038E+08;1.9676129202E+04;-2.9232316174E+01;-7.9910266062E+00;8.5274246028E-04;
2459585.5000;2022-Jan-06 00:00:00;-4.0173988379E+07;1.4236713423E+08;1.9679180241E+04;-2.9226377692E+01;-8.0123871638E+00;8.4228133500E-04;
2459585.5417;2022-Jan-06 01:00:00;-4.0279192625E+07;1.4233825120E+08;1.9682193643E+04;-2.9220422915E+01;-8.0337421746E+00;8.3183344467E-04;
2459585.5833;2022-Jan-06 02:00:00;-4.0384375405E+07;1.4230929129E+08;1.9685169459E+04;-2.9214451860E+01;-8.0550916244E+00;8.2140003172E-04;
2459585.6250;2022-Jan-06 03:00:00;-4.0489536659E+07;1.4228025454E+08;1.9688107743E+04;-2.9208464545E+01;-8.0764354994E+00;8.1098232597E-04;
2459585.6667;2022-Jan-06 04:00:00;-4.0594676330E+07;1.4225114097E+08;1.9691008552E+04;-2.9202460987E+01;-8.0977737857E+00;8.0058154454E-04;
2459585.7083;2022-Jan-06 05:00:00;-4.0699794359E+07;1.4222195058E+08;1.9693871951E+04;-2.9196441204E+01;-8.1191064696E+00;7.9019889175E-04;
2459585.7500;2022-Jan-06 06:00:00;-4.0804890687E+07;1.4219268341E+08;1.9696698007E+04;-2.9190405214E+01;-8.1404335377E+00;7.7983555902E-04;
2459585.7917;2022-Jan-06 07:00:00;-4.0909965257E+07;1.4216333946E+08;1.9699486792E+04;-2.9184353034E+01;-8.1617549768E+00;7.6949272481E-04;
2459585.8333;2022-Jan-06 08:00:00;-4.1015018010E+07;1.4213391878E+08;1.9702238381E+04;-2.9178284682E+01;-8.1830707738E+00;7.5917155454E-04;
2459585.8750;2022-Jan-06 09:00:00;-4.1120048887E+07;1.4210442136E+08;1.9704952855E+04;-2.9172200174E+01;-8.2043809158E+00;7.4887320054E-04;
2459585.9167;2022-Jan-06 10:00:00;-4.1225057831E+07;1.4207484724E+08;1.9707630297E+04;-2.9166099530E+01;-8.2256853900E+00;7.3859880197E-04;
2459585.9583;2022-Jan-06 11:00:00;-4.1330044784E+07;1.4204519643E+08;1.9710270796E+04;-2.9159982765E+01;-8.2469841841E+00;7.2834948480E-04;
2459586.0000;2022-Jan-06 12:00:00;-4.1435009688E+07;1.4201546896E+08;1.9712874445E+04;-2.9153849898E+01;-8.2682772855E+00;7.1812636174E-04;
2459586.0417;2022-Jan-06 13:00:00;-4.1539952484E+07;1.4198566484E+08;1.9715441339E+04;-2.9147700945E+01;-8.2895646821E+00;7.0793053223E-04;
2459586.0833;2022-Jan-06 14:00:00;-4.1644873116E+07;1.4195578410E+08;1.9717971578E+04;-2.9141535923E+01;-8.3108463618E+00;6.9776308240E-04;
2459586.1250;2022-Jan-06 15:00:00;-4.1749771524E+07;1.4192582676E+08;1.9720465268E+04;-2.9135354850E+01;-8.3321223128E+00;6.8762508504E-04;
2459586.1667;2022-Jan-06 16:00:00;-4.1854647651E+07;1.4189579283E+08;1.9722922516E+04;-2.9129157743E+01;-8.3533925233E+00;6.7751759958E-04;
2459586.2083;2022-Jan-06 17:00:00;-4.1959501440E+07;1.4186568234E+08;1.9725343433E+04;-2.9122944618E+01;-8.3746569819E+00;6.6744167212E-04;
2459586.2500;2022-Jan-06 18:00:00;-4.2064332833E+07;1.4183549531E+08;1.9727728135E+04;-2.9116715492E+01;-8.3959156770E+00;6.5739833538E-04;
2459586.2917;2022-Jan-06 19:00:00;-4.2169141773E+07;1.4180523175E+08;1.9730076741E+04;-2.9110470382E+01;-8.4171685974E+00;6.4738860871E-04;
2459586.3333;2022-Jan-06 20:00:00;-4.2273928201E+07;1.4177489170E+08;1.9732389374E+04;-2.9104209306E+01;-8.4384157322E+00;6.3741349813E-04;
2459586.3750;2022-Jan-06 21:00:00;-4.2378692061E+07;1.4174447517E+08;1.9734666161E+04;-2.9097932279E+01;-8.4596570702E+00;6.2747399630E-04;
2459586.4167;2022-Jan-06 22:00:00;-4.2483433294E+07;1.4171398217E+08;1.9736907231E+04;-2.9091639318E+01;-8.4808926006E+00;6.1757108257E-04;
2459586.4583;2022-Jan-06 23:00:00;-4.2588151845E+07;1.4168341275E+08;1.9739112718E+04;-2.9085330439E+01;-8.5021223129E+00;6.0770572299E-04;
2459586.5000;2022-Jan-07 00:00:00;-4.2692847654E+07;1.4165276690E+08;1.9741282758E+04;-2.9079005660E+01;-8.5233461965E+00;5.9787887034E-04;
2459586.5417;2022-Jan-07 01:00:00;-4.2797520666E+07;1.4162204466E+08;1.9743417493E+04;-2.9072664996E+01;-8.5445642410E+00;5.8809146418E-04;
2459586.5833;2022-Jan-07 02:00:00;-4.2902170823E+07;1.4159124605E+08;1.9745517065E+04;-2.9066308463E+01;-8.5657764361E+00;5.7834443083E-04;
2459586.6250;2022-Jan-07 03:00:00;-4.3006798068E+07;1.4156037108E+08;1.9747581623E+04;-2.9059936078E+01;-8.5869827716E+00;5.6863868352E-04;
2459586.6667;2022-Jan-07 04:00:00;-4.3111402344E+07;1.4152941978E+08;1.9749611315E+04;-2.9053547856E+01;-8.6081832377E+00;5.5897512232E-04;
2459586.7083;2022-Jan-07 05:00:00;-4.3215983594E+07;1.4149839217E+08;1.9751606295E+04;-2.9047143815E+01;-8.6293778244E+00;5.4935463428E-04;
2459586.7500;2022-Jan-07 06:00:00;-4.3320541760E+07;1.4146728826E+08;1.9753566721E+04;-2.9040723969E+01;-8.6505665220E+00;5.3977809344E-04;
2459586.7917;2022-Jan-07 07:00:00;-4.3425076787E+07;1.4143610809E+08;1.9755492751E+04;-2.9034288334E+01;-8.6717493207E+00;5.3024636091E-04;
2459586.8333;2022-Jan-07 08:00:00;-4.3529588618E+07;1.4140485168E+08;1.9757384549E+04;-2.9027836927E+01;-8.6929262112E+00;5.2076028491E-04;
2459586.8750;2022-Jan-07 09:00:00;-4.3634077194E+07;1.4137351903E+08;1.9759242281E+04;-2.9021369763E+01;-8.7140971840E+00;5.1132070088E-04;
2459586.9167;2022-Jan-07 10:00:00;-4.3738542461E+07;1.4134211018E+08;1.9761066115E+04;-2.9014886856E+01;-8.7352622299E+00;5.0192843152E-04;
2459586.9583;2022-Jan-07 11:00:00;-4.3842984361E+07;1.4131062515E+08;1.9762856223E+04;-2.9008388224E+01;-8.7564213395E+00;4.9258428685E-04;
2459587.0000;2022-Jan-07 12:00:00;-4.3947402837E+07;1.4127906396E+08;1.9764612781E+04;-2.9001873881E+01;-8.7775745040E+00;4.8328906434E-04;
2459587.0417;2022-Jan-07 13:00:00;-4.4051797834E+07;1.4124742662E+08;1.9766335964E+04;-2.8995343843E+01;-8.7987217142E+00;4.7404354894E-04;
2459587.0833;2022-Jan-07 14:00:00;-4.4156169294E+07;1.4121571317E+08;1.9768025955E+04;-2.8988798124E+01;-8.8198629614E+00;4.6484851319E-04;
2459587.1250;2022-Jan-07 15:00:00;-4.4260517162E+07;1.4118392362E+08;1.9769682935E+04;-2.8982236740E+01;-8.8409982367E+00;4.5570471731E-04;
2459587.1667;2022-Jan-07 16:00:00;-4.4364841380E+07;1.4115205799E+08;1.9771307091E+04;-2.8975659706E+01;-8.8621275316E+00;4.4661290926E-04;
2459587.2083;2022-Jan-07 17:00:00;-4.4469141893E+07;1.4112011630E+08;1.9772898611E+04;-2.8969067036E+01;-8.8832508374E+00;4.3757382489E-04;
