T;t;x;y;z;vx;vy;vz
2459674.041667;2022-Apr-04 13:00:00;-1.3241345828E+06;3.8074188453E+05;2.7814091577E+04;-4.2133877161E-03;-1.5154861977E-02;2.2111476616E-04
2459674.083333;2022-Apr-04 14:00:00;-1.3241497496E+06;3.8068732645E+05;2.7814887556E+04;-4.2126070747E-03;-1.5155181120E-02;2.2109556300E-04
2459674.125000;2022-Apr-04 15:00:00;-1.3241649136E+06;3.8063276722E+05;2.7815683465E+04;-4.2118263070E-03;-1.5155500167E-02;2.2107636408E-04
2459674.166667;2022-Apr-04 16:00:00;-1.3241800748E+06;3.8057820685E+05;2.7816479306E+04;-4.2110454135E-03;-1.5155819118E-02;2.2105716946E-04
2459674.208333;2022-Apr-04 17:00:00;-1.3241952331E+06;3.8052364533E+05;2.7817275077E+04;-4.2102643948E-03;-1.5156137972E-02;2.2103797922E-04
2459674.250000;2022-Apr-04 18:00:00;-1.3242103887E+06;3.8046908265E+05;2.7818070779E+04;-4.2094832515E-03;-1.5156456729E-02;2.2101879345E-04
2459674.291667;2022-Apr-04 19:00:00;-1.3242255414E+06;3.8041451884E+05;2.7818866412E+04;-4.2087019842E-03;-1.5156775389E-02;2.2099961222E-04
2459674.333333;2022-Apr-04 20:00:00;-1.3242406913E+06;3.8035995387E+05;2.7819661976E+04;-4.2079205934E-03;-1.5157093951E-02;2.2098043562E-04
2459674.375000;2022-Apr-04 21:00:00;-1.3242558384E+06;3.8030538776E+05;2.7820457471E+04;-4.2071390799E-03;-1.5157412415E-02;2.2096126370E-04
2459674.416667;2022-Apr-04 22:00:00;-1.3242709827E+06;3.8025082050E+05;2.7821252897E+04;-4.2063574441E-03;-1.5157730780E-02;2.2094209657E-04
2459674.458333;2022-Apr-04 23:00:00;-1.3242861242E+06;3.8019625210E+05;2.7822048255E+04;-4.2055756867E-03;-1.5158049047E-02;2.2092293429E-04
2459674.500000;2022-Apr-05 00:00:00;-1.3243012629E+06;3.8014168255E+05;2.7822843543E+04;-4.2047938083E-03;-1.5158367215E-02;2.2090377695E-04
2459674.541667;2022-Apr-05 01:00:00;-1.3243163987E+06;3.8008711186E+05;2.7823638762E+04;-4.2040118096E-03;-1.5158685283E-02;2.2088462461E-04
2459674.583333;2022-Apr-05 02:00:00;-1.3243315318E+06;3.8003254002E+05;2.7824433912E+04;-4.2032296911E-03;-1.5159003252E-02;2.2086547737E-04
2459674.625000;2022-Apr-05 03:00:00;-1.3243466620E+06;3.7997796703E+05;2.7825228993E+04;-4.2024474535E-03;-1.5159321120E-02;2.2084633530E-04
2459674.666667;2022-Apr-05 04:00:00;-1.3243617894E+06;3.7992339290E+05;2.7826024006E+04;-4.2016650973E-03;-1.5159638888E-02;2.2082719847E-04
2459674.708333;2022-Apr-05 05:00:00;-1.3243769140E+06;3.7986881763E+05;2.7826818949E+04;-4.2008826233E-03;-1.5159956556E-02;2.2080806697E-04
2459674.750000;2022-Apr-05 06:00:00;-1.3243920357E+06;3.7981424122E+05;2.7827613824E+04;-4.2001000321E-03;-1.5160274122E-02;2.2078894087E-04
2459674.791667;2022-Apr-05 07:00:00;-1.3244071547E+06;3.7975966366E+05;2.7828408629E+04;-4.1993173243E-03;-1.5160591587E-02;2.2076982026E-04
2459674.833333;2022-Apr-05 08:00:00;-1.3244222708E+06;3.7970508496E+05;2.7829203366E+04;-4.1985345005E-03;-1.5160908951E-02;2.2075070521E-04
2459674.875000;2022-Apr-05 09:00:00;-1.3244373841E+06;3.7965050511E+05;2.7829998034E+04;-4.1977515614E-03;-1.5161226212E-02;2.2073159580E-04
2459674.916667;2022-Apr-05 10:00:00;-1.3244524946E+06;3.7959592413E+05;2.7830792634E+04;-4.1969685076E-03;-1.5161543371E-02;2.2071249211E-04
2459674.958333;2022-Apr-05 11:00:00;-1.3244676023E+06;3.7954134200E+05;2.7831587164E+04;-4.1961853399E-03;-1.5161860428E-02;2.2069339421E-04
2459675.000000;2022-Apr-05 12:00:00;-1.3244827072E+06;3.7948675873E+05;2.7832381626E+04;-4.1954020587E-03;-1.5162177382E-02;2.2067430219E-04
2459675.041667;2022-Apr-05 13:00:00;-1.3244978092E+06;3.7943217433E+05;2.7833176019E+04;-4.1946186649E-03;-1.5162494232E-02;2.2065521612E-04
2459675.083333;2022-Apr-05 14:00:00;-1.3245129084E+06;3.7937758878E+05;2.7833970344E+04;-4.1938351591E-03;-1.5162810979E-02;2.2063613608E-04
2459675.125000;2022-Apr-05 15:00:00;-1.3245280048E+06;3.7932300209E+05;2.7834764600E+04;-4.1930515419E-03;-1.5163127623E-02;2.2061706216E-04
2459675.166667;2022-Apr-05 16:00:00;-1.3245430984E+06;3.7926841426E+05;2.7835558787E+04;-4.1922678140E-03;-1.5163444163E-02;2.2059799442E-04
2459675.208333;2022-Apr-05 17:00:00;-1.3245581892E+06;3.7921382529E+05;2.7836352905E+04;-4.1914839761E-03;-1.5163760598E-02;2.2057893294E-04
2459675.250000;2022-Apr-05 18:00:00;-1.3245732771E+06;3.7915923518E+05;2.7837146955E+04;-4.1907000288E-03;-1.5164076929E-02;2.2055987781E-04
2459675.291667;2022-Apr-05 19:00:00;-1.3245883622E+06;3.7910464393E+05;2.7837940936E+04;-4.1899159729E-03;-1.5164393156E-02;2.2054082910E-04
2459675.333333;2022-Apr-05 20:00:00;-1.3246034445E+06;3.7905005155E+05;2.7838734849E+04;-4.1891318090E-03;-1.5164709277E-02;2.2052178689E-04
2459675.375000;2022-Apr-05 21:00:00;-1.3246185239E+06;3.7899545803E+05;2.7839528693E+04;-4.1883475378E-03;-1.5165025293E-02;2.2050275125E-04
2459675.416667;2022-Apr-05 22:00:00;-1.3246336006E+06;3.7894086337E+05;2.7840322469E+04;-4.1875631600E-03;-1.5165341204E-02;2.2048372227E-04
2459675.458333;2022-Apr-05 23:00:00;-1.3246486744E+06;3.7888626757E+05;2.7841116176E+04;-4.1867786763E-03;-1.5165657009E-02;2.2046470002E-04
2459675.500000;2022-Apr-06 00:00:00;-1.3246637454E+06;3.7883167064E+05;2.7841909815E+04;-4.1859940874E-03;-1.5165972708E-02;2.2044568458E-04
2459675.541667;2022-Apr-06 01:00:00;-1.3246788136E+06;3.7877707257E+05;2.7842703385E+04;-4.1852093939E-03;-1.5166288300E-02;2.2042667602E-04
2459675.583333;2022-Apr-06 02:00:00;-1.3246938789E+06;3.7872247336E+05;2.7843496887E+04;-4.1844245967E-03;-1.5166603787E-02;2.2040767443E-04
2459675.625000;2022-Apr-06 03:00:00;-1.3247089414E+06;3.7866787302E+05;2.7844290320E+04;-4.1836396963E-03;-1.5166919167E-02;2.2038867988E-04
2459675.666667;2022-Apr-06 04:00:00;-1.3247240011E+06;3.7861327154E+05;2.7845083685E+04;-4.1828546936E-03;-1.5167234440E-02;2.2036969244E-04
2459675.708333;2022-Apr-06 05:00:00;-1.3247390580E+06;3.7855866893E+05;2.7845876982E+04;-4.1820695891E-03;-1.5167549606E-02;2.2035071219E-04
2459675.750000;2022-Apr-06 06:00:00;-1.3247541120E+06;3.7850406519E+05;2.7846670210E+04;-4.1812843837E-03;-1.5167864665E-02;2.2033173922E-04
2459675.791667;2022-Apr-06 07:00:00;-1.3247691632E+06;3.7844946031E+05;2.7847463371E+04;-4.1804990780E-03;-1.5168179616E-02;2.2031277359E-04
2459675.833333;2022-Apr-06 08:00:00;-1.3247842116E+06;3.7839485429E+05;2.7848256462E+04;-4.1797136728E-03;-1.5168494460E-02;2.2029381538E-04
2459675.875000;2022-Apr-06 09:00:00;-1.3247992572E+06;3.7834024715E+05;2.7849049486E+04;-4.1789281687E-03;-1.5168809196E-02;2.2027486467E-04
2459675.916667;2022-Apr-06 10:00:00;-1.3248142999E+06;3.7828563887E+05;2.7849842441E+04;-4.1781425666E-03;-1.5169123824E-02;2.2025592153E-04
2459675.958333;2022-Apr-06 11:00:00;-1.3248293398E+06;3.7823102946E+05;2.7850635329E+04;-4.1773568671E-03;-1.5169438344E-02;2.2023698604E-04
2459676.000000;2022-Apr-06 12:00:00;-1.3248443768E+06;3.7817641891E+05;2.7851428148E+04;-4.1765710710E-03;-1.5169752755E-02;2.2021805828E-04
2459676.041667;2022-Apr-06 13:00:00;-1.3248594111E+06;3.7812180724E+05;2.7852220899E+04;-4.1757851790E-03;-1.5170067058E-02;2.2019913831E-04
2459676.083333;2022-Apr-06 14:00:00;-1.3248744425E+06;3.7806719443E+05;2.7853013582E+04;-4.1749991918E-03;-1.5170381253E-02;2.2018022622E-04
2459676.125000;2022-Apr-06 15:00:00;-1.3248894711E+06;3.7801258049E+05;2.7853806196E+04;-4.1742131102E-03;-1.5170695338E-02;2.2016132207E-04
2459676.166667;2022-Apr-06 16:00:00;-1.3249044968E+06;3.7795796542E+05;2.7854598743E+04;-4.1734269350E-03;-1.5171009315E-02;2.2014242595E-04
2459676.208333;2022-Apr-06 17:00:00;-1.3249195198E+06;3.7790334922E+05;2.7855391222E+04;-4.1726406668E-03;-1.5171323183E-02;2.2012353792E-04
2459676.250000;2022-Apr-06 18:00:00;-1.3249345398E+06;3.7784873190E+05;2.7856183633E+04;-4.1718543064E-03;-1.5171636941E-02;2.2010465807E-04
2459676.291667;2022-Apr-06 19:00:00;-1.3249495571E+06;3.7779411344E+05;2.7856975975E+04;-4.1710678546E-03;-1.5171950590E-02;2.2008578646E-04
2459676.333333;2022-Apr-06 20:00:00;-1.3249645715E+06;3.7773949385E+05;2.7857768250E+04;-4.1702813121E-03;-1.5172264129E-02;2.2006692317E-04
2459676.375000;2022-Apr-06 21:00:00;-1.3249795831E+06;3.7768487314E+05;2.7858560457E+04;-4.1694946797E-03;-1.5172577559E-02;2.2004806827E-04
2459676.416667;2022-Apr-06 22:00:00;-1.3249945919E+06;3.7763025129E+05;2.7859352596E+04;-4.1687079581E-03;-1.5172890879E-02;2.2002922183E-04
2459676.458333;2022-Apr-06 23:00:00;-1.3250095978E+06;3.7757562832E+05;2.7860144668E+04;-4.1679211481E-03;-1.5173204090E-02;2.2001038393E-04
2459676.500000;2022-Apr-07 00:00:00;-1.3250246009E+06;3.7752100422E+05;2.7860936671E+04;-4.1671342504E-03;-1.5173517190E-02;2.1999155464E-04
2459676.541667;2022-Apr-07 01:00:00;-1.3250396012E+06;3.7746637900E+05;2.7861728607E+04;-4.1663472659E-03;-1.5173830180E-02;2.1997273403E-04
2459676.583333;2022-Apr-07 02:00:00;-1.3250545986E+06;3.7741175265E+05;2.7862520475E+04;-4.1655601952E-03;-1.5174143061E-02;2.1995392217E-04
2459676.625000;2022-Apr-07 03:00:00;-1.3250695932E+06;3.7735712517E+05;2.7863312275E+04;-4.1647730391E-03;-1.5174455831E-02;2.1993511914E-04
2459676.666667;2022-Apr-07 04:00:00;-1.3250845850E+06;3.7730249657E+05;2.7864104008E+04;-4.1639857985E-03;-1.5174768491E-02;2.1991632500E-04
2459676.708333;2022-Apr-07 05:00:00;-1.3250995739E+06;3.7724786684E+05;2.7864895673E+04;-4.1631984741E-03;-1.5175081040E-02;2.1989753982E-04
2459676.750000;2022-Apr-07 06:00:00;-1.3251145600E+06;3.7719323598E+05;2.7865687270E+04;-4.1624110666E-03;-1.5175393479E-02;2.1987876368E-04
2459676.791667;2022-Apr-07 07:00:00;-1.3251295433E+06;3.7713860400E+05;2.7866478800E+04;-4.1616235769E-03;-1.5175705808E-02;2.1985999665E-04
2459676.833333;2022-Apr-07 08:00:00;-1.3251445237E+06;3.7708397090E+05;2.7867270262E+04;-4.1608360056E-03;-1.5176018026E-02;2.1984123879E-04
2459676.875000;2022-Apr-07 09:00:00;-1.3251595013E+06;3.7702933667E+05;2.7868061657E+04;-4.1600483537E-03;-1.5176330133E-02;2.1982249018E-04
2459676.916667;2022-Apr-07 10:00:00;-1.3251744761E+06;3.7697470132E+05;2.7868852984E+04;-4.1592606218E-03;-1.5176642130E-02;2.1980375088E-04
2459676.958333;2022-Apr-07 11:00:00;-1.3251894480E+06;3.7692006485E+05;2.7869644244E+04;-4.1584728108E-03;-1.5176954016E-02;2.1978502097E-04
2459677.000000;2022-Apr-07 12:00:00;-1.3252044171E+06;3.7686542726E+05;2.7870435436E+04;-4.1576849214E-03;-1.5177265792E-02;2.1976630050E-04
2459677.041667;2022-Apr-07 13:00:00;-1.3252193833E+06;3.7681078854E+05;2.7871226561E+04;-4.1568969545E-03;-1.5177577457E-02;2.1974758955E-04
2459677.083333;2022-Apr-07 14:00:00;-1.3252343467E+06;3.7675614870E+05;2.7872017619E+04;-4.1561089107E-03;-1.5177889011E-02;2.1972888819E-04
2459677.125000;2022-Apr-07 15:00:00;-1.3252493073E+06;3.7670150774E+05;2.7872808609E+04;-4.1553207910E-03;-1.5178200454E-02;2.1971019648E-04
2459677.166667;2022-Apr-07 16:00:00;-1.3252642650E+06;3.7664686565E+05;2.7873599532E+04;-4.1545325960E-03;-1.5178511787E-02;2.1969151449E-04
2459677.208333;2022-Apr-07 17:00:00;-1.3252792199E+06;3.7659222245E+05;2.7874390388E+04;-4.1537443266E-03;-1.5178823009E-02;2.1967284229E-04
2459677.250000;2022-Apr-07 18:00:00;-1.3252941720E+06;3.7653757813E+05;2.7875181177E+04;-4.1529559836E-03;-1.5179134121E-02;2.1965417994E-04
2459677.291667;2022-Apr-07 19:00:00;-1.3253091212E+06;3.7648293269E+05;2.7875971898E+04;-4.1521675678E-03;-1.5179445121E-02;2.1963552750E-04
2459677.333333;2022-Apr-07 20:00:00;-1.3253240676E+06;3.7642828612E+05;2.7876762552E+04;-4.1513790799E-03;-1.5179756011E-02;2.1961688505E-04
2459677.375000;2022-Apr-07 21:00:00;-1.3253390111E+06;3.7637363844E+05;2.7877553140E+04;-4.1505905208E-03;-1.5180066791E-02;2.1959825264E-04
2459677.416667;2022-Apr-07 22:00:00;-1.3253539519E+06;3.7631898964E+05;2.7878343660E+04;-4.1498018912E-03;-1.5180377459E-02;2.1957963034E-04
2459677.458333;2022-Apr-07 23:00:00;-1.3253688897E+06;3.7626433973E+05;2.7879134113E+04;-4.1490131920E-03;-1.5180688018E-02;2.1956101822E-04
2459677.500000;2022-Apr-08 00:00:00;-1.3253838247E+06;3.7620968869E+05;2.7879924499E+04;-4.1482244240E-03;-1.5180998466E-02;2.1954241633E-04
2459677.541667;2022-Apr-08 01:00:00;-1.3253987569E+06;3.7615503654E+05;2.7880714818E+04;-4.1474355879E-03;-1.5181308803E-02;2.1952382474E-04
2459677.583333;2022-Apr-08 02:00:00;-1.3254136863E+06;3.7610038327E+05;2.7881505071E+04;-4.1466466845E-03;-1.5181619030E-02;2.1950524351E-04
2459677.625000;2022-Apr-08 03:00:00;-1.3254286128E+06;3.7604572888E+05;2.7882295256E+04;-4.1458577147E-03;-1.5181929147E-02;2.1948667270E-04
2459677.666667;2022-Apr-08 04:00:00;-1.3254435365E+06;3.7599107338E+05;2.7883085375E+04;-4.1450686793E-03;-1.5182239153E-02;2.1946811237E-04
2459677.708333;2022-Apr-08 05:00:00;-1.3254584573E+06;3.7593641676E+05;2.7883875427E+04;-4.1442795790E-03;-1.5182549050E-02;2.1944956259E-04
2459677.750000;2022-Apr-08 06:00:00;-1.3254733753E+06;3.7588175902E+05;2.7884665412E+04;-4.1434904147E-03;-1.5182858836E-02;2.1943102341E-04
2459677.791667;2022-Apr-08 07:00:00;-1.3254882904E+06;3.7582710017E+05;2.7885455330E+04;-4.1427011872E-03;-1.5183168512E-02;2.1941249490E-04
2459677.833333;2022-Apr-08 08:00:00;-1.3255032027E+06;3.7577244021E+05;2.7886245182E+04;-4.1419118972E-03;-1.5183478079E-02;2.1939397711E-04
2459677.875000;2022-Apr-08 09:00:00;-1.3255181122E+06;3.7571777913E+05;2.7887034967E+04;-4.1411225457E-03;-1.5183787536E-02;2.1937547009E-04
2459677.916667;2022-Apr-08 10:00:00;-1.3255330188E+06;3.7566311694E+05;2.7887824685E+04;-4.1403331333E-03;-1.5184096883E-02;2.1935697392E-04
2459677.958333;2022-Apr-08 11:00:00;-1.3255479226E+06;3.7560845363E+05;2.7888614337E+04;-4.1395436609E-03;-1.5184406121E-02;2.1933848864E-04
2459678.000000;2022-Apr-08 12:00:00;-1.3255628235E+06;3.7555378922E+05;2.7889403922E+04;-4.1387541293E-03;-1.5184715250E-02;2.1932001431E-04
2459678.041667;2022-Apr-08 13:00:00;-1.3255777216E+06;3.7549912369E+05;2.7890193441E+04;-4.1379645393E-03;-1.5185024269E-02;2.1930155099E-04
2459678.083333;2022-Apr-08 14:00:00;-1.3255926169E+06;3.7544445704E+05;2.7890982893E+04;-4.1371748917E-03;-1.5185333179E-02;2.1928309873E-04
2459678.125000;2022-Apr-08 15:00:00;-1.3256075093E+06;3.7538978929E+05;2.7891772279E+04;-4.1363851873E-03;-1.5185641981E-02;2.1926465759E-04
2459678.166667;2022-Apr-08 16:00:00;-1.3256223988E+06;3.7533512042E+05;2.7892561599E+04;-4.1355954269E-03;-1.5185950674E-02;2.1924622762E-04
2459678.208333;2022-Apr-08 17:00:00;-1.3256372856E+06;3.7528045044E+05;2.7893350852E+04;-4.1348056114E-03;-1.5186259258E-02;2.1922780888E-04
2459678.250000;2022-Apr-08 18:00:00;-1.3256521694E+06;3.7522577935E+05;2.7894140039E+04;-4.1340157415E-03;-1.5186567734E-02;2.1920940142E-04
2459678.291667;2022-Apr-08 19:00:00;-1.3256670505E+06;3.7517110715E+05;2.7894929160E+04;-4.1332258180E-03;-1.5186876101E-02;2.1919100529E-04
2459678.333333;2022-Apr-08 20:00:00;-1.3256819287E+06;3.7511643385E+05;2.7895718214E+04;-4.1324358418E-03;-1.5187184361E-02;2.1917262054E-04
2459678.375000;2022-Apr-08 21:00:00;-1.3256968040E+06;3.7506175943E+05;2.7896507203E+04;-4.1316458136E-03;-1.5187492513E-02;2.1915424723E-04
2459678.416667;2022-Apr-08 22:00:00;-1.3257116765E+06;3.7500708390E+05;2.7897296125E+04;-4.1308557343E-03;-1.5187800557E-02;2.1913588540E-04
2459678.458333;2022-Apr-08 23:00:00;-1.3257265462E+06;3.7495240726E+05;2.7898084981E+04;-4.1300656046E-03;-1.5188108494E-02;2.1911753510E-04
2459678.500000;2022-Apr-09 00:00:00;-1.3257414130E+06;3.7489772952E+05;2.7898873771E+04;-4.1292754253E-03;-1.5188416324E-02;2.1909919639E-04
2459678.541667;2022-Apr-09 01:00:00;-1.3257562770E+06;3.7484305067E+05;2.7899662495E+04;-4.1284851974E-03;-1.5188724047E-02;2.1908086931E-04
2459678.583333;2022-Apr-09 02:00:00;-1.3257711381E+06;3.7478837071E+05;2.7900451154E+04;-4.1276949214E-03;-1.5189031664E-02;2.1906255391E-04
2459678.625000;2022-Apr-09 03:00:00;-1.3257859964E+06;3.7473368964E+05;2.7901239746E+04;-4.1269045983E-03;-1.5189339174E-02;2.1904425023E-04
2459678.666667;2022-Apr-09 04:00:00;-1.3258008518E+06;3.7467900746E+05;2.7902028272E+04;-4.1261142289E-03;-1.5189646577E-02;2.1902595833E-04
2459678.708333;2022-Apr-09 05:00:00;-1.3258157044E+06;3.7462432418E+05;2.7902816733E+04;-4.1253238139E-03;-1.5189953875E-02;2.1900767825E-04
2459678.750000;2022-Apr-09 06:00:00;-1.3258305541E+06;3.7456963980E+05;2.7903605127E+04;-4.1245333542E-03;-1.5190261067E-02;2.1898941003E-04
2459678.791667;2022-Apr-09 07:00:00;-1.3258454010E+06;3.7451495430E+05;2.7904393456E+04;-4.1237428505E-03;-1.5190568154E-02;2.1897115372E-04
2459678.833333;2022-Apr-09 08:00:00;-1.3258602451E+06;3.7446026771E+05;2.7905181720E+04;-4.1229523037E-03;-1.5190875136E-02;2.1895290936E-04
2459678.875000;2022-Apr-09 09:00:00;-1.3258750863E+06;3.7440558000E+05;2.7905969917E+04;-4.1221617144E-03;-1.5191182013E-02;2.1893467700E-04
2459678.916667;2022-Apr-09 10:00:00;-1.3258899246E+06;3.7435089119E+05;2.7906758049E+04;-4.1213710836E-03;-1.5191488785E-02;2.1891645667E-04
2459678.958333;2022-Apr-09 11:00:00;-1.3259047601E+06;3.7429620128E+05;2.7907546116E+04;-4.1205804120E-03;-1.5191795453E-02;2.1889824842E-04
2459679.000000;2022-Apr-09 12:00:00;-1.3259195928E+06;3.7424151027E+05;2.7908334117E+04;-4.1197897004E-03;-1.5192102017E-02;2.1888005228E-04
2459679.041667;2022-Apr-09 13:00:00;-1.3259344226E+06;3.7418681815E+05;2.7909122052E+04;-4.1189989496E-03;-1.5192408478E-02;2.1886186831E-04
2459679.083333;2022-Apr-09 14:00:00;-1.3259492496E+06;3.7413212493E+05;2.7909909922E+04;-4.1182081603E-03;-1.5192714835E-02;2.1884369653E-04
2459679.125000;2022-Apr-09 15:00:00;-1.3259640737E+06;3.7407743060E+05;2.7910697727E+04;-4.1174173334E-03;-1.5193021090E-02;2.1882553699E-04
2459679.166667;2022-Apr-09 16:00:00;-1.3259788950E+06;3.7402273517E+05;2.7911485466E+04;-4.1166264697E-03;-1.5193327242E-02;2.1880738972E-04
2459679.208333;2022-Apr-09 17:00:00;-1.3259937134E+06;3.7396803865E+05;2.7912273140E+04;-4.1158355698E-03;-1.5193633291E-02;2.1878925476E-04
2459679.250000;2022-Apr-09 18:00:00;-1.3260085290E+06;3.7391334102E+05;2.7913060749E+04;-4.1150446346E-03;-1.5193939239E-02;2.1877113214E-04
2459679.291667;2022-Apr-09 19:00:00;-1.3260233418E+06;3.7385864228E+05;2.7913848292E+04;-4.1142536649E-03;-1.5194245085E-02;2.1875302190E-04
2459679.333333;2022-Apr-09 20:00:00;-1.3260381517E+06;3.7380394245E+05;2.7914635771E+04;-4.1134626614E-03;-1.5194550830E-02;2.1873492408E-04
2459679.375000;2022-Apr-09 21:00:00;-1.3260529587E+06;3.7374924152E+05;2.7915423184E+04;-4.1126716249E-03;-1.5194856475E-02;2.1871683871E-04
2459679.416667;2022-Apr-09 22:00:00;-1.3260677629E+06;3.7369453948E+05;2.7916210532E+04;-4.1118805562E-03;-1.5195162019E-02;2.1869876581E-04
2459679.458333;2022-Apr-09 23:00:00;-1.3260825642E+06;3.7363983635E+05;2.7916997815E+04;-4.1110894560E-03;-1.5195467462E-02;2.1868070543E-04
2459679.500000;2022-Apr-10 00:00:00;-1.3260973627E+06;3.7358513212E+05;2.7917785033E+04;-4.1102983251E-03;-1.5195772807E-02;2.1866265759E-04
2459679.541667;2022-Apr-10 01:00:00;-1.3261121584E+06;3.7353042679E+05;2.7918572186E+04;-4.1095071643E-03;-1.5196078052E-02;2.1864462233E-04
2459679.583333;2022-Apr-10 02:00:00;-1.3261269512E+06;3.7347572036E+05;2.7919359274E+04;-4.1087159742E-03;-1.5196383198E-02;2.1862659966E-04
2459679.625000;2022-Apr-10 03:00:00;-1.3261417411E+06;3.7342101283E+05;2.7920146298E+04;-4.1079247558E-03;-1.5196688246E-02;2.1860858963E-04
2459679.666667;2022-Apr-10 04:00:00;-1.3261565282E+06;3.7336630420E+05;2.7920933256E+04;-4.1071335096E-03;-1.5196993196E-02;2.1859059226E-04
2459679.708333;2022-Apr-10 05:00:00;-1.3261713125E+06;3.7331159448E+05;2.7921720150E+04;-4.1063422365E-03;-1.5197298048E-02;2.1857260757E-04
2459679.750000;2022-Apr-10 06:00:00;-1.3261860939E+06;3.7325688366E+05;2.7922506979E+04;-4.1055509373E-03;-1.5197602803E-02;2.1855463559E-04
2459679.791667;2022-Apr-10 07:00:00;-1.3262008725E+06;3.7320217174E+05;2.7923293743E+04;-4.1047596126E-03;-1.5197907462E-02;2.1853667635E-04
2459679.833333;2022-Apr-10 08:00:00;-1.3262156482E+06;3.7314745872E+05;2.7924080443E+04;-4.1039682631E-03;-1.5198212024E-02;2.1851872987E-04
2459679.875000;2022-Apr-10 09:00:00;-1.3262304210E+06;3.7309274461E+05;2.7924867078E+04;-4.1031768897E-03;-1.5198516491E-02;2.1850079617E-04
2459679.916667;2022-Apr-10 10:00:00;-1.3262451910E+06;3.7303802940E+05;2.7925653649E+04;-4.1023854931E-03;-1.5198820862E-02;2.1848287528E-04
2459679.958333;2022-Apr-10 11:00:00;-1.3262599582E+06;3.7298331310E+05;2.7926440155E+04;-4.1015940739E-03;-1.5199125139E-02;2.1846496721E-04
2459680.000000;2022-Apr-10 12:00:00;-1.3262747225E+06;3.7292859570E+05;2.7927226597E+04;-4.1008026329E-03;-1.5199429321E-02;2.1844707199E-04
2459680.041667;2022-Apr-10 13:00:00;-1.3262894840E+06;3.7287387721E+05;2.7928012974E+04;-4.1000111709E-03;-1.5199733410E-02;2.1842918964E-04
2459680.083333;2022-Apr-10 14:00:00;-1.3263042426E+06;3.7281915762E+05;2.7928799287E+04;-4.0992196885E-03;-1.5200037405E-02;2.1841132017E-04
2459680.125000;2022-Apr-10 15:00:00;-1.3263189984E+06;3.7276443694E+05;2.7929585535E+04;-4.0984281865E-03;-1.5200341307E-02;2.1839346360E-04
2459680.166667;2022-Apr-10 16:00:00;-1.3263337513E+06;3.7270971517E+05;2.7930371720E+04;-4.0976366655E-03;-1.5200645117E-02;2.1837561996E-04
2459680.208333;2022-Apr-10 17:00:00;-1.3263485014E+06;3.7265499230E+05;2.7931157840E+04;-4.0968451263E-03;-1.5200948835E-02;2.1835778925E-04
2459680.250000;2022-Apr-10 18:00:00;-1.3263632486E+06;3.7260026833E+05;2.7931943896E+04;-4.0960535696E-03;-1.5201252462E-02;2.1833997149E-04
2459680.291667;2022-Apr-10 19:00:00;-1.3263779929E+06;3.7254554328E+05;2.7932729888E+04;-4.0952619961E-03;-1.5201555999E-02;2.1832216670E-04
2459680.333333;2022-Apr-10 20:00:00;-1.3263927345E+06;3.7249081713E+05;2.7933515815E+04;-4.0944704064E-03;-1.5201859444E-02;2.1830437488E-04
2459680.375000;2022-Apr-10 21:00:00;-1.3264074731E+06;3.7243608989E+05;2.7934301679E+04;-4.0936788012E-03;-1.5202162801E-02;2.1828659606E-04
2459680.416667;2022-Apr-10 22:00:00;-1.3264222089E+06;3.7238136156E+05;2.7935087479E+04;-4.0928871813E-03;-1.5202466068E-02;2.1826883024E-04
2459680.458333;2022-Apr-10 23:00:00;-1.3264369419E+06;3.7232663213E+05;2.7935873215E+04;-4.0920955473E-03;-1.5202769246E-02;2.1825107743E-04
2459680.500000;2022-Apr-11 00:00:00;-1.3264516720E+06;3.7227190162E+05;2.7936658887E+04;-4.0913038999E-03;-1.5203072337E-02;2.1823333763E-04
2459680.541667;2022-Apr-11 01:00:00;-1.3264663993E+06;3.7221717001E+05;2.7937444495E+04;-4.0905122395E-03;-1.5203375341E-02;2.1821561075E-04
2459680.583333;2022-Apr-11 02:00:00;-1.3264811237E+06;3.7216243732E+05;2.7938230039E+04;-4.0897205671E-03;-1.5203678258E-02;2.1819789692E-04
2459680.625000;2022-Apr-11 03:00:00;-1.3264958453E+06;3.7210770353E+05;2.7939015520E+04;-4.0889288834E-03;-1.5203981089E-02;2.1818019616E-04
2459680.666667;2022-Apr-11 04:00:00;-1.3265105640E+06;3.7205296865E+05;2.7939800936E+04;-4.0881371891E-03;-1.5204283835E-02;2.1816250846E-04
2459680.708333;2022-Apr-11 05:00:00;-1.3265252799E+06;3.7199823269E+05;2.7940586290E+04;-4.0873454848E-03;-1.5204586495E-02;2.1814483383E-04
2459680.750000;2022-Apr-11 06:00:00;-1.3265399929E+06;3.7194349563E+05;2.7941371579E+04;-4.0865537713E-03;-1.5204889070E-02;2.1812717227E-04
2459680.791667;2022-Apr-11 07:00:00;-1.3265547031E+06;3.7188875749E+05;2.7942156805E+04;-4.0857620490E-03;-1.5205191562E-02;2.1810952378E-04
2459680.833333;2022-Apr-11 08:00:00;-1.3265694104E+06;3.7183401825E+05;2.7942941968E+04;-4.0849703187E-03;-1.5205493970E-02;2.1809188836E-04
