T;t;x;y;z;vx;vy;vz
2459690.708333;2022-Apr-21 05:00:00;9.6653575009E+07;-1.8588857071E+08;-6.2787233664E+06;2.2352207427E+01;1.3347521542E+01;-2.6812346124E-01
2459690.750000;2022-Apr-21 06:00:00;9.6734033926E+07;-1.8584050247E+08;-6.2796880297E+06;2.2347190520E+01;1.3357054819E+01;-2.6780059832E-01
2459690.791667;2022-Apr-21 07:00:00;9.6814474775E+07;-1.8579239992E+08;-6.2806515306E+06;2.2342169113E+01;1.3366586329E+01;-2.6747765295E-01
2459690.833333;2022-Apr-21 08:00:00;9.6894897539E+07;-1.8574426305E+08;-6.2816138688E+06;2.2337143206E+01;1.3376116051E+01;-2.6715462668E-01
2459690.875000;2022-Apr-21 09:00:00;9.6975302201E+07;-1.8569609189E+08;-6.2825750438E+06;2.2332112811E+01;1.3385643972E+01;-2.6683152580E-01
2459690.916667;2022-Apr-21 10:00:00;9.7055688745E+07;-1.8564788642E+08;-6.2835350557E+06;2.2327077945E+01;1.3395170090E+01;-2.6650835734E-01
2459690.958333;2022-Apr-21 11:00:00;9.7136057157E+07;-1.8559964666E+08;-6.2844939039E+06;2.2322038617E+01;1.3404694415E+01;-2.6618512567E-01
2459691.000000;2022-Apr-21 12:00:00;9.7216407418E+07;-1.8555137262E+08;-6.2854515885E+06;2.2316994829E+01;1.3414216962E+01;-2.6586182975E-01
2459691.041667;2022-Apr-21 13:00:00;9.7296739514E+07;-1.8550306430E+08;-6.2864081090E+06;2.2311946567E+01;1.3423737742E+01;-2.6553846272E-01
2459691.083333;2022-Apr-21 14:00:00;9.7377053428E+07;-1.8545472171E+08;-6.2873634653E+06;2.2306893815E+01;1.3433256747E+01;-2.6521501648E-01
2459691.125000;2022-Apr-21 15:00:00;9.7457349144E+07;-1.8540634486E+08;-6.2883176571E+06;2.2301836565E+01;1.3442773959E+01;-2.6489148815E-01
2459691.166667;2022-Apr-21 16:00:00;9.7537626646E+07;-1.8535793374E+08;-6.2892706839E+06;2.2296774822E+01;1.3452289358E+01;-2.6456788131E-01
2459691.208333;2022-Apr-21 17:00:00;9.7617885917E+07;-1.8530948838E+08;-6.2902225457E+06;2.2291708602E+01;1.3461802935E+01;-2.6424420293E-01
2459691.250000;2022-Apr-21 18:00:00;9.7698126942E+07;-1.8526100876E+08;-6.2911732421E+06;2.2286637918E+01;1.3471314693E+01;-2.6392045954E-01
2459691.291667;2022-Apr-21 19:00:00;9.7778349705E+07;-1.8521249491E+08;-6.2921227729E+06;2.2281562779E+01;1.3480824645E+01;-2.6359665383E-01
2459691.333333;2022-Apr-21 20:00:00;9.7858554189E+07;-1.8516394683E+08;-6.2930711380E+06;2.2276483180E+01;1.3490332806E+01;-2.6327278262E-01
2459691.375000;2022-Apr-21 21:00:00;9.7938740379E+07;-1.8511536452E+08;-6.2940183369E+06;2.2271399106E+01;1.3499839179E+01;-2.6294883779E-01
2459691.416667;2022-Apr-21 22:00:00;9.8018908257E+07;-1.8506674799E+08;-6.2949643695E+06;2.2266310541E+01;1.3509343755E+01;-2.6262481256E-01
2459691.458333;2022-Apr-21 23:00:00;9.8099057809E+07;-1.8501809724E+08;-6.2959092354E+06;2.2261217483E+01;1.3518846511E+01;-2.6230070633E-01
2459691.500000;2022-Apr-22 00:00:00;9.8179189018E+07;-1.8496941230E+08;-6.2968529345E+06;2.2256119941E+01;1.3528347431E+01;-2.6197652438E-01
2459691.541667;2022-Apr-22 01:00:00;9.8259301867E+07;-1.8492069315E+08;-6.2977954663E+06;2.2251017931E+01;1.3537846510E+01;-2.6165227386E-01
2459691.583333;2022-Apr-22 02:00:00;9.8339396342E+07;-1.8487193980E+08;-6.2987368308E+06;2.2245911465E+01;1.3547343756E+01;-2.6132796037E-01
2459691.625000;2022-Apr-22 03:00:00;9.8419472424E+07;-1.8482315227E+08;-6.2996770276E+06;2.2240800547E+01;1.3556839182E+01;-2.6100358463E-01
2459691.666667;2022-Apr-22 04:00:00;9.8499530100E+07;-1.8477433056E+08;-6.3006160565E+06;2.2235685170E+01;1.3566332802E+01;-2.6067914132E-01
2459691.708333;2022-Apr-22 05:00:00;9.8579569352E+07;-1.8472547468E+08;-6.3015539173E+06;2.2230565315E+01;1.3575824614E+01;-2.6035462210E-01
2459691.750000;2022-Apr-22 06:00:00;9.8659590165E+07;-1.8467658463E+08;-6.3024906097E+06;2.2225440971E+01;1.3585314603E+01;-2.6003002178E-01
2459691.791667;2022-Apr-22 07:00:00;9.8739592522E+07;-1.8462766042E+08;-6.3034261334E+06;2.2220312140E+01;1.3594802747E+01;-2.5970534230E-01
2459691.833333;2022-Apr-22 08:00:00;9.8819576407E+07;-1.8457870205E+08;-6.3043604881E+06;2.2215178833E+01;1.3604289033E+01;-2.5938058993E-01
2459691.875000;2022-Apr-22 09:00:00;9.8899541804E+07;-1.8452970954E+08;-6.3052936735E+06;2.2210041067E+01;1.3613773461E+01;-2.5905577173E-01
2459691.916667;2022-Apr-22 10:00:00;9.8979488697E+07;-1.8448068288E+08;-6.3062256895E+06;2.2204898853E+01;1.3623256042E+01;-2.5873089187E-01
2459691.958333;2022-Apr-22 11:00:00;9.9059417071E+07;-1.8443162210E+08;-6.3071565359E+06;2.2199752189E+01;1.3632736789E+01;-2.5840594898E-01
2459692.000000;2022-Apr-22 12:00:00;9.9139326908E+07;-1.8438252718E+08;-6.3080862123E+06;2.2194601064E+01;1.3642215713E+01;-2.5808093613E-01
2459692.041667;2022-Apr-22 13:00:00;9.9219218193E+07;-1.8433339814E+08;-6.3090147185E+06;2.2189445460E+01;1.3651692807E+01;-2.5775584529E-01
2459692.083333;2022-Apr-22 14:00:00;9.9299090910E+07;-1.8428423499E+08;-6.3099420543E+06;2.2184285370E+01;1.3661168051E+01;-2.5743067374E-01
2459692.125000;2022-Apr-22 15:00:00;9.9378945042E+07;-1.8423503774E+08;-6.3108682193E+06;2.2179120799E+01;1.3670641425E+01;-2.5710542533E-01
2459692.166667;2022-Apr-22 16:00:00;9.9458780574E+07;-1.8418580638E+08;-6.3117932133E+06;2.2173951764E+01;1.3680112922E+01;-2.5678010709E-01
2459692.208333;2022-Apr-22 17:00:00;9.9538597490E+07;-1.8413654093E+08;-6.3127170360E+06;2.2168778278E+01;1.3689582544E+01;-2.5645472540E-01
2459692.250000;2022-Apr-22 18:00:00;9.9618395772E+07;-1.8408724139E+08;-6.3136396872E+06;2.2163600348E+01;1.3699050305E+01;-2.5612928280E-01
2459692.291667;2022-Apr-22 19:00:00;9.9698175407E+07;-1.8403790777E+08;-6.3145611667E+06;2.2158417971E+01;1.3708516219E+01;-2.5580377584E-01
2459692.333333;2022-Apr-22 20:00:00;9.9777936376E+07;-1.8398854007E+08;-6.3154814743E+06;2.2153231130E+01;1.3717980290E+01;-2.5547819634E-01
2459692.375000;2022-Apr-22 21:00:00;9.9857678665E+07;-1.8393913831E+08;-6.3164006097E+06;2.2148039810E+01;1.3727442505E+01;-2.5515253771E-01
2459692.416667;2022-Apr-22 22:00:00;9.9937402258E+07;-1.8388970249E+08;-6.3173185725E+06;2.2142844010E+01;1.3736902845E+01;-2.5482679965E-01
2459692.458333;2022-Apr-22 23:00:00;1.0001710714E+08;-1.8384023261E+08;-6.3182353625E+06;2.2137643738E+01;1.3746361293E+01;-2.5450098753E-01
2459692.500000;2022-Apr-23 00:00:00;1.0009679329E+08;-1.8379072869E+08;-6.3191509795E+06;2.2132439011E+01;1.3755817843E+01;-2.5417510866E-01
2459692.541667;2022-Apr-23 01:00:00;1.0017646069E+08;-1.8374119073E+08;-6.3200654232E+06;2.2127229841E+01;1.3765272505E+01;-2.5384916831E-01
2459692.583333;2022-Apr-23 02:00:00;1.0025610934E+08;-1.8369161873E+08;-6.3209786935E+06;2.2122016233E+01;1.3774725291E+01;-2.5352316724E-01
2459692.625000;2022-Apr-23 03:00:00;1.0033573920E+08;-1.8364201271E+08;-6.3218907900E+06;2.2116798176E+01;1.3784176215E+01;-2.5319709975E-01
2459692.666667;2022-Apr-23 04:00:00;1.0041535028E+08;-1.8359237266E+08;-6.3228017125E+06;2.2111575654E+01;1.3793625276E+01;-2.5287095753E-01
2459692.708333;2022-Apr-23 05:00:00;1.0049494254E+08;-1.8354269861E+08;-6.3237114608E+06;2.2106348656E+01;1.3803072455E+01;-2.5254473583E-01
2459692.750000;2022-Apr-23 06:00:00;1.0057451598E+08;-1.8349299054E+08;-6.3246200345E+06;2.2101117183E+01;1.3812517734E+01;-2.5221843657E-01
2459692.791667;2022-Apr-23 07:00:00;1.0065407058E+08;-1.8344324848E+08;-6.3255274334E+06;2.2095881250E+01;1.3821961099E+01;-2.5189206634E-01
2459692.833333;2022-Apr-23 08:00:00;1.0073360632E+08;-1.8339347243E+08;-6.3264336573E+06;2.2090640870E+01;1.3831402549E+01;-2.5156563202E-01
2459692.875000;2022-Apr-23 09:00:00;1.0081312319E+08;-1.8334366238E+08;-6.3273387059E+06;2.2085396054E+01;1.3840842097E+01;-2.5123913768E-01
2459692.916667;2022-Apr-23 10:00:00;1.0089262117E+08;-1.8329381837E+08;-6.3282425790E+06;2.2080146802E+01;1.3850279757E+01;-2.5091258171E-01
2459692.958333;2022-Apr-23 11:00:00;1.0097210024E+08;-1.8324394037E+08;-6.3291452764E+06;2.2074893101E+01;1.3859715537E+01;-2.5058595698E-01
2459693.000000;2022-Apr-23 12:00:00;1.0105156039E+08;-1.8319402842E+08;-6.3300467978E+06;2.2069634934E+01;1.3869149430E+01;-2.5025925556E-01
2459693.041667;2022-Apr-23 13:00:00;1.0113100161E+08;-1.8314408250E+08;-6.3309471429E+06;2.2064372293E+01;1.3878581417E+01;-2.4993247504E-01
2459693.083333;2022-Apr-23 14:00:00;1.0121042387E+08;-1.8309410263E+08;-6.3318463115E+06;2.2059105187E+01;1.3888011479E+01;-2.4960561940E-01
2459693.125000;2022-Apr-23 15:00:00;1.0128982716E+08;-1.8304408882E+08;-6.3327443033E+06;2.2053833629E+01;1.3897439607E+01;-2.4927869571E-01
2459693.166667;2022-Apr-23 16:00:00;1.0136921147E+08;-1.8299404107E+08;-6.3336411181E+06;2.2048557633E+01;1.3906865805E+01;-2.4895171026E-01
2459693.208333;2022-Apr-23 17:00:00;1.0144857677E+08;-1.8294395939E+08;-6.3345367556E+06;2.2043277208E+01;1.3916290086E+01;-2.4862466535E-01
2459693.250000;2022-Apr-23 18:00:00;1.0152792306E+08;-1.8289384378E+08;-6.3354312156E+06;2.2037992347E+01;1.3925712465E+01;-2.4829755730E-01
2459693.291667;2022-Apr-23 19:00:00;1.0160725031E+08;-1.8284369426E+08;-6.3363244979E+06;2.2032703035E+01;1.3935132946E+01;-2.4797037789E-01
2459693.333333;2022-Apr-23 20:00:00;1.0168655851E+08;-1.8279351083E+08;-6.3372166022E+06;2.2027409258E+01;1.3944551514E+01;-2.4764312058E-01
2459693.375000;2022-Apr-23 21:00:00;1.0176584765E+08;-1.8274329349E+08;-6.3381075283E+06;2.2022111012E+01;1.3953968150E+01;-2.4731578542E-01
2459693.416667;2022-Apr-23 22:00:00;1.0184511771E+08;-1.8269304226E+08;-6.3389972758E+06;2.2016808310E+01;1.3963382838E+01;-2.4698837793E-01
2459693.458333;2022-Apr-23 23:00:00;1.0192436867E+08;-1.8264275714E+08;-6.3398858445E+06;2.2011501166E+01;1.3972795573E+01;-2.4666090531E-01
2459693.500000;2022-Apr-24 00:00:00;1.0200360051E+08;-1.8259243813E+08;-6.3407732342E+06;2.2006189593E+01;1.3982206364E+01;-2.4633337284E-01
2459693.541667;2022-Apr-24 01:00:00;1.0208281323E+08;-1.8254208525E+08;-6.3416594447E+06;2.2000873594E+01;1.3991615224E+01;-2.4600578088E-01
2459693.583333;2022-Apr-24 02:00:00;1.0216200679E+08;-1.8249169851E+08;-6.3425444758E+06;2.1995553160E+01;1.4001022166E+01;-2.4567812370E-01
2459693.625000;2022-Apr-24 03:00:00;1.0224118120E+08;-1.8244127790E+08;-6.3434283271E+06;2.1990228273E+01;1.4010427188E+01;-2.4535039293E-01
2459693.666667;2022-Apr-24 04:00:00;1.0232033643E+08;-1.8239082343E+08;-6.3443109985E+06;2.1984898923E+01;1.4019830273E+01;-2.4502258407E-01
2459693.708333;2022-Apr-24 05:00:00;1.0239947247E+08;-1.8234033512E+08;-6.3451924896E+06;2.1979565112E+01;1.4029231400E+01;-2.4469469933E-01
2459693.750000;2022-Apr-24 06:00:00;1.0247858930E+08;-1.8228981297E+08;-6.3460728003E+06;2.1974226855E+01;1.4038630556E+01;-2.4436674540E-01
2459693.791667;2022-Apr-24 07:00:00;1.0255768690E+08;-1.8223925698E+08;-6.3469519301E+06;2.1968884165E+01;1.4048027743E+01;-2.4403872909E-01
2459693.833333;2022-Apr-24 08:00:00;1.0263676526E+08;-1.8218866717E+08;-6.3478298790E+06;2.1963537054E+01;1.4057422972E+01;-2.4371065438E-01
2459693.875000;2022-Apr-24 09:00:00;1.0271582436E+08;-1.8213804354E+08;-6.3487066468E+06;2.1958185520E+01;1.4066816256E+01;-2.4338251935E-01
2459693.916667;2022-Apr-24 10:00:00;1.0279486419E+08;-1.8208738610E+08;-6.3495822331E+06;2.1952829550E+01;1.4076207606E+01;-2.4305431674E-01
2459693.958333;2022-Apr-24 11:00:00;1.0287388473E+08;-1.8203669485E+08;-6.3504566378E+06;2.1947469127E+01;1.4085597012E+01;-2.4272603891E-01
2459694.000000;2022-Apr-24 12:00:00;1.0295288596E+08;-1.8198596980E+08;-6.3513298605E+06;2.1942104245E+01;1.4094984454E+01;-2.4239768346E-01
2459694.041667;2022-Apr-24 13:00:00;1.0303186787E+08;-1.8193521096E+08;-6.3522019010E+06;2.1936734911E+01;1.4104369915E+01;-2.4206925478E-01
2459694.083333;2022-Apr-24 14:00:00;1.0311083045E+08;-1.8188441834E+08;-6.3530727590E+06;2.1931361140E+01;1.4113753386E+01;-2.4174075988E-01
2459694.125000;2022-Apr-24 15:00:00;1.0318977367E+08;-1.8183359194E+08;-6.3539424344E+06;2.1925982947E+01;1.4123134871E+01;-2.4141220501E-01
2459694.166667;2022-Apr-24 16:00:00;1.0326869752E+08;-1.8178273177E+08;-6.3548109268E+06;2.1920600338E+01;1.4132514385E+01;-2.4108359225E-01
2459694.208333;2022-Apr-24 17:00:00;1.0334760198E+08;-1.8173183784E+08;-6.3556782362E+06;2.1915213307E+01;1.4141891941E+01;-2.4075491762E-01
2459694.250000;2022-Apr-24 18:00:00;1.0342648705E+08;-1.8168091015E+08;-6.3565443622E+06;2.1909821838E+01;1.4151267542E+01;-2.4042617293E-01
2459694.291667;2022-Apr-24 19:00:00;1.0350535270E+08;-1.8162994872E+08;-6.3574093045E+06;2.1904425918E+01;1.4160641175E+01;-2.4009735178E-01
2459694.333333;2022-Apr-24 20:00:00;1.0358419891E+08;-1.8157895354E+08;-6.3582730630E+06;2.1899025545E+01;1.4170012819E+01;-2.3976845444E-01
2459694.375000;2022-Apr-24 21:00:00;1.0366302567E+08;-1.8152792463E+08;-6.3591356373E+06;2.1893620729E+01;1.4179382459E+01;-2.3943948659E-01
2459694.416667;2022-Apr-24 22:00:00;1.0374183297E+08;-1.8147686199E+08;-6.3599970272E+06;2.1888211486E+01;1.4188750090E+01;-2.3911045540E-01
2459694.458333;2022-Apr-24 23:00:00;1.0382062079E+08;-1.8142576563E+08;-6.3608572325E+06;2.1882797829E+01;1.4198115721E+01;-2.3878136598E-01
2459694.500000;2022-Apr-25 00:00:00;1.0389938911E+08;-1.8137463556E+08;-6.3617162530E+06;2.1877379760E+01;1.4207479367E+01;-2.3845221845E-01
2459694.541667;2022-Apr-25 01:00:00;1.0397813792E+08;-1.8132347178E+08;-6.3625740884E+06;2.1871957269E+01;1.4216841040E+01;-2.3812300692E-01
2459694.583333;2022-Apr-25 02:00:00;1.0405686720E+08;-1.8127227430E+08;-6.3634307386E+06;2.1866530340E+01;1.4226200736E+01;-2.3779372292E-01
2459694.625000;2022-Apr-25 03:00:00;1.0413557693E+08;-1.8122104313E+08;-6.3642862031E+06;2.1861098961E+01;1.4235558439E+01;-2.3746436228E-01
2459694.666667;2022-Apr-25 04:00:00;1.0421426711E+08;-1.8116977828E+08;-6.3651404819E+06;2.1855663137E+01;1.4244914126E+01;-2.3713492746E-01
2459694.708333;2022-Apr-25 05:00:00;1.0429293770E+08;-1.8111847976E+08;-6.3659935745E+06;2.1850222881E+01;1.4254267788E+01;-2.3680542511E-01
2459694.750000;2022-Apr-25 06:00:00;1.0437158871E+08;-1.8106714756E+08;-6.3668454809E+06;2.1844778207E+01;1.4263619425E+01;-2.3647586215E-01
2459694.791667;2022-Apr-25 07:00:00;1.0445022010E+08;-1.8101578170E+08;-6.3676962007E+06;2.1839329126E+01;1.4272969047E+01;-2.3614624215E-01
2459694.833333;2022-Apr-25 08:00:00;1.0452883187E+08;-1.8096438218E+08;-6.3685457337E+06;2.1833875637E+01;1.4282316671E+01;-2.3581656324E-01
2459694.875000;2022-Apr-25 09:00:00;1.0460742400E+08;-1.8091294902E+08;-6.3693940799E+06;2.1828417725E+01;1.4291662303E+01;-2.3548681783E-01
2459694.916667;2022-Apr-25 10:00:00;1.0468599647E+08;-1.8086148222E+08;-6.3702412387E+06;2.1822955375E+01;1.4301005935E+01;-2.3515699841E-01
2459694.958333;2022-Apr-25 11:00:00;1.0476454927E+08;-1.8080998178E+08;-6.3710872102E+06;2.1817488580E+01;1.4310347547E+01;-2.3482710303E-01
2459695.000000;2022-Apr-25 12:00:00;1.0484308239E+08;-1.8075844772E+08;-6.3719319938E+06;2.1812017348E+01;1.4319687121E+01;-2.3449713610E-01
2459695.041667;2022-Apr-25 13:00:00;1.0492159579E+08;-1.8070688004E+08;-6.3727755895E+06;2.1806541695E+01;1.4329024649E+01;-2.3416710480E-01
2459695.083333;2022-Apr-25 14:00:00;1.0500008948E+08;-1.8065527874E+08;-6.3736179969E+06;2.1801061634E+01;1.4338360135E+01;-2.3383701522E-01
2459695.125000;2022-Apr-25 15:00:00;1.0507856343E+08;-1.8060364384E+08;-6.3744592159E+06;2.1795577173E+01;1.4347693595E+01;-2.3350686927E-01
2459695.166667;2022-Apr-25 16:00:00;1.0515701763E+08;-1.8055197535E+08;-6.3752992463E+06;2.1790088304E+01;1.4357025041E+01;-2.3317666276E-01
2459695.208333;2022-Apr-25 17:00:00;1.0523545206E+08;-1.8050027327E+08;-6.3761380878E+06;2.1784595012E+01;1.4366354476E+01;-2.3284638748E-01
2459695.250000;2022-Apr-25 18:00:00;1.0531386671E+08;-1.8044853760E+08;-6.3769757402E+06;2.1779097283E+01;1.4375681886E+01;-2.3251603716E-01
2459695.291667;2022-Apr-25 19:00:00;1.0539226156E+08;-1.8039676836E+08;-6.3778122032E+06;2.1773595115E+01;1.4385007251E+01;-2.3218561243E-01
2459695.333333;2022-Apr-25 20:00:00;1.0547063659E+08;-1.8034496555E+08;-6.3786474765E+06;2.1768088522E+01;1.4394330554E+01;-2.3185511905E-01
2459695.375000;2022-Apr-25 21:00:00;1.0554899179E+08;-1.8029312918E+08;-6.3794815599E+06;2.1762577517E+01;1.4403651794E+01;-2.3152456422E-01
2459695.416667;2022-Apr-25 22:00:00;1.0562732714E+08;-1.8024125926E+08;-6.3803144533E+06;2.1757062113E+01;1.4412970978E+01;-2.3119395289E-01
2459695.458333;2022-Apr-25 23:00:00;1.0570564263E+08;-1.8018935579E+08;-6.3811461563E+06;2.1751542313E+01;1.4422288122E+01;-2.3086328489E-01
2459695.500000;2022-Apr-26 00:00:00;1.0578393824E+08;-1.8013741879E+08;-6.3819766689E+06;2.1746018106E+01;1.4431603237E+01;-2.3053255421E-01
2459695.541667;2022-Apr-26 01:00:00;1.0586221396E+08;-1.8008544825E+08;-6.3828059906E+06;2.1740489475E+01;1.4440916320E+01;-2.3020175244E-01
2459695.583333;2022-Apr-26 02:00:00;1.0594046976E+08;-1.8003344419E+08;-6.3836341214E+06;2.1734956409E+01;1.4450227351E+01;-2.2987087553E-01
2459695.625000;2022-Apr-26 03:00:00;1.0601870564E+08;-1.7998140662E+08;-6.3844610609E+06;2.1729418914E+01;1.4459536312E+01;-2.2953992622E-01
2459695.666667;2022-Apr-26 04:00:00;1.0609692157E+08;-1.7992933553E+08;-6.3852868088E+06;2.1723877002E+01;1.4468843191E+01;-2.2920891124E-01
2459695.708333;2022-Apr-26 05:00:00;1.0617511755E+08;-1.7987723095E+08;-6.3861113650E+06;2.1718330690E+01;1.4478147990E+01;-2.2887783737E-01
2459695.750000;2022-Apr-26 06:00:00;1.0625329355E+08;-1.7982509287E+08;-6.3869347292E+06;2.1712779986E+01;1.4487450719E+01;-2.2854670808E-01
2459695.791667;2022-Apr-26 07:00:00;1.0633144956E+08;-1.7977292131E+08;-6.3877569012E+06;2.1707224888E+01;1.4496751394E+01;-2.2821552113E-01
2459695.833333;2022-Apr-26 08:00:00;1.0640958556E+08;-1.7972071626E+08;-6.3885778808E+06;2.1701665382E+01;1.4506050022E+01;-2.2788426888E-01
2459695.875000;2022-Apr-26 09:00:00;1.0648770154E+08;-1.7966847775E+08;-6.3893976678E+06;2.1696101453E+01;1.4515346594E+01;-2.2755294391E-01
2459695.916667;2022-Apr-26 10:00:00;1.0656579749E+08;-1.7961620577E+08;-6.3902162619E+06;2.1690533094E+01;1.4524641089E+01;-2.2722154454E-01
2459695.958333;2022-Apr-26 11:00:00;1.0664387338E+08;-1.7956390034E+08;-6.3910336629E+06;2.1684960315E+01;1.4533933489E+01;-2.2689007531E-01
2459696.000000;2022-Apr-26 12:00:00;1.0672192919E+08;-1.7951156145E+08;-6.3918498704E+06;2.1679383131E+01;1.4543223788E+01;-2.2655854353E-01
2459696.041667;2022-Apr-26 13:00:00;1.0679996493E+08;-1.7945918913E+08;-6.3926648843E+06;2.1673801554E+01;1.4552511990E+01;-2.2622695503E-01
2459696.083333;2022-Apr-26 14:00:00;1.0687798056E+08;-1.7940678337E+08;-6.3934787044E+06;2.1668215593E+01;1.4561798110E+01;-2.2589531171E-01
2459696.125000;2022-Apr-26 15:00:00;1.0695597608E+08;-1.7935434418E+08;-6.3942913305E+06;2.1662625239E+01;1.4571082161E+01;-2.2556360899E-01
2459696.166667;2022-Apr-26 16:00:00;1.0703395146E+08;-1.7930187158E+08;-6.3951027623E+06;2.1657030477E+01;1.4580364145E+01;-2.2523183864E-01
2459696.208333;2022-Apr-26 17:00:00;1.0711190669E+08;-1.7924936556E+08;-6.3959129996E+06;2.1651431293E+01;1.4589644047E+01;-2.2489999480E-01
2459696.250000;2022-Apr-26 18:00:00;1.0718984176E+08;-1.7919682614E+08;-6.3967220422E+06;2.1645827688E+01;1.4598921846E+01;-2.2456807808E-01
2459696.291667;2022-Apr-26 19:00:00;1.0726775664E+08;-1.7914425333E+08;-6.3975298897E+06;2.1640219672E+01;1.4608197529E+01;-2.2423609461E-01
2459696.333333;2022-Apr-26 20:00:00;1.0734565133E+08;-1.7909164713E+08;-6.3983365420E+06;2.1634607261E+01;1.4617471091E+01;-2.2390405146E-01
2459696.375000;2022-Apr-26 21:00:00;1.0742352581E+08;-1.7903900754E+08;-6.3991419988E+06;2.1628990468E+01;1.4626742543E+01;-2.2357195351E-01
2459696.416667;2022-Apr-26 22:00:00;1.0750138006E+08;-1.7898633458E+08;-6.3999462600E+06;2.1623369294E+01;1.4636011899E+01;-2.2323980039E-01
2459696.458333;2022-Apr-26 23:00:00;1.0757921406E+08;-1.7893362826E+08;-6.4007493253E+06;2.1617743729E+01;1.4645279170E+01;-2.2290758582E-01
2459696.500000;2022-Apr-27 00:00:00;1.0765702781E+08;-1.7888088857E+08;-6.4015511945E+06;2.1612113755E+01;1.4654544352E+01;-2.2257530154E-01
2459696.541667;2022-Apr-27 01:00:00;1.0773482128E+08;-1.7882811554E+08;-6.4023518674E+06;2.1606479363E+01;1.4663807427E+01;-2.2224294373E-01
2459696.583333;2022-Apr-27 02:00:00;1.0781259446E+08;-1.7877530916E+08;-6.4031513436E+06;2.1600840558E+01;1.4673068375E+01;-2.2191051536E-01
2459696.625000;2022-Apr-27 03:00:00;1.0789034732E+08;-1.7872246945E+08;-6.4039496230E+06;2.1595197353E+01;1.4682327184E+01;-2.2157802326E-01
2459696.666667;2022-Apr-27 04:00:00;1.0796807987E+08;-1.7866959641E+08;-6.4047467053E+06;2.1589549765E+01;1.4691583858E+01;-2.2124547412E-01
2459696.708333;2022-Apr-27 05:00:00;1.0804579208E+08;-1.7861669005E+08;-6.4055425904E+06;2.1583897801E+01;1.4700838407E+01;-2.2091287121E-01
2459696.750000;2022-Apr-27 06:00:00;1.0812348393E+08;-1.7856375038E+08;-6.4063372779E+06;2.1578241460E+01;1.4710090846E+01;-2.2058021206E-01
2459696.791667;2022-Apr-27 07:00:00;1.0820115541E+08;-1.7851077740E+08;-6.4071307678E+06;2.1572580727E+01;1.4719341183E+01;-2.2024748897E-01
2459696.833333;2022-Apr-27 08:00:00;1.0827880651E+08;-1.7845777112E+08;-6.4079230598E+06;2.1566915586E+01;1.4728589408E+01;-2.1991469449E-01
2459696.875000;2022-Apr-27 09:00:00;1.0835643720E+08;-1.7840473156E+08;-6.4087141535E+06;2.1561246032E+01;1.4737835499E+01;-2.1958182732E-01
2459696.916667;2022-Apr-27 10:00:00;1.0843404747E+08;-1.7835165871E+08;-6.4095040489E+06;2.1555572075E+01;1.4747079439E+01;-2.1924889217E-01
2459696.958333;2022-Apr-27 11:00:00;1.0851163731E+08;-1.7829855259E+08;-6.4102927455E+06;2.1549893729E+01;1.4756321222E+01;-2.1891589624E-01
2459697.000000;2022-Apr-27 12:00:00;1.0858920670E+08;-1.7824541320E+08;-6.4110802432E+06;2.1544211009E+01;1.4765560854E+01;-2.1858284541E-01
2459697.041667;2022-Apr-27 13:00:00;1.0866675563E+08;-1.7819224055E+08;-6.4118665419E+06;2.1538523920E+01;1.4774798347E+01;-2.1824974112E-01
2459697.083333;2022-Apr-27 14:00:00;1.0874428407E+08;-1.7813903465E+08;-6.4126516413E+06;2.1532832455E+01;1.4784033717E+01;-2.1791657879E-01
2459697.125000;2022-Apr-27 15:00:00;1.0882179201E+08;-1.7808579551E+08;-6.4134355412E+06;2.1527136597E+01;1.4793266964E+01;-2.1758335000E-01
2459697.166667;2022-Apr-27 16:00:00;1.0889927945E+08;-1.7803252313E+08;-6.4142182413E+06;2.1521436334E+01;1.4802498073E+01;-2.1725004910E-01
2459697.208333;2022-Apr-27 17:00:00;1.0897674635E+08;-1.7797921753E+08;-6.4149997415E+06;2.1515731665E+01;1.4811727022E+01;-2.1691667703E-01
2459697.250000;2022-Apr-27 18:00:00;1.0905419271E+08;-1.7792587870E+08;-6.4157800413E+06;2.1510022604E+01;1.4820953799E+01;-2.1658323999E-01
2459697.291667;2022-Apr-27 19:00:00;1.0913161851E+08;-1.7787250666E+08;-6.4165591407E+06;2.1504309165E+01;1.4830178400E+01;-2.1624974500E-01
2459697.333333;2022-Apr-27 20:00:00;1.0920902373E+08;-1.7781910142E+08;-6.4173370394E+06;2.1498591361E+01;1.4839400835E+01;-2.1591619686E-01
2459697.375000;2022-Apr-27 21:00:00;1.0928640836E+08;-1.7776566298E+08;-6.4181137373E+06;2.1492869192E+01;1.4848621119E+01;-2.1558259489E-01
2459697.416667;2022-Apr-27 22:00:00;1.0936377238E+08;-1.7771219135E+08;-6.4188892341E+06;2.1487142648E+01;1.4857839262E+01;-2.1524893267E-01
2459697.458333;2022-Apr-27 23:00:00;1.0944111578E+08;-1.7765868654E+08;-6.4196635295E+06;2.1481411711E+01;1.4867055260E+01;-2.1491520209E-01
2459697.500000;2022-Apr-28 00:00:00;1.0951843854E+08;-1.7760514855E+08;-6.4204366234E+06;2.1475676373E+01;1.4876269094E+01;-2.1458139943E-01
