T;t;x;y;z;vx;vy;vz
2459580.500000;2022-Jan-01 00:00:00;-1.3095118001E+08;-1.8931278522E+08;-7.7143225636E+05;2.0909944709E+01;-1.1605035874E+01;-7.5571817928E-01
2459580.541667;2022-Jan-01 01:00:00;-1.3087589503E+08;-1.8935454991E+08;-7.7415278530E+05;2.0915044054E+01;-1.1597569325E+01;-7.5568676573E-01
2459580.583333;2022-Jan-01 02:00:00;-1.3080059170E+08;-1.8939628771E+08;-7.7687320095E+05;2.0920140980E+01;-1.1590100374E+01;-7.5565524852E-01
2459580.625000;2022-Jan-01 03:00:00;-1.3072527002E+08;-1.8943799863E+08;-7.7959350297E+05;2.0925235497E+01;-1.1582629005E+01;-7.5562363105E-01
2459580.666667;2022-Jan-01 04:00:00;-1.3064993000E+08;-1.8947968264E+08;-7.8231369097E+05;2.0930327597E+01;-1.1575155200E+01;-7.5559190999E-01
2459580.708333;2022-Jan-01 05:00:00;-1.3057457166E+08;-1.8952133974E+08;-7.8503376458E+05;2.0935417266E+01;-1.1567678953E+01;-7.5556007710E-01
2459580.750000;2022-Jan-01 06:00:00;-1.3049919500E+08;-1.8956296992E+08;-7.8775372338E+05;2.0940504484E+01;-1.1560200271E+01;-7.5552812537E-01
2459580.791667;2022-Jan-01 07:00:00;-1.3042380003E+08;-1.8960457318E+08;-7.9047356694E+05;2.0945589248E+01;-1.1552719173E+01;-7.5549605392E-01
2459580.833333;2022-Jan-01 08:00:00;-1.3034838676E+08;-1.8964614950E+08;-7.9319329483E+05;2.0950671562E+01;-1.1545235674E+01;-7.5546386697E-01
2459580.875000;2022-Jan-01 09:00:00;-1.3027295520E+08;-1.8968769887E+08;-7.9591290665E+05;2.0955751438E+01;-1.1537749780E+01;-7.5543157169E-01
2459580.916667;2022-Jan-01 10:00:00;-1.3019750536E+08;-1.8972922130E+08;-7.9863240203E+05;2.0960828891E+01;-1.1530261482E+01;-7.5539917432E-01
2459580.958333;2022-Jan-01 11:00:00;-1.3012203724E+08;-1.8977071675E+08;-8.0135178059E+05;2.0965903924E+01;-1.1522770766E+01;-7.5536667614E-01
2459581.000000;2022-Jan-01 12:00:00;-1.3004655085E+08;-1.8981218524E+08;-8.0407104197E+05;2.0970976527E+01;-1.1515277613E+01;-7.5533407166E-01
2459581.041667;2022-Jan-01 13:00:00;-1.2997104621E+08;-1.8985362675E+08;-8.0679018577E+05;2.0976046681E+01;-1.1507782024E+01;-7.5530135220E-01
2459581.083333;2022-Jan-01 14:00:00;-1.2989552332E+08;-1.8989504127E+08;-8.0950921156E+05;2.0981114373E+01;-1.1500284011E+01;-7.5526851277E-01
2459581.125000;2022-Jan-01 15:00:00;-1.2981998219E+08;-1.8993642879E+08;-8.1222811892E+05;2.0986179601E+01;-1.1492783592E+01;-7.5523555443E-01
2459581.166667;2022-Jan-01 16:00:00;-1.2974442283E+08;-1.8997778931E+08;-8.1494690742E+05;2.0991242373E+01;-1.1485280779E+01;-7.5520248281E-01
2459581.208333;2022-Jan-01 17:00:00;-1.2966884525E+08;-1.9001912281E+08;-8.1766557666E+05;2.0996302704E+01;-1.1477775575E+01;-7.5516930518E-01
2459581.250000;2022-Jan-01 18:00:00;-1.2959324945E+08;-1.9006042929E+08;-8.2038412629E+05;2.1001360604E+01;-1.1470267967E+01;-7.5513602658E-01
2459581.291667;2022-Jan-01 19:00:00;-1.2951763545E+08;-1.9010170874E+08;-8.2310255593E+05;2.1006416074E+01;-1.1462757937E+01;-7.5510264592E-01
2459581.333333;2022-Jan-01 20:00:00;-1.2944200326E+08;-1.9014296114E+08;-8.2582086521E+05;2.1011469098E+01;-1.1455245474E+01;-7.5506915579E-01
2459581.375000;2022-Jan-01 21:00:00;-1.2936635288E+08;-1.9018418650E+08;-8.2853905371E+05;2.1016519658E+01;-1.1447730582E+01;-7.5503554830E-01
2459581.416667;2022-Jan-01 22:00:00;-1.2929068432E+08;-1.9022538480E+08;-8.3125712101E+05;2.1021567744E+01;-1.1440213276E+01;-7.5500182046E-01
2459581.458333;2022-Jan-01 23:00:00;-1.2921499759E+08;-1.9026655603E+08;-8.3397506668E+05;2.1026613360E+01;-1.1432693574E+01;-7.5496797519E-01
2459581.500000;2022-Jan-02 00:00:00;-1.2913929271E+08;-1.9030770019E+08;-8.3669289030E+05;2.1031656515E+01;-1.1425171484E+01;-7.5493401912E-01
2459581.541667;2022-Jan-02 01:00:00;-1.2906356967E+08;-1.9034881727E+08;-8.3941059149E+05;2.1036697224E+01;-1.1417647005E+01;-7.5489995912E-01
2459581.583333;2022-Jan-02 02:00:00;-1.2898782849E+08;-1.9038990725E+08;-8.4212816989E+05;2.1041735495E+01;-1.1410120120E+01;-7.5486579862E-01
2459581.625000;2022-Jan-02 03:00:00;-1.2891206918E+08;-1.9043097013E+08;-8.4484562512E+05;2.1046771322E+01;-1.1402590812E+01;-7.5483153384E-01
2459581.666667;2022-Jan-02 04:00:00;-1.2883629174E+08;-1.9047200590E+08;-8.4756295680E+05;2.1051804687E+01;-1.1395059074E+01;-7.5479715649E-01
2459581.708333;2022-Jan-02 05:00:00;-1.2876049619E+08;-1.9051301455E+08;-8.5028016450E+05;2.1056835574E+01;-1.1387524916E+01;-7.5476265992E-01
2459581.750000;2022-Jan-02 06:00:00;-1.2868468253E+08;-1.9055399608E+08;-8.5299724780E+05;2.1061863978E+01;-1.1379988355E+01;-7.5472804324E-01
2459581.791667;2022-Jan-02 07:00:00;-1.2860885077E+08;-1.9059495046E+08;-8.5571420627E+05;2.1066889904E+01;-1.1372449407E+01;-7.5469331105E-01
2459581.833333;2022-Jan-02 08:00:00;-1.2853300092E+08;-1.9063587771E+08;-8.5843103951E+05;2.1071913366E+01;-1.1364908075E+01;-7.5465847038E-01
2459581.875000;2022-Jan-02 09:00:00;-1.2845713299E+08;-1.9067677780E+08;-8.6114774714E+05;2.1076934376E+01;-1.1357364353E+01;-7.5462352746E-01
2459581.916667;2022-Jan-02 10:00:00;-1.2838124700E+08;-1.9071765073E+08;-8.6386432879E+05;2.1081952938E+01;-1.1349818224E+01;-7.5458848329E-01
2459581.958333;2022-Jan-02 11:00:00;-1.2830534294E+08;-1.9075849649E+08;-8.6658078409E+05;2.1086969041E+01;-1.1342269672E+01;-7.5455333207E-01
2459582.000000;2022-Jan-02 12:00:00;-1.2822942082E+08;-1.9079931507E+08;-8.6929711264E+05;2.1091982666E+01;-1.1334718696E+01;-7.5451806521E-01
2459582.041667;2022-Jan-02 13:00:00;-1.2815348066E+08;-1.9084010646E+08;-8.7201331401E+05;2.1096993801E+01;-1.1327165310E+01;-7.5448267791E-01
2459582.083333;2022-Jan-02 14:00:00;-1.2807752247E+08;-1.9088087065E+08;-8.7472938778E+05;2.1102002443E+01;-1.1319609531E+01;-7.5444717139E-01
2459582.125000;2022-Jan-02 15:00:00;-1.2800154625E+08;-1.9092160764E+08;-8.7744533351E+05;2.1107008602E+01;-1.1312051371E+01;-7.5441155145E-01
2459582.166667;2022-Jan-02 16:00:00;-1.2792555201E+08;-1.9096231742E+08;-8.8016115082E+05;2.1112012292E+01;-1.1304490833E+01;-7.5437582531E-01
2459582.208333;2022-Jan-02 17:00:00;-1.2784953976E+08;-1.9100299998E+08;-8.8287683933E+05;2.1117013523E+01;-1.1296927903E+01;-7.5433999778E-01
2459582.250000;2022-Jan-02 18:00:00;-1.2777350952E+08;-1.9104365530E+08;-8.8559239868E+05;2.1122012295E+01;-1.1289362564E+01;-7.5430406757E-01
2459582.291667;2022-Jan-02 19:00:00;-1.2769746128E+08;-1.9108428338E+08;-8.8830782849E+05;2.1127008592E+01;-1.1281794804E+01;-7.5426802708E-01
2459582.333333;2022-Jan-02 20:00:00;-1.2762139506E+08;-1.9112488422E+08;-8.9102312834E+05;2.1132002396E+01;-1.1274224629E+01;-7.5423186846E-01
2459582.375000;2022-Jan-02 21:00:00;-1.2754531086E+08;-1.9116545780E+08;-8.9373829780E+05;2.1136993698E+01;-1.1266652054E+01;-7.5419558904E-01
2459582.416667;2022-Jan-02 22:00:00;-1.2746920871E+08;-1.9120600411E+08;-8.9645333644E+05;2.1141982500E+01;-1.1259077096E+01;-7.5415919190E-01
2459582.458333;2022-Jan-02 23:00:00;-1.2739308859E+08;-1.9124652315E+08;-8.9916824384E+05;2.1146968814E+01;-1.1251499764E+01;-7.5412268373E-01
2459582.500000;2022-Jan-03 00:00:00;-1.2731695053E+08;-1.9128701491E+08;-9.0188301963E+05;2.1151952654E+01;-1.1243920055E+01;-7.5408607144E-01
2459582.541667;2022-Jan-03 01:00:00;-1.2724079454E+08;-1.9132747937E+08;-9.0459766344E+05;2.1156934028E+01;-1.1236337953E+01;-7.5404935805E-01
2459582.583333;2022-Jan-03 02:00:00;-1.2716462061E+08;-1.9136791654E+08;-9.0731217489E+05;2.1161912928E+01;-1.1228753441E+01;-7.5401253973E-01
2459582.625000;2022-Jan-03 03:00:00;-1.2708842877E+08;-1.9140832639E+08;-9.1002655359E+05;2.1166889338E+01;-1.1221166512E+01;-7.5397560805E-01
2459582.666667;2022-Jan-03 04:00:00;-1.2701221901E+08;-1.9144870893E+08;-9.1274079912E+05;2.1171863241E+01;-1.1213577178E+01;-7.5393855654E-01
2459582.708333;2022-Jan-03 05:00:00;-1.2693599135E+08;-1.9148906415E+08;-9.1545491105E+05;2.1176834632E+01;-1.1205985454E+01;-7.5390138463E-01
2459582.750000;2022-Jan-03 06:00:00;-1.2685974580E+08;-1.9152939203E+08;-9.1816888895E+05;2.1181803518E+01;-1.1198391356E+01;-7.5386409705E-01
2459582.791667;2022-Jan-03 07:00:00;-1.2678348237E+08;-1.9156969256E+08;-9.2088273242E+05;2.1186769911E+01;-1.1190794889E+01;-7.5382670086E-01
2459582.833333;2022-Jan-03 08:00:00;-1.2670720106E+08;-1.9160996575E+08;-9.2359644107E+05;2.1191733825E+01;-1.1183196045E+01;-7.5378920227E-01
2459582.875000;2022-Jan-03 09:00:00;-1.2663090189E+08;-1.9165021157E+08;-9.2631001455E+05;2.1196695262E+01;-1.1175594806E+01;-7.5375160191E-01
2459582.916667;2022-Jan-03 10:00:00;-1.2655458486E+08;-1.9169043003E+08;-9.2902345248E+05;2.1201654211E+01;-1.1167991157E+01;-7.5371389380E-01
2459582.958333;2022-Jan-03 11:00:00;-1.2647824998E+08;-1.9173062110E+08;-9.3173675445E+05;2.1206610654E+01;-1.1160385098E+01;-7.5367606953E-01
2459583.000000;2022-Jan-03 12:00:00;-1.2640189727E+08;-1.9177078480E+08;-9.3444992003E+05;2.1211564578E+01;-1.1152776643E+01;-7.5363812428E-01
2459583.041667;2022-Jan-03 13:00:00;-1.2632552672E+08;-1.9181092109E+08;-9.3716294880E+05;2.1216515981E+01;-1.1145165809E+01;-7.5360005973E-01
2459583.083333;2022-Jan-03 14:00:00;-1.2624913836E+08;-1.9185102999E+08;-9.3987584033E+05;2.1221464874E+01;-1.1137552609E+01;-7.5356188161E-01
2459583.125000;2022-Jan-03 15:00:00;-1.2617273218E+08;-1.9189111147E+08;-9.4258859422E+05;2.1226411269E+01;-1.1129937042E+01;-7.5352359723E-01
2459583.166667;2022-Jan-03 16:00:00;-1.2609630820E+08;-1.9193116553E+08;-9.4530121011E+05;2.1231355178E+01;-1.1122319096E+01;-7.5348521122E-01
2459583.208333;2022-Jan-03 17:00:00;-1.2601986642E+08;-1.9197119216E+08;-9.4801368762E+05;2.1236296599E+01;-1.1114698754E+01;-7.5344672186E-01
2459583.250000;2022-Jan-03 18:00:00;-1.2594340687E+08;-1.9201119136E+08;-9.5072602637E+05;2.1241235516E+01;-1.1107076005E+01;-7.5340812157E-01
2459583.291667;2022-Jan-03 19:00:00;-1.2586692953E+08;-1.9205116311E+08;-9.5343822595E+05;2.1246171911E+01;-1.1099450853E+01;-7.5336940254E-01
2459583.333333;2022-Jan-03 20:00:00;-1.2579043443E+08;-1.9209110740E+08;-9.5615028592E+05;2.1251105775E+01;-1.1091823316E+01;-7.5333056229E-01
2459583.375000;2022-Jan-03 21:00:00;-1.2571392157E+08;-1.9213102423E+08;-9.5886220586E+05;2.1256037112E+01;-1.1084193410E+01;-7.5329160412E-01
2459583.416667;2022-Jan-03 22:00:00;-1.2563739097E+08;-1.9217091359E+08;-9.6157398534E+05;2.1260965933E+01;-1.1076561144E+01;-7.5325253477E-01
2459583.458333;2022-Jan-03 23:00:00;-1.2556084262E+08;-1.9221077547E+08;-9.6428562398E+05;2.1265892252E+01;-1.1068926513E+01;-7.5321336102E-01
2459583.500000;2022-Jan-04 00:00:00;-1.2548427655E+08;-1.9225060986E+08;-9.6699712142E+05;2.1270816076E+01;-1.1061289502E+01;-7.5317408572E-01
2459583.541667;2022-Jan-04 01:00:00;-1.2540769275E+08;-1.9229041675E+08;-9.6970847727E+05;2.1275737397E+01;-1.1053650093E+01;-7.5313470475E-01
2459583.583333;2022-Jan-04 02:00:00;-1.2533109124E+08;-1.9233019614E+08;-9.7241969115E+05;2.1280656199E+01;-1.1046008282E+01;-7.5309520957E-01
2459583.625000;2022-Jan-04 03:00:00;-1.2525447203E+08;-1.9236994801E+08;-9.7513076264E+05;2.1285572465E+01;-1.1038364079E+01;-7.5305559396E-01
2459583.666667;2022-Jan-04 04:00:00;-1.2517783512E+08;-1.9240967236E+08;-9.7784169128E+05;2.1290486191E+01;-1.1030717501E+01;-7.5301585758E-01
2459583.708333;2022-Jan-04 05:00:00;-1.2510118053E+08;-1.9244936917E+08;-9.8055247667E+05;2.1295397383E+01;-1.1023068563E+01;-7.5297600525E-01
2459583.750000;2022-Jan-04 06:00:00;-1.2502450826E+08;-1.9248903845E+08;-9.8326311839E+05;2.1300306054E+01;-1.1015417269E+01;-7.5293604419E-01
2459583.791667;2022-Jan-04 07:00:00;-1.2494781833E+08;-1.9252868017E+08;-9.8597361607E+05;2.1305212218E+01;-1.1007763612E+01;-7.5289598026E-01
2459583.833333;2022-Jan-04 08:00:00;-1.2487111074E+08;-1.9256829434E+08;-9.8868396933E+05;2.1310115877E+01;-1.1000107572E+01;-7.5285581414E-01
2459583.875000;2022-Jan-04 09:00:00;-1.2479438550E+08;-1.9260788094E+08;-9.9139417780E+05;2.1315017018E+01;-1.0992449136E+01;-7.5281553946E-01
2459583.916667;2022-Jan-04 10:00:00;-1.2471764262E+08;-1.9264743997E+08;-9.9410424107E+05;2.1319915624E+01;-1.0984788304E+01;-7.5277514784E-01
2459583.958333;2022-Jan-04 11:00:00;-1.2464088211E+08;-1.9268697142E+08;-9.9681415872E+05;2.1324811682E+01;-1.0977125090E+01;-7.5273463488E-01
2459584.000000;2022-Jan-04 12:00:00;-1.2456410398E+08;-1.9272647527E+08;-9.9952393030E+05;2.1329705192E+01;-1.0969459513E+01;-7.5269400231E-01
2459584.041667;2022-Jan-04 13:00:00;-1.2448730823E+08;-1.9276595152E+08;-1.0022335554E+06;2.1334596163E+01;-1.0961791582E+01;-7.5265325611E-01
2459584.083333;2022-Jan-04 14:00:00;-1.2441049489E+08;-1.9280540017E+08;-1.0049430336E+06;2.1339484609E+01;-1.0954121300E+01;-7.5261240352E-01
2459584.125000;2022-Jan-04 15:00:00;-1.2433366395E+08;-1.9284482119E+08;-1.0076523646E+06;2.1344370540E+01;-1.0946448652E+01;-7.5257144899E-01
2459584.166667;2022-Jan-04 16:00:00;-1.2425681542E+08;-1.9288421459E+08;-1.0103615479E+06;2.1349253954E+01;-1.0938773620E+01;-7.5253039057E-01
2459584.208333;2022-Jan-04 17:00:00;-1.2417994932E+08;-1.9292358036E+08;-1.0130705833E+06;2.1354134835E+01;-1.0931096195E+01;-7.5248922058E-01
2459584.250000;2022-Jan-04 18:00:00;-1.2410306565E+08;-1.9296291848E+08;-1.0157794702E+06;2.1359013166E+01;-1.0923416382E+01;-7.5244793122E-01
2459584.291667;2022-Jan-04 19:00:00;-1.2402616443E+08;-1.9300222896E+08;-1.0184882082E+06;2.1363888938E+01;-1.0915734198E+01;-7.5240652040E-01
2459584.333333;2022-Jan-04 20:00:00;-1.2394924566E+08;-1.9304151177E+08;-1.0211967970E+06;2.1368762154E+01;-1.0908049659E+01;-7.5236499150E-01
2459584.375000;2022-Jan-04 21:00:00;-1.2387230935E+08;-1.9308076691E+08;-1.0239052360E+06;2.1373632827E+01;-1.0900362774E+01;-7.5232335137E-01
2459584.416667;2022-Jan-04 22:00:00;-1.2379535550E+08;-1.9311999438E+08;-1.0266135250E+06;2.1378500970E+01;-1.0892673537E+01;-7.5228160674E-01
2459584.458333;2022-Jan-04 23:00:00;-1.2371838414E+08;-1.9315919416E+08;-1.0293216635E+06;2.1383366589E+01;-1.0884981934E+01;-7.5223976010E-01
2459584.500000;2022-Jan-05 00:00:00;-1.2364139527E+08;-1.9319836624E+08;-1.0320296511E+06;2.1388229677E+01;-1.0877287947E+01;-7.5219780719E-01
2459584.541667;2022-Jan-05 01:00:00;-1.2356438889E+08;-1.9323751063E+08;-1.0347374875E+06;2.1393090217E+01;-1.0869591570E+01;-7.5215573939E-01
2459584.583333;2022-Jan-05 02:00:00;-1.2348736502E+08;-1.9327662730E+08;-1.0374451723E+06;2.1397948191E+01;-1.0861892816E+01;-7.5211355059E-01
2459584.625000;2022-Jan-05 03:00:00;-1.2341032367E+08;-1.9331571625E+08;-1.0401527050E+06;2.1402803597E+01;-1.0854191702E+01;-7.5207124072E-01
2459584.666667;2022-Jan-05 04:00:00;-1.2333326484E+08;-1.9335477748E+08;-1.0428600851E+06;2.1407656442E+01;-1.0846488241E+01;-7.5202881473E-01
2459584.708333;2022-Jan-05 05:00:00;-1.2325618854E+08;-1.9339381097E+08;-1.0455673123E+06;2.1412506738E+01;-1.0838782439E+01;-7.5198627983E-01
2459584.750000;2022-Jan-05 06:00:00;-1.2317909479E+08;-1.9343281671E+08;-1.0482743862E+06;2.1417354498E+01;-1.0831074286E+01;-7.5194364179E-01
2459584.791667;2022-Jan-05 07:00:00;-1.2310198359E+08;-1.9347179470E+08;-1.0509813064E+06;2.1422199724E+01;-1.0823363764E+01;-7.5190090089E-01
2459584.833333;2022-Jan-05 08:00:00;-1.2302485496E+08;-1.9351074492E+08;-1.0536880725E+06;2.1427042403E+01;-1.0815650860E+01;-7.5185805066E-01
2459584.875000;2022-Jan-05 09:00:00;-1.2294770889E+08;-1.9354966738E+08;-1.0563946842E+06;2.1431882518E+01;-1.0807935574E+01;-7.5181508275E-01
2459584.916667;2022-Jan-05 10:00:00;-1.2287054541E+08;-1.9358856206E+08;-1.0591011410E+06;2.1436720056E+01;-1.0800217920E+01;-7.5177199299E-01
2459584.958333;2022-Jan-05 11:00:00;-1.2279336451E+08;-1.9362742895E+08;-1.0618074424E+06;2.1441555017E+01;-1.0792497918E+01;-7.5172878327E-01
2459585.000000;2022-Jan-05 12:00:00;-1.2271616621E+08;-1.9366626804E+08;-1.0645135881E+06;2.1446387412E+01;-1.0784775577E+01;-7.5168545979E-01
2459585.041667;2022-Jan-05 13:00:00;-1.2263895052E+08;-1.9370507933E+08;-1.0672195776E+06;2.1451217253E+01;-1.0777050897E+01;-7.5164202961E-01
2459585.083333;2022-Jan-05 14:00:00;-1.2256171745E+08;-1.9374386280E+08;-1.0699254106E+06;2.1456044551E+01;-1.0769323866E+01;-7.5159849721E-01
2459585.125000;2022-Jan-05 15:00:00;-1.2248446701E+08;-1.9378261846E+08;-1.0726310867E+06;2.1460869303E+01;-1.0761594465E+01;-7.5155486021E-01
2459585.166667;2022-Jan-05 16:00:00;-1.2240719920E+08;-1.9382134628E+08;-1.0753366054E+06;2.1465691493E+01;-1.0753862684E+01;-7.5151111081E-01
2459585.208333;2022-Jan-05 17:00:00;-1.2232991403E+08;-1.9386004627E+08;-1.0780419665E+06;2.1470511104E+01;-1.0746128531E+01;-7.5146724158E-01
2459585.250000;2022-Jan-05 18:00:00;-1.2225261152E+08;-1.9389871840E+08;-1.0807471694E+06;2.1475328126E+01;-1.0738392021E+01;-7.5142325038E-01
2459585.291667;2022-Jan-05 19:00:00;-1.2217529167E+08;-1.9393736269E+08;-1.0834522138E+06;2.1480142566E+01;-1.0730653172E+01;-7.5137914106E-01
2459585.333333;2022-Jan-05 20:00:00;-1.2209795450E+08;-1.9397597910E+08;-1.0861570991E+06;2.1484954433E+01;-1.0722911991E+01;-7.5133492034E-01
2459585.375000;2022-Jan-05 21:00:00;-1.2202060000E+08;-1.9401456765E+08;-1.0888618251E+06;2.1489763743E+01;-1.0715168472E+01;-7.5129059500E-01
2459585.416667;2022-Jan-05 22:00:00;-1.2194322820E+08;-1.9405312831E+08;-1.0915663913E+06;2.1494570501E+01;-1.0707422600E+01;-7.5124616730E-01
2459585.458333;2022-Jan-05 23:00:00;-1.2186583910E+08;-1.9409166109E+08;-1.0942707974E+06;2.1499374699E+01;-1.0699674358E+01;-7.5120163265E-01
2459585.500000;2022-Jan-06 00:00:00;-1.2178843271E+08;-1.9413016597E+08;-1.0969750429E+06;2.1504176319E+01;-1.0691923741E+01;-7.5115698249E-01
2459585.541667;2022-Jan-06 01:00:00;-1.2171100903E+08;-1.9416864294E+08;-1.0996791275E+06;2.1508975345E+01;-1.0684170761E+01;-7.5111221090E-01
2459585.583333;2022-Jan-06 02:00:00;-1.2163356809E+08;-1.9420709199E+08;-1.1023830507E+06;2.1513771775E+01;-1.0676415437E+01;-7.5106731801E-01
2459585.625000;2022-Jan-06 03:00:00;-1.2155610988E+08;-1.9424551313E+08;-1.1050868120E+06;2.1518565615E+01;-1.0668657781E+01;-7.5102230894E-01
2459585.666667;2022-Jan-06 04:00:00;-1.2147863442E+08;-1.9428390633E+08;-1.1077904112E+06;2.1523356879E+01;-1.0660897797E+01;-7.5097719090E-01
2459585.708333;2022-Jan-06 05:00:00;-1.2140114171E+08;-1.9432227159E+08;-1.1104938477E+06;2.1528145579E+01;-1.0653135475E+01;-7.5093196946E-01
2459585.750000;2022-Jan-06 06:00:00;-1.2132363177E+08;-1.9436060890E+08;-1.1131971212E+06;2.1532931716E+01;-1.0645370799E+01;-7.5088664471E-01
2459585.791667;2022-Jan-06 07:00:00;-1.2124610461E+08;-1.9439891825E+08;-1.1159002314E+06;2.1537715278E+01;-1.0637603754E+01;-7.5084120995E-01
2459585.833333;2022-Jan-06 08:00:00;-1.2116856023E+08;-1.9443719964E+08;-1.1186031778E+06;2.1542496246E+01;-1.0629834342E+01;-7.5079565680E-01
2459585.875000;2022-Jan-06 09:00:00;-1.2109099864E+08;-1.9447545306E+08;-1.1213059600E+06;2.1547274608E+01;-1.0622062577E+01;-7.5074998138E-01
2459585.916667;2022-Jan-06 10:00:00;-1.2101341985E+08;-1.9451367849E+08;-1.1240085775E+06;2.1552050365E+01;-1.0614288478E+01;-7.5070418579E-01
2459585.958333;2022-Jan-06 11:00:00;-1.2093582388E+08;-1.9455187593E+08;-1.1267110300E+06;2.1556823527E+01;-1.0606512056E+01;-7.5065827624E-01
2459586.000000;2022-Jan-06 12:00:00;-1.2085821072E+08;-1.9459004537E+08;-1.1294133170E+06;2.1561594109E+01;-1.0598733308E+01;-7.5061225987E-01
2459586.041667;2022-Jan-06 13:00:00;-1.2078058040E+08;-1.9462818681E+08;-1.1321154381E+06;2.1566362118E+01;-1.0590952223E+01;-7.5056614074E-01
2459586.083333;2022-Jan-06 14:00:00;-1.2070293292E+08;-1.9466630023E+08;-1.1348173931E+06;2.1571127552E+01;-1.0583168781E+01;-7.5051991643E-01
2459586.125000;2022-Jan-06 15:00:00;-1.2062526829E+08;-1.9470438562E+08;-1.1375191814E+06;2.1575890395E+01;-1.0575382974E+01;-7.5047357888E-01
2459586.166667;2022-Jan-06 16:00:00;-1.2054758651E+08;-1.9474244298E+08;-1.1402208027E+06;2.1580650629E+01;-1.0567594809E+01;-7.5042712079E-01
2459586.208333;2022-Jan-06 17:00:00;-1.2046988761E+08;-1.9478047230E+08;-1.1429222565E+06;2.1585408247E+01;-1.0559804304E+01;-7.5038054038E-01
2459586.250000;2022-Jan-06 18:00:00;-1.2039217158E+08;-1.9481847357E+08;-1.1456235424E+06;2.1590163253E+01;-1.0552011474E+01;-7.5033384157E-01
2459586.291667;2022-Jan-06 19:00:00;-1.2031443843E+08;-1.9485644678E+08;-1.1483246600E+06;2.1594915659E+01;-1.0544216326E+01;-7.5028703121E-01
2459586.333333;2022-Jan-06 20:00:00;-1.2023668819E+08;-1.9489439193E+08;-1.1510256089E+06;2.1599665479E+01;-1.0536418855E+01;-7.5024011599E-01
2459586.375000;2022-Jan-06 21:00:00;-1.2015892085E+08;-1.9493230899E+08;-1.1537263887E+06;2.1604412719E+01;-1.0528619045E+01;-7.5019309790E-01
2459586.416667;2022-Jan-06 22:00:00;-1.2008113642E+08;-1.9497019798E+08;-1.1564269991E+06;2.1609157369E+01;-1.0520816879E+01;-7.5014597212E-01
2459586.458333;2022-Jan-06 23:00:00;-1.2000333492E+08;-1.9500805887E+08;-1.1591274396E+06;2.1613899412E+01;-1.0513012354E+01;-7.5009873020E-01
2459586.500000;2022-Jan-07 00:00:00;-1.1992551635E+08;-1.9504589167E+08;-1.1618277098E+06;2.1618638833E+01;-1.0505205480E+01;-7.5005136624E-01
2459586.541667;2022-Jan-07 01:00:00;-1.1984768072E+08;-1.9508369635E+08;-1.1645278093E+06;2.1623375628E+01;-1.0497396278E+01;-7.5000388080E-01
2459586.583333;2022-Jan-07 02:00:00;-1.1976982804E+08;-1.9512147292E+08;-1.1672277376E+06;2.1628109806E+01;-1.0489584759E+01;-7.4995627901E-01
2459586.625000;2022-Jan-07 03:00:00;-1.1969195833E+08;-1.9515922136E+08;-1.1699274944E+06;2.1632841379E+01;-1.0481770927E+01;-7.4990856821E-01
2459586.666667;2022-Jan-07 04:00:00;-1.1961407159E+08;-1.9519694166E+08;-1.1726270792E+06;2.1637570361E+01;-1.0473954772E+01;-7.4986075383E-01
2459586.708333;2022-Jan-07 05:00:00;-1.1953616783E+08;-1.9523463383E+08;-1.1753264917E+06;2.1642296751E+01;-1.0466136276E+01;-7.4981283558E-01
2459586.750000;2022-Jan-07 06:00:00;-1.1945824706E+08;-1.9527229784E+08;-1.1780257315E+06;2.1647020536E+01;-1.0458315425E+01;-7.4976480673E-01
2459586.791667;2022-Jan-07 07:00:00;-1.1938030928E+08;-1.9530993370E+08;-1.1807247981E+06;2.1651741699E+01;-1.0450492223E+01;-7.4971665893E-01
2459586.833333;2022-Jan-07 08:00:00;-1.1930235452E+08;-1.9534754138E+08;-1.1834236913E+06;2.1656460227E+01;-1.0442666684E+01;-7.4966838848E-01
2459586.875000;2022-Jan-07 09:00:00;-1.1922438277E+08;-1.9538512089E+08;-1.1861224104E+06;2.1661176123E+01;-1.0434838826E+01;-7.4961999774E-01
2459586.916667;2022-Jan-07 10:00:00;-1.1914639405E+08;-1.9542267222E+08;-1.1888209551E+06;2.1665889395E+01;-1.0427008659E+01;-7.4957149300E-01
2459586.958333;2022-Jan-07 11:00:00;-1.1906838837E+08;-1.9546019535E+08;-1.1915193250E+06;2.1670600058E+01;-1.0419176181E+01;-7.4952288131E-01
2459587.000000;2022-Jan-07 12:00:00;-1.1899036574E+08;-1.9549769029E+08;-1.1942175197E+06;2.1675308122E+01;-1.0411341379E+01;-7.4947416659E-01
2459587.041667;2022-Jan-07 13:00:00;-1.1891232616E+08;-1.9553515701E+08;-1.1969155389E+06;2.1680013581E+01;-1.0403504236E+01;-7.4942534608E-01
2459587.083333;2022-Jan-07 14:00:00;-1.1883426964E+08;-1.9557259551E+08;-1.1996133821E+06;2.1684716420E+01;-1.0395664742E+01;-7.4937641160E-01
2459587.125000;2022-Jan-07 15:00:00;-1.1875619620E+08;-1.9561000579E+08;-1.2023110489E+06;2.1689416620E+01;-1.0387822905E+01;-7.4932735602E-01
