Datum;Laenge;Breite;Abstand;Laenge rad;Breite rad;x;y;r
2019-Dec-11;343.0768;-3.2135;0.858622974;5.987819747;-0.056086156;0.820149343;-0.249543214;0.857272862
2019-Dec-12;343.7931;-3.2256;0.852159832;6.000321541;-0.05629734;0.816998663;-0.237466751;0.850809775
2019-Dec-13;344.5205;-3.2373;0.845423944;6.013017066;-0.056501544;0.813456863;-0.225278152;0.844074827
2019-Dec-14;345.2599;-3.2487;0.838412035;6.02592203;-0.056700511;0.809516803;-0.212978425;0.837064671
2019-Dec-15;346.012;-3.2597;0.831120638;6.039048651;-0.056892498;0.805170067;-0.200572337;0.829775933
2019-Dec-16;346.7777;-3.2703;0.823546085;6.052412637;-0.057077503;0.800408266;-0.188062757;0.822204958
2019-Dec-17;347.5579;-3.2806;0.815684497;6.066029696;-0.057257271;0.79522221;-0.175453604;0.814347794
2019-Dec-18;348.3536;-3.2904;0.807531774;6.079917281;-0.057428314;0.789602531;-0.162748623;0.806200515
2019-Dec-19;349.1658;-3.2997;0.799083579;6.094092845;-0.057590629;0.783538923;-0.149952814;0.797758792
2019-Dec-20;349.9958;-3.3086;0.790335326;6.108579078;-0.057745964;0.777020966;-0.137068491;0.789017968
2019-Dec-21;350.8446;-3.317;0.781282164;6.123393433;-0.057892571;0.770036744;-0.124103682;0.779973276
2019-Dec-22;351.7137;-3.3248;0.771918951;6.138562089;-0.058028707;0.762574608;-0.111061391;0.770619663
2019-Dec-23;352.6045;-3.3321;0.762240234;6.154109482;-0.058156116;0.754621451;-0.097947948;0.760951598
2019-Dec-24;353.5186;-3.3386;0.752240183;6.170063537;-0.058269562;0.746163745;-0.084769257;0.750963488
2019-Dec-25;354.4578;-3.3445;0.741912437;6.186455669;-0.058372537;0.737186532;-0.071531022;0.740648817
2019-Dec-26;355.4238;-3.3496;0.731248897;6.20331555;-0.058461549;0.727672478;-0.058242924;0.729999639
2019-Dec-27;356.3544;-3.3464;0.720823819;6.219557584;-0.058405698;0.718138579;-0.045755286;0.719594723
2019-Dec-28;357.2702;-3.3368;0.710470987;6.235541309;-0.058238146;0.708461634;-0.033779508;0.709266482
2019-Dec-29;358.2137;-3.326;0.699719623;6.252008491;-0.058049651;0.698201549;-0.021774757;0.69854101
2019-Dec-30;359.1872;-3.314;0.688559247;6.268999271;-0.057840211;0.687338617;-0.009751265;0.687407784
2019-Dec-31;0.1934;-3.3005;0.676979492;0.003375467;-0.057604592;0.675852745;0.002281327;0.675856595
2020-Jan-01;1.2353;-3.2855;0.664969399;0.021560052;-0.057342793;0.663722133;0.014312102;0.663876424
2020-Jan-02;2.3162;-3.2688;0.652517254;0.040425316;-0.057051323;0.650923384;0.026328127;0.651455618
2020-Jan-03;3.4399;-3.2502;0.639610492;0.060037581;-0.056726691;0.63743112;0.03831587;0.638581661
2020-Jan-04;4.6107;-3.2295;0.626235604;0.080471896;-0.056365408;0.623217721;0.050260049;0.625241074
2020-Jan-05;5.8336;-3.2064;0.612378048;0.101815527;-0.055962237;0.608253012;0.062144488;0.611419384
2020-Jan-06;7.114;-3.1807;0.598022153;0.124162723;-0.055513688;0.592504248;0.073947332;0.597100906
2020-Jan-07;8.4586;-3.152;0.583151014;0.14763042;-0.055012778;0.575935128;0.085648681;0.582268811
2020-Jan-08;9.8748;-3.1199;0.567746383;0.172347773;-0.054452527;0.558506104;0.097221812;0.566904885
2020-Jan-09;11.3713;-3.0838;0.551788551;0.198466625;-0.053822463;0.540173626;0.108636558;0.550989517
2020-Jan-10;12.9586;-3.0434;0.535256226;0.226170236;-0.05311735;0.520888813;0.119860286;0.534501303
2020-Jan-11;14.6489;-2.9977;0.518126279;0.255671537;-0.052319735;0.500597964;0.130852336;0.517417293
2020-Jan-12;16.4569;-2.946;0.500373937;0.28722709;-0.0514174;0.479240978;0.141565598;0.499712651
2020-Jan-13;18.4002;-2.8871;0.481972693;0.321144073;-0.050389401;0.456751315;0.15194271;0.481360936
2020-Jan-14;20.5007;-2.8197;0.462894015;0.357804714;-0.049213049;0.433053029;0.161917923;0.462333581
2020-Jan-15;22.785;-2.7422;0.443107612;0.39767327;-0.047860419;0.408061716;0.171407657;0.442600213
2020-Jan-16;25.2869;-2.6522;0.422581762;0.441339663;-0.046289622;0.381680793;0.18031293;0.422129104
2020-Jan-17;28.049;-2.547;0.401284019;0.489547402;-0.044453536;0.35380165;0.188507969;0.400887592
2020-Jan-18;31.1266;-2.4229;0.379182593;0.543261655;-0.042287582;0.324300429;0.19583593;0.378843609
2020-Jan-19;34.5925;-2.2747;0.356248921;0.603753021;-0.039701004;0.293036831;0.202095961;0.355968204
2020-Jan-20;38.5444;-2.0956;0.332462412;0.672726688;-0.03657512;0.259853432;0.207025731;0.332240063
2020-Jan-21;43.1169;-1.8759;0.307819195;0.752531868;-0.032740631;0.224575497;0.210278315;0.307654227
2020-Jan-22;48.4994;-1.6021;0.28234848;0.846474215;-0.02796192;0.187018842;0.211381887;0.282238108
2020-Jan-23;54.9661;-1.2545;0.256143754;0.959339422;-0.021895155;0.147006895;0.209683445;0.256082359
2020-Jan-24;62.9237;-0.8053;0.229423625;1.098225743;-0.014055136;0.10441796;0.204258885;0.229400965
2020-Jan-25;72.9841;-0.2161;0.202652534;1.273812847;-0.003771657;0.059303223;0.193779754;0.202651092
2020-Jan-26;86.0551;0.5566;0.176777916;1.501944833;0.009714503;0.012161235;0.17635075;0.176769575
2020-Jan-27;103.3471;1.5277;0.153653385;1.803747167;0.026663395;-0.035458224;0.149449979;0.153598769
2020-Jan-28;125.8746;2.5729;0.136532133;2.196926215;0.044905576;-0.079928975;0.110520666;0.136394497
2020-Jan-29;152.7685;3.2962;0.1296459;2.666313318;0.057529543;-0.115085879;0.059226114;0.129431418
2020-Jan-30;179.9212;3.3041;0.135367136;3.140217334;0.057667424;-0.135141987;0.000185864;0.135142115
2020-Jan-31;202.9814;2.7353;0.151689403;3.54269375;0.047739991;-0.139490957;-0.059156963;0.151516578
2020-Feb-01;220.763;1.9906;0.174397902;3.853041217;0.034742524;-0.132012199;-0.113801189;0.17429266
2020-Feb-02;234.1908;1.2971;0.200099927;4.087400538;0.022638666;-0.117046046;-0.162233432;0.200048653
2020-Feb-03;244.496;0.7144;0.226828134;4.267260208;0.012468632;-0.09765873;-0.204709004;0.226810502
2020-Feb-04;252.6219;0.2376;0.253570659;4.409083918;0.004146902;-0.075734828;-0.241994234;0.253568479
2020-Feb-05;259.2071;-0.1528;0.279829805;4.52401734;-0.002666863;-0.052400628;-0.274878768;0.27982881
2020-Feb-06;264.6751;-0.4757;0.30537;4.619451943;-0.008302531;-0.028338369;-0.304041684;0.305359475
2020-Feb-07;269.311;-0.7461;0.330089013;4.700363662;-0.013021902;-0.003968993;-0.330037162;0.330061027
2020-Feb-08;273.3111;-0.9755;0.353953077;4.770178577;-0.017025687;0.020440459;-0.35331099;0.353901777
2020-Feb-09;276.8144;-1.1726;0.376963686;4.831322697;-0.020465731;0.044718703;-0.374222324;0.376884744
2020-Feb-10;279.9216;-1.3437;0.399140219;4.885553567;-0.023451989;0.068753134;-0.393062738;0.399030462
2020-Feb-11;282.7075;-1.4937;0.42051066;4.934176695;-0.026069983;0.092469937;-0.410071179;0.420367769
2020-Feb-12;285.2288;-1.6265;0.441106566;4.978181682;-0.02838778;0.115820638;-0.425445441;0.440928842
2020-Feb-13;287.5292;-1.7448;0.460960344;5.018331236;-0.030452505;0.138773109;-0.439351198;0.460746623
2020-Feb-14;289.643;-1.8511;0.480103777;5.055224005;-0.03230779;0.161306735;-0.451928384;0.479853235
2020-Feb-15;291.5976;-1.9471;0.498567276;5.089338211;-0.033983306;0.18340948;-0.463296166;0.498279415
2020-Feb-16;293.4152;-2.0344;0.516379512;5.121061315;-0.035506978;0.205075408;-0.47355659;0.516054035
2020-Feb-17;295.1138;-2.1141;0.533567293;5.150707478;-0.036898006;0.22630117;-0.482798521;0.533204118
2020-Feb-18;296.7082;-2.1872;0.550155555;5.178535008;-0.038173841;0.247085541;-0.491099806;0.549754749
2020-Feb-19;298.211;-2.2545;0.566167431;5.204763816;-0.039348448;0.267431476;-0.498527753;0.565729189
2020-Feb-20;299.6327;-2.3168;0.581624345;5.229577162;-0.040435788;0.287342123;-0.505142126;0.581148916
2020-Feb-21;300.982;-2.3746;0.596546132;5.253126889;-0.041444588;0.30681962;-0.510997163;0.596033875
2020-Feb-22;302.2668;-2.4284;0.610951155;5.275550879;-0.042383576;0.325870983;-0.51613884;0.61040249
2020-Feb-23;303.4934;-2.4786;0.624856421;5.296959088;-0.043259731;0.344498746;-0.520611118;0.624271833
2020-Feb-24;304.6676;-2.5256;0.638277696;5.317452744;-0.044080036;0.362708955;-0.524451664;0.637657694
2020-Feb-25;305.7943;-2.5697;0.6512296;5.337117369;-0.044849726;0.38050619;-0.527695487;0.650574737
2020-Feb-26;306.878;-2.6112;0.663725712;5.356031502;-0.045574037;0.397896938;-0.530372981;0.663036554
2020-Feb-27;307.9223;-2.6503;0.675778648;5.374257975;-0.046256461;0.414884083;-0.532514359;0.675055809
2020-Feb-28;308.9307;-2.6872;0.687400146;5.391857875;-0.046900488;0.431473496;-0.534145079;0.686644263
2020-Feb-29;309.9063;-2.7222;0.698601134;5.408885308;-0.047511353;0.447670622;-0.535288439;0.697812796
2020-Mar-01;310.8517;-2.7552;0.709391796;5.42538565;-0.048087312;0.463479197;-0.535967322;0.708571759
2020-Mar-02;311.7693;-2.7866;0.719781628;5.441400792;-0.048635345;0.478903293;-0.536202123;0.718930511
2020-Mar-03;312.6613;-2.8165;0.729779497;5.456969129;-0.049157198;0.493947257;-0.536011493;0.728897944
2020-Mar-04;313.5297;-2.8449;0.739393681;5.472125568;-0.049652872;0.508615355;-0.535412642;0.738482414
2020-Mar-05;314.3763;-2.8719;0.748631913;5.486901525;-0.050124111;0.522911436;-0.534421615;0.747691669
2020-Mar-06;315.2027;-2.8977;0.757501428;5.501324926;-0.050574406;0.536838711;-0.533053649;0.756532877
2020-Mar-07;316.0104;-2.9223;0.766008986;5.515421951;-0.051003757;0.55040065;-0.53132269;0.76501286
2020-Mar-08;316.8007;-2.9459;0.774160914;5.529215288;-0.051415654;0.563599714;-0.529242402;0.773137865
2020-Mar-09;317.5749;-2.9684;0.781963128;5.542727627;-0.051808354;0.576439325;-0.526824701;0.780913927
2020-Mar-10;318.3343;-2.9899;0.789421163;5.555981657;-0.052183599;0.588923487;-0.524079598;0.78834656
2020-Mar-11;319.0797;-3.0106;0.796540197;5.568991341;-0.052544882;0.601052158;-0.52102057;0.79544084
2020-Mar-12;319.8123;-3.0304;0.803325069;5.581777623;-0.052890458;0.61282963;-0.517655719;0.80220172
2020-Mar-13;320.5329;-3.0494;0.8097803;5.594354466;-0.05322207;0.624256876;-0.513995903;0.808633684
2020-Mar-14;321.2425;-3.0676;0.815910115;5.606739322;-0.05353972;0.635337096;-0.510048679;0.81474099
2020-Mar-15;321.9417;-3.0851;0.821718451;5.618942664;-0.053845153;0.646070165;-0.505824848;0.820527535
2020-Mar-16;322.6314;-3.1019;0.82720898;5.6309802;-0.054138368;0.656458951;-0.501330945;0.825997017
2020-Mar-17;323.3124;-3.1181;0.832385116;5.642865893;-0.054421111;0.666505556;-0.49657358;0.8311528
2020-Mar-18;323.9851;-3.1336;0.837250032;5.654606722;-0.054691637;0.676208911;-0.491563259;0.835998163
2020-Mar-19;324.6504;-3.1486;0.841806666;5.666218398;-0.054953437;0.685572223;-0.486303754;0.840535908
2020-Mar-20;325.3088;-3.1629;0.846057738;5.677709646;-0.055203019;0.694595603;-0.480802982;0.844768938
2020-Mar-21;325.9608;-3.1767;0.850005751;5.689089192;-0.055443874;0.703279008;-0.475068076;0.848699617
2020-Mar-22;326.607;-3.19;0.853653006;5.70036751;-0.055676003;0.711623416;-0.469104456;0.852330263
2020-Mar-23;327.248;-3.2028;0.857001604;5.711555071;-0.055899405;0.719629804;-0.462916958;0.855662998
2020-Mar-24;327.8842;-3.2151;0.860053458;5.722658855;-0.056114081;0.72729752;-0.456512405;0.858699749
2020-Mar-25;328.5162;-3.2269;0.862810294;5.733689336;-0.05632003;0.734627506;-0.449894653;0.861442262
2020-Mar-26;329.1444;-3.2383;0.865273661;5.744653495;-0.056518997;0.741618989;-0.44306962;0.863892015
2020-Mar-27;329.7692;-3.2492;0.86744493;5.755558312;-0.056709238;0.748271315;-0.436042971;0.866050479
2020-Mar-28;330.3911;-3.2596;0.869325304;5.766412514;-0.056890752;0.754584458;-0.428818686;0.867918873
2020-Mar-29;331.0106;-3.2697;0.870915818;5.777224829;-0.057067031;0.760558122;-0.42140033;0.869498071
2020-Mar-30;331.628;-3.2793;0.872217344;5.788000492;-0.057234582;0.766190725;-0.41379401;0.870789131
2020-Mar-31;332.2438;-3.2886;0.873230592;5.798748229;-0.057396898;0.771481744;-0.406002778;0.8717926
2020-Apr-01;332.8584;-3.2974;0.873956111;5.809475023;-0.057550487;0.776430086;-0.398030966;0.872509214
2020-Apr-02;333.4722;-3.3059;0.874394296;5.820187854;-0.05769884;0.781034208;-0.389882568;0.872939202
2020-Apr-03;334.0855;-3.3139;0.874545382;5.830891958;-0.057838466;0.785292054;-0.381562958;0.873082986
2020-Apr-04;334.6989;-3.3216;0.874409449;5.841597808;-0.057972856;0.789203093;-0.37307313;0.87294048
2020-Apr-05;335.3127;-3.3289;0.873986423;5.852310639;-0.058100265;0.792764815;-0.364418201;0.872511706
2020-Apr-06;335.9273;-3.3359;0.873276072;5.863037432;-0.058222439;0.795975031;-0.355601784;0.871796352
2020-Apr-07;336.5431;-3.3424;0.872278008;5.87378517;-0.058335885;0.79883158;-0.34662757;0.870794215
2020-Apr-08;337.1605;-3.3486;0.870991687;5.884560833;-0.058444095;0.801331751;-0.3374991;0.869504582
2020-Apr-09;337.78;-3.3545;0.869416403;5.895373147;-0.05854707;0.80347333;-0.328218612;0.867926753
2020-Apr-10;338.4019;-3.3599;0.86755129;5.90622735;-0.058641318;0.80525284;-0.318791265;0.866060048
2020-Apr-11;339.0267;-3.365;0.86539532;5.917132167;-0.058730329;0.806667364;-0.309219366;0.863903266
2020-Apr-12;339.6549;-3.3697;0.862947295;5.928096326;-0.05881236;0.807713893;-0.299505436;0.861455303
2020-Apr-13;340.2868;-3.374;0.860205847;5.939125061;-0.058887409;0.808387979;-0.289654934;0.858714799
2020-Apr-14;340.9231;-3.378;0.857169436;5.950230591;-0.058957222;0.808686825;-0.279667837;0.855680127
2020-Apr-15;341.564;-3.3816;0.85383634;5.961416406;-0.059020054;0.808604941;-0.269551464;0.852349659
2020-Apr-16;342.2103;-3.3847;0.850204654;5.972696469;-0.059074159;0.808139392;-0.259304929;0.848721582
2020-Apr-17;342.8623;-3.3875;0.846272282;5.984076016;-0.059123028;0.807284226;-0.248934631;0.844793626
2020-Apr-18;343.5206;-3.3898;0.84203693;5.995565518;-0.059163171;0.806034823;-0.238443198;0.840563677
2020-Apr-19;344.1859;-3.3917;0.837496101;6.007177194;-0.059196332;0.804386248;-0.227832183;0.83602915
2020-Apr-20;344.8586;-3.3932;0.832647085;6.018918024;-0.059222512;0.80233196;-0.217107844;0.831187338
2020-Apr-21;345.5395;-3.3942;0.827486949;6.030801971;-0.059239965;0.799866611;-0.206271362;0.826035393
2020-Apr-22;346.2292;-3.3947;0.822012529;6.042839507;-0.059248692;0.796983452;-0.195327289;0.820570151
2020-Apr-23;346.9284;-3.3947;0.816220419;6.055042849;-0.059248692;0.793675569;-0.184279431;0.814788204
2020-Apr-24;347.6379;-3.3943;0.810106956;6.06742596;-0.059241711;0.789935702;-0.173130922;0.808685804
2020-Apr-25;348.3585;-3.3932;0.803668211;6.080002802;-0.059222512;0.785756273;-0.161885801;0.802259268
2020-Apr-26;349.091;-3.3917;0.796899972;6.092787339;-0.059196332;0.781128572;-0.150548907;0.795504129
2020-Apr-27;349.8364;-3.3895;0.789797726;6.105797023;-0.059157935;0.776044221;-0.139123471;0.788416117
2020-Apr-28;350.5956;-3.3867;0.782356645;6.119047563;-0.059109066;0.770493502;-0.127615164;0.780990312
2020-Apr-29;351.3698;-3.3832;0.774571563;6.132559902;-0.059047979;0.76446676;-0.116026919;0.77322162
2020-Apr-30;352.16;-3.379;0.766436958;6.146351494;-0.058974675;0.757952961;-0.104365772;0.765104506
2020-May-01;352.9676;-3.3741;0.757946927;6.160446773;-0.058889154;0.750940961;-0.092635035;0.756633053
2020-May-02;353.7938;-3.3683;0.749095159;6.174866683;-0.058787925;0.743418429;-0.080842482;0.747801088
2020-May-03;354.6402;-3.3617;0.739874906;6.18963915;-0.058672733;0.735372412;-0.06899263;0.738601765
2020-May-04;355.5084;-3.3542;0.730278953;6.204792098;-0.058541834;0.726788953;-0.057092319;0.729027924
2020-May-05;356.4002;-3.3456;0.720299584;6.220356945;-0.058391735;0.717653201;-0.045148397;0.719071968
2020-May-06;357.3175;-3.336;0.709928535;6.23636685;-0.058224184;0.707948916;-0.033169315;0.708725526
2020-May-07;358.2625;-3.3252;0.699156968;6.252860211;-0.058035688;0.697658958;-0.021163062;0.697979869
2020-May-08;359.2377;-3.3131;0.687975406;6.269880662;-0.057824503;0.686764756;-0.0091377;0.686825544
2020-May-09;0.2457;-3.2996;0.67637369;0.004288274;-0.057588884;0.675246202;0.002895658;0.675252411
2020-May-10;1.2895;-3.2845;0.664340918;0.022506021;-0.057325339;0.663081673;0.01492585;0.663249641
2020-May-11;2.3726;-3.2677;0.651865382;0.041409682;-0.057032124;0.650247611;0.026941948;0.65080552
2020-May-12;3.4986;-3.249;0.638934494;0.061062089;-0.056705747;0.636718634;0.038927764;0.637907509
2020-May-13;4.672;-3.2282;0.625534713;0.081541783;-0.056342719;0.622466935;0.050869859;0.624542095
2020-May-14;5.8977;-3.205;0.611651451;0.102934283;-0.055937803;0.607462318;0.062750479;0.61069476
2020-May-15;7.1814;-3.1792;0.597268986;0.125339075;-0.055487508;0.591671603;0.074550373;0.596349767
2020-May-16;8.5294;-3.1503;0.582370351;0.148866113;-0.054983107;0.575058931;0.086244825;0.581490279
2020-May-17;9.9496;-3.118;0.566937231;0.173653279;-0.054419366;0.55758391;0.09781144;0.566097955
2020-May-18;11.4506;-3.0818;0.55094984;0.199850671;-0.053787557;0.539202938;0.109218022;0.550153056
2020-May-19;13.0429;-3.0411;0.534386806;0.227641549;-0.053077208;0.519867211;0.120430869;0.533634248
2020-May-20;14.7388;-2.9951;0.517225052;0.257240588;-0.052274356;0.49952284;0.13140898;0.516518526
2020-May-21;16.5533;-2.9431;0.499439695;0.288909587;-0.051366785;0.478109022;0.142106269;0.498780943
2020-May-22;18.5041;-2.8838;0.481003983;0.32295747;-0.050331805;0.455558891;0.152464122;0.48039485
2020-May-23;20.6133;-2.8159;0.461889287;0.359769955;-0.049146726;0.43179613;0.162415899;0.461331575
2020-May-24;22.908;-2.7378;0.442065231;0.399820025;-0.047783624;0.406735231;0.171878617;0.441560649
2020-May-25;25.4221;-2.6472;0.421500032;0.443699348;-0.046202356;0.380279845;0.180749932;0.421050233
2020-May-26;28.199;-2.5411;0.400161233;0.492165396;-0.044350562;0.35231999;0.188904404;0.399767744
2020-May-27;31.2947;-2.4158;0.37801713;0.546195553;-0.042163664;0.322731156;0.196182731;0.377681165
2020-May-28;34.7831;-2.2662;0.355039427;0.607079619;-0.039552652;0.291372037;0.202381409;0.35476175
2020-May-29;38.7634;-2.0853;0.331208129;0.676548959;-0.036395351;0.258084563;0.207234018;0.330988791
2020-May-30;43.3724;-1.8632;0.306520578;0.756991184;-0.032518975;0.222693714;0.210387865;0.306358522
2020-May-31;48.8034;-1.5861;0.281008357;0.851780016;-0.027682667;0.185013782;0.211364847;0.280900691
2020-Jun-01;55.3359;-1.234;0.254769566;0.96579365;-0.021537363;0.144870222;0.209499516;0.25471048
2020-Jun-02;63.3851;-0.7786;0.228031848;1.106278692;-0.013589134;0.10214692;0.20385026;0.228010793
2020-Jun-03;73.5761;-0.181;0.20127747;1.284145196;-0.003159046;0.056909229;0.193063604;0.201276466
2020-Jun-04;86.8342;0.6021;0.175488617;1.515542693;0.010508627;0.009690916;0.17521113;0.175478928
2020-Jun-05;104.3796;1.5821;0.152580746;1.821767692;0.027612854;-0.037878222;0.147744299;0.152522581
2020-Jun-06;127.1824;2.6227;0.135884449;2.219751631;0.04577475;-0.082036344;0.108147859;0.135742113
2020-Jun-07;154.2154;3.3156;0.129626642;2.691566487;0.057868137;-0.116525081;0.056291791;0.129409661
2020-Jun-08;181.2435;3.2852;0.135982761;3.163295823;0.057337557;-0.135727322;-0.002946176;0.135759294
2020-Jun-09;204.0319;2.6979;0.152742172;3.561028434;0.047087238;-0.139347682;-0.062134571;0.152572872
2020-Jun-10;221.5574;1.9522;0.175677121;3.866906112;0.034072318;-0.131381401;-0.116471298;0.175575157
2020-Jun-11;234.7947;1.2639;0.20147111;4.097940581;0.022059216;-0.116121428;-0.164580295;0.201422093
2020-Jun-12;244.9666;0.687;0.228219801;4.275473727;0.011990412;-0.096563471;-0.206766259;0.228203396
2020-Jun-13;252.9991;0.2152;0.254947102;4.4156673;0.003755949;-0.074542623;-0.243804235;0.254945303
2020-Jun-14;259.5173;-0.1713;0.281173745;4.529431351;-0.002989749;-0.051156138;-0.276479688;0.281172488
2020-Jun-15;264.936;-0.491;0.306673522;4.624005507;-0.008569567;-0.027068602;-0.305465274;0.306662262
2020-Jun-16;269.5345;-0.759;0.331348999;4.704264473;-0.013247049;-0.002691782;-0.331308991;0.331319926
2020-Jun-17;273.5058;-0.9866;0.355168884;4.773576733;-0.017219418;0.021715208;-0.354451671;0.35511623
2020-Jun-18;276.9863;-1.1822;0.378135947;4.834322918;-0.020633282;0.045983646;-0.375248496;0.378055458
2020-Jun-19;280.0751;-1.3521;0.400270202;4.888232648;-0.023598597;0.070003315;-0.393988025;0.400158753
2020-Jun-20;282.8459;-1.5011;0.421599921;4.936592231;-0.026199137;0.093701985;-0.410906869;0.421455237
2020-Jun-21;285.3547;-1.6331;0.442156766;4.980379051;-0.028502972;0.117032809;-0.426200822;0.44197717
2020-Jun-22;287.6445;-1.7507;0.461973144;5.0203436;-0.030555479;0.13996337;-0.44003437;0.461757503
2020-Jun-23;289.7494;-1.8564;0.481080776;5.057081036;-0.032400292;0.162475176;-0.452545749;0.480828283
2020-Jun-24;291.6964;-1.952;0.499509998;5.091062596;-0.034068827;0.184555883;-0.463853289;0.499220139
2020-Jun-25;293.5074;-2.0388;0.5172894;5.122670509;-0.035583773;0.20619932;-0.474058525;0.516961937
2020-Jun-26;295.2001;-2.1181;0.534445693;5.152213697;-0.036967819;0.227401278;-0.483250126;0.534080542
2020-Jun-27;296.7895;-2.1909;0.551003721;5.17995396;-0.038238419;0.248163528;-0.491504075;0.550600938
2020-Jun-28;298.2878;-2.258;0.566986528;5.206104229;-0.039409535;0.268486693;-0.498888357;0.566546288
2020-Jun-29;299.7055;-2.32;0.582415456;5.230847761;-0.040491639;0.288374781;-0.505462063;0.581938065
2020-Jun-30;301.0513;-2.3776;0.597310265;5.254336402;-0.041496948;0.30783059;-0.511278652;0.596796056
2020-Jul-01;302.3328;-2.4312;0.61168925;5.276702797;-0.042432445;0.326859044;-0.516385148;0.611138655
2020-Jul-02;303.5565;-2.4812;0.625569356;5.298060391;-0.043305109;0.345464921;-0.520823943;0.624982872
2020-Jul-03;304.7281;-2.5281;0.638966294;5.318508668;-0.044123669;0.363653736;-0.524632753;0.638344394
2020-Jul-04;305.8525;-2.572;0.651894642;5.33813315;-0.044889868;0.381430453;-0.527846245;0.651237936
2020-Jul-05;306.9339;-2.6134;0.664367942;5.357007141;-0.045612435;0.398799014;-0.530496416;0.663676955
2020-Jul-06;307.9763;-2.6524;0.676398786;5.375200453;-0.046293113;0.415766261;-0.53261051;0.675674137
2020-Jul-07;308.9829;-2.6892;0.687998913;5.392768937;-0.046935394;0.432335511;-0.534215813;0.687241245
2020-Jul-08;309.9567;-2.724;0.699179292;5.409764954;-0.047542769;0.448511522;-0.535336316;0.698389259
2020-Jul-09;310.9005;-2.757;0.709950269;5.426237371;-0.048118727;0.464300057;-0.535993195;0.709128513
2020-Jul-10;311.8165;-2.7883;0.720322016;5.442224587;-0.048665016;0.479704034;-0.536208914;0.719469221
2020-Jul-11;312.6804;-2.8171;0.729999001;5.457302486;-0.04916767;0.494274282;-0.536007698;0.729116807
2020-Jul-12;313.434;-2.8415;0.737983186;5.470455288;-0.049593531;0.506753305;-0.53524001;0.737075831
2020-Jul-13;314.1721;-2.8649;0.745545957;5.483337563;-0.050001938;0.518858994;-0.5340745;0.744614146
2020-Jul-14;314.896;-2.8874;0.752696924;5.495972001;-0.050394637;0.530595668;-0.532525386;0.751741345
2020-Jul-15;315.6067;-2.909;0.759443069;5.508376056;-0.050771628;0.541964178;-0.530606398;0.758464449
2020-Jul-16;316.3052;-2.9299;0.765790635;5.520567181;-0.051136402;0.552965712;-0.528329505;0.764789608
2020-Jul-17;316.9927;-2.9499;0.77174532;5.53256632;-0.051485468;0.563603919;-0.525703425;0.770722692
2020-Jul-18;317.67;-2.9693;0.777312341;5.544387435;-0.051824061;0.573878877;-0.522739135;0.776268748
2020-Jul-19;318.338;-2.988;0.782496477;5.556046234;-0.052150438;0.583792093;-0.51944565;0.781432653
2020-Jul-20;318.9975;-3.0061;0.787301749;5.567556681;-0.052466343;0.593344043;-0.515831563;0.786218389
2020-Jul-21;319.6494;-3.0236;0.791732409;5.578934482;-0.052771775;0.602536793;-0.511903876;0.790630233
2020-Jul-22;320.2943;-3.0405;0.795792133;5.59019011;-0.053066736;0.611369696;-0.507671653;0.79467189
2020-Jul-23;320.933;-3.0568;0.799484188;5.601337528;-0.053351225;0.619843941;-0.503140998;0.798346651
2020-Jul-24;321.5661;-3.0727;0.802811509;5.612387208;-0.053628732;0.627958872;-0.498319298;0.801657326
2020-Jul-25;322.1943;-3.088;0.805776708;5.623351366;-0.053895767;0.635714954;-0.493212368;0.8046067
2020-Jul-26;322.8182;-3.1029;0.808382094;5.634240475;-0.054155821;0.643111511;-0.487826302;0.807196951
2020-Jul-27;323.4384;-3.1174;0.810629673;5.645065007;-0.054408894;0.65014793;-0.482166738;0.809430104
2020-Jul-28;324.0554;-3.1314;0.812521165;5.655833689;-0.05465324;0.65682273;-0.476239996;0.811307977
2020-Jul-29;324.6699;-3.1449;0.814058008;5.666558737;-0.05488886;0.663135923;-0.470049622;0.812832024
2020-Jul-30;325.2823;-3.1581;0.815241361;5.677247133;-0.055119243;0.669084751;-0.463602111;0.814003269
2020-Jul-31;325.8932;-3.1709;0.816072114;5.68790935;-0.055342645;0.674668133;-0.456901452;0.814822697
2020-Aug-01;326.5032;-3.1833;0.81655089;5.698555858;-0.055559066;0.679884691;-0.449951255;0.815290945
2020-Aug-02;327.1127;-3.1953;0.816678046;5.70919364;-0.055768506;0.684731238;-0.442757239;0.815408389
2020-Aug-03;327.7224;-3.207;0.816453674;5.719834913;-0.055972709;0.689206606;-0.435321292;0.815175056
2020-Aug-04;328.3326;-3.2183;0.815877607;5.730484912;-0.056169931;0.6933064;-0.427650005;0.814590873
2020-Aug-05;328.944;-3.2293;0.814949409;5.741155855;-0.056361918;0.697028833;-0.419744946;0.813655341
2020-Aug-06;329.557;-3.2399;0.813668383;5.751854723;-0.056546922;0.700369666;-0.411611301;0.812367855
2020-Aug-07;330.1723;-3.2502;0.81203356;5.762593734;-0.056726691;0.703326342;-0.403250473;0.810727381
2020-Aug-08;330.7903;-3.2602;0.810043701;5.773379869;-0.056901224;0.705893818;-0.394667568;0.808732695
2020-Aug-09;331.4117;-3.2698;0.807697288;5.784225345;-0.057068776;0.708068804;-0.385864094;0.806382372
2020-Aug-10;332.0369;-3.2792;0.804992521;5.795137143;-0.057232837;0.70984528;-0.376845226;0.803674465
