Datum;Laenge;Breite;Abstand;Laenge rad;Breite rad;x;y;r
2023-Mar-15;39.1652;-2.0511;0.150739911;0.683561692;-0.035798448;0.116798028;0.095140078;0.150643333
2023-Mar-16;59.5521;-0.9813;0.108072799;1.039380221;-0.017126916;0.054758363;0.09315485;0.108056949
2023-Mar-17;105.2112;1.6379;0.06936847;1.83628185;0.028586748;-0.018193311;0.066910812;0.069340128
2023-Mar-18;185.9758;3.1943;0.069313353;3.245890039;0.055751052;-0.068829595;-0.007204891;0.069205662
2023-Mar-19;231.7788;1.4116;0.10796858;4.045303196;0.024637068;-0.066779794;-0.0847974;0.107935814
2023-Mar-20;252.1819;0.2471;0.150619337;4.401404469;0.004312709;-0.046088497;-0.143393212;0.150617937
2023-Mar-21;263.7365;-0.4361;0.190426521;4.603070283;-0.007611381;-0.020775139;-0.189284317;0.190421005
2023-Mar-22;271.4103;-0.8817;0.227006996;4.737003359;-0.015388568;0.00558641;-0.226911361;0.226980118
2023-Mar-23;277.0195;-1.1978;0.260735291;4.834902367;-0.020905554;0.031856751;-0.258724433;0.260678317
2023-Mar-24;281.3829;-1.4358;0.2920132;4.911058064;-0.025059437;0.057615022;-0.286179455;0.291921516
2023-Mar-25;284.927;-1.6231;0.321174004;4.972914278;-0.028328439;0.082697427;-0.310211409;0.321045141
2023-Mar-26;287.8979;-1.7753;0.348483046;5.024766265;-0.03098483;0.107045011;-0.331459268;0.348315777
2023-Mar-27;290.4489;-1.9022;0.374151649;5.069289614;-0.033199653;0.130646024;-0.35038098;0.37394547
2023-Mar-28;292.6811;-2.0101;0.39834998;5.108248853;-0.035082863;0.153509913;-0.367317554;0.398104859
2023-Mar-29;294.6644;-2.1034;0.421216928;5.142863968;-0.036711255;0.175656444;-0.382530397;0.42093312
2023-Mar-30;296.4486;-2.1852;0.442867369;5.174004133;-0.038138935;0.197107377;-0.396225993;0.442545315
2023-Mar-31;298.0707;-2.2578;0.463397494;5.202315119;-0.039406044;0.217887375;-0.408569516;0.46303775
2023-Apr-01;299.5586;-2.3227;0.482888745;5.228283873;-0.040538763;0.238019808;-0.419696452;0.482492012
2023-Apr-02;300.9338;-2.3813;0.501410762;5.252285641;-0.041561525;0.257526294;-0.429719593;0.500977765
2023-Apr-03;302.2134;-2.4346;0.519023614;5.274618874;-0.042491786;0.276428339;-0.438733164;0.518555123
2023-Apr-04;303.4111;-2.4834;0.535779523;5.295522682;-0.043343507;0.294745878;-0.446817206;0.535276329
2023-Apr-05;304.5379;-2.5283;0.551724199;5.315189052;-0.044127159;0.312496233;-0.454041134;0.551187126
2023-Apr-06;305.603;-2.5699;0.566897896;5.333778554;-0.044853216;0.3296965;-0.460464259;0.566327746
2023-Apr-07;306.6139;-2.6085;0.58133626;5.351422087;-0.045526914;0.346361091;-0.466139307;0.580733896
2023-Apr-08;307.5769;-2.6445;0.595071003;5.368229608;-0.046155232;0.362503118;-0.471112685;0.594437274
2023-Apr-09;308.4977;-2.6783;0.608130456;5.3843006;-0.046745153;0.378137492;-0.475423153;0.607466161
2023-Apr-10;309.3807;-2.71;0.620540028;5.399711857;-0.047298423;0.39327383;-0.479108346;0.61984604
2023-Apr-11;310.2299;-2.7399;0.632322576;5.414533193;-0.047820276;0.40792259;-0.48220055;0.631599722
2023-Apr-12;311.049;-2.7682;0.643498718;5.428829185;-0.048314204;0.422095207;-0.484727132;0.642747817
2023-Apr-13;311.8408;-2.795;0.654087102;5.442648702;-0.048781953;0.435798358;-0.486715972;0.653308997
2023-Apr-14;312.608;-2.8204;0.664104619;5.456038868;-0.049225266;0.449040119;-0.488190635;0.663300177
2023-Apr-15;313.3532;-2.8446;0.6735666;5.469045062;-0.049647636;0.461829534;-0.489170793;0.672736638
2023-Apr-16;314.0783;-2.8677;0.682486969;5.481700444;-0.050050807;0.474171218;-0.489677704;0.681632304
2023-Apr-17;314.7852;-2.8898;0.690878386;5.494038177;-0.050436525;0.486070999;-0.48972926;0.689999829
2023-Apr-18;315.4758;-2.911;0.698752364;5.50609142;-0.050806535;0.497535695;-0.489340216;0.697850712
2023-Apr-19;316.1514;-2.9313;0.70611937;5.517882865;-0.051160836;0.508567837;-0.488527783;0.705195462
2023-Apr-20;316.8136;-2.9508;0.712988916;5.529440435;-0.051501176;0.519173107;-0.487304145;0.71204357
2023-Apr-21;317.4637;-2.9695;0.719369635;5.540786821;-0.051827552;0.52935517;-0.48568198;0.718403704
2023-Apr-22;318.1027;-2.9876;0.725269347;5.551939474;-0.052143457;0.539115431;-0.483674755;0.724283589
2023-Apr-23;318.7319;-3.005;0.730695119;5.562921086;-0.052447144;0.548458265;-0.481291587;0.729690386
2023-Apr-24;319.3522;-3.0218;0.735653312;5.573747363;-0.052740359;0.557384762;-0.478543713;0.734630423
2023-Apr-25;319.9646;-3.0381;0.740149633;5.58443576;-0.053024848;0.565896978;-0.475440068;0.739109361
2023-Apr-26;320.57;-3.0538;0.744189163;5.595001983;-0.053298865;0.573996284;-0.471989405;0.743132379
2023-Apr-27;321.1692;-3.069;0.7477764;5.605459996;-0.053564155;0.581683117;-0.468200285;0.746703927
2023-Apr-28;321.7631;-3.0838;0.750915281;5.615825506;-0.053822463;0.588958664;-0.464079268;0.749827897
2023-Apr-29;322.3525;-3.0981;0.75360921;5.626112477;-0.054072046;0.595823277;-0.459633098;0.752507782
2023-Apr-30;322.9379;-3.112;0.755861075;5.636329634;-0.054314646;0.602274637;-0.454870779;0.754746424
2023-May-01;323.5203;-3.1255;0.757673272;5.646494432;-0.054550266;0.608314283;-0.449795441;0.756546235
2023-May-02;324.1002;-3.1387;0.759047711;5.656615596;-0.054780649;0.613939462;-0.444414788;0.757909076
2023-May-03;324.6784;-3.1515;0.759985834;5.66670709;-0.055004051;0.619149619;-0.438732889;0.758836476
2023-May-04;325.2555;-3.1639;0.76048862;5.676779385;-0.055220472;0.62394225;-0.432755428;0.759329435
2023-May-05;325.8322;-3.176;0.760556589;5.686844699;-0.055431657;0.628315193;-0.426486565;0.759388419
2023-May-06;326.4091;-3.1878;0.76018981;5.696913503;-0.055637606;0.632265181;-0.41993125;0.759013514
2023-May-07;326.987;-3.1993;0.759387897;5.706999761;-0.055838319;0.635789962;-0.413091952;0.75820435
2023-May-08;327.5664;-3.2104;0.758150008;5.717112199;-0.05603205;0.638884651;-0.405974278;0.756960179
2023-May-09;328.148;-3.2213;0.75647484;5.727263034;-0.056222291;0.641545109;-0.398581357;0.755279567
2023-May-10;328.7326;-3.232;0.754360625;5.737466229;-0.056409041;0.64376739;-0.390915185;0.753160763
2023-May-11;329.3208;-3.2423;0.751805113;5.747732255;-0.05658881;0.645545638;-0.382980048;0.750601684
2023-May-12;329.9134;-3.2524;0.748805564;5.758075076;-0.056765089;0.646874403;-0.374777879;0.747599459
2023-May-13;330.5111;-3.2622;0.745358731;5.768506909;-0.056936131;0.647746983;-0.36631197;0.744150934
2023-May-14;331.1148;-3.2718;0.741460838;5.779043462;-0.057103682;0.648156998;-0.357583472;0.740252277
2023-May-15;331.7253;-3.281;0.737107558;5.789698697;-0.057264253;0.648096685;-0.34859505;0.735899329
2023-May-16;332.3434;-3.2901;0.732293987;5.800486577;-0.057423078;0.647556988;-0.339349559;0.731086982
2023-May-17;332.97;-3.2988;0.72701461;5.81142281;-0.057574921;0.646528792;-0.329849395;0.725809963
2023-May-18;333.6063;-3.3073;0.721263265;5.82252834;-0.057723274;0.645003186;-0.320093969;0.720061982
2023-May-19;334.2533;-3.3156;0.7150331;5.833820621;-0.057868137;0.642968879;-0.310085725;0.713836211
2023-May-20;334.9121;-3.3235;0.708316528;5.84531885;-0.058006018;0.640413875;-0.299826874;0.707125227
2023-May-21;335.584;-3.3311;0.701105165;5.857045717;-0.058138663;0.637325481;-0.289318284;0.699920595
2023-May-22;336.2703;-3.3385;0.69338977;5.869023912;-0.058267817;0.633689263;-0.278562005;0.692213026
2023-May-23;336.9727;-3.3455;0.68516017;5.881283104;-0.05838999;0.629491015;-0.267557133;0.683992512
2023-May-24;337.6927;-3.3521;0.676405176;5.893849475;-0.058505182;0.624713257;-0.256306566;0.675247887
2023-May-25;338.4322;-3.3584;0.667112483;5.906756185;-0.058615138;0.619337952;-0.244810704;0.6659668
2023-May-26;339.1932;-3.3643;0.657268558;5.92003814;-0.058718112;0.613344948;-0.23307119;0.656135813
2023-May-27;339.9781;-3.3698;0.646858508;5.93373723;-0.058814105;0.606712705;-0.221088025;0.645740057
2023-May-28;340.7893;-3.3748;0.635865929;5.947895341;-0.058901372;0.599416391;-0.208864396;0.63476322
2023-May-29;341.63;-3.3792;0.62427272;5.962568324;-0.058978166;0.591430388;-0.196398823;0.623187292
2023-May-30;342.5033;-3.3831;0.61205888;5.977810284;-0.059046234;0.582724229;-0.183695345;0.610992231
2023-May-31;343.4132;-3.3863;0.599202252;5.993691035;-0.059102084;0.573265784;-0.170754154;0.598156033
2023-Jun-01;344.364;-3.3887;0.585678231;6.010285625;-0.059143972;0.563018118;-0.157578882;0.584654175
2023-Jun-02;345.3611;-3.3902;0.571459405;6.027688303;-0.059170152;0.551940967;-0.14417008;0.570459326
2023-Jun-03;346.4103;-3.3907;0.556515129;6.046000298;-0.059178879;0.53998758;-0.130533994;0.555540916
2023-Jun-04;347.519;-3.39;0.540811004;6.065350763;-0.059166662;0.527106444;-0.116673313;0.539864673
2023-Jun-05;348.6958;-3.3879;0.524308239;6.085889798;-0.05913001;0.513238271;-0.102594252;0.523391922
2023-Jun-06;349.9511;-3.3841;0.506962862;6.107798916;-0.059063687;0.498315186;-0.088304996;0.506078844
2023-Jun-07;351.2978;-3.3782;0.488724733;6.131303265;-0.058960713;0.482259102;-0.073814964;0.487875487
2023-Jun-08;352.7518;-3.3697;0.469536302;6.156680352;-0.05881236;0.46497888;-0.059137941;0.468724498
2023-Jun-09;354.3331;-3.358;0.449331011;6.184279244;-0.058608156;0.446367316;-0.044292959;0.448559525
2023-Jun-10;356.0677;-3.3422;0.428031237;6.214553725;-0.058332394;0.426297252;-0.029303479;0.427303219
2023-Jun-11;357.9894;-3.3212;0.405545582;6.248093717;-0.057965875;0.404615194;-0.014204421;0.404864448
2023-Jun-12;0.1437;-3.2932;0.381765271;0.002508038;-0.057477183;0.381133641;0.0009559;0.38113484
2023-Jun-13;2.5935;-3.2558;0.356559294;0.045265114;-0.05682443;0.355619151;0.016108144;0.355983781
2023-Jun-14;5.4291;-3.205;0.32976779;0.09475567;-0.055937803;0.327774986;0.031151828;0.329251997
2023-Jun-15;8.7848;-3.1348;0.301193025;0.153323684;-0.054712581;0.297214303;0.045930471;0.300742331
2023-Jun-16;12.8729;-3.0347;0.27058736;0.224674489;-0.052965507;0.263416682;0.060199361;0.270207904
2023-Jun-17;18.0511;-2.886;0.237639052;0.315051129;-0.050370202;0.22565602;0.073542651;0.237337652
2023-Jun-18;24.9825;-2.6502;0.20196411;0.43602688;-0.046254716;0.182871906;0.085206579;0.201748098
2023-Jun-19;35.0656;-2.239;0.163152748;0.612010174;-0.039077922;0.133437725;0.093661967;0.16302819
2023-Jun-20;51.8558;-1.4075;0.121167896;0.905054446;-0.024565509;0.074815894;0.095264805;0.121131338
2023-Jun-21;86.7919;0.6148;0.079372735;1.514804419;0.010730284;0.004441653;0.079243785;0.079368165
2023-Jun-22;162.5565;3.3833;0.063016592;2.837146146;0.059049725;-0.060013867;0.018857256;0.062906759
2023-Jun-23;221.9459;1.9177;0.095034872;3.873686716;0.033470179;-0.070645097;-0.063488449;0.094981645
2023-Jun-24;247.3326;0.5324;0.13792129;4.316768218;0.009292133;-0.05314996;-0.127262412;0.137915335
2023-Jun-25;260.776;-0.2616;0.178717362;4.55139981;-0.004565781;-0.028647141;-0.176404566;0.178715499
2023-Jun-26;269.3571;-0.7636;0.21624407;4.701168259;-0.013327334;-0.002426148;-0.216211254;0.216224866
2023-Jun-27;275.4777;-1.1118;0.25079139;4.807992881;-0.019404571;0.02393562;-0.249599134;0.250744175
2023-Jun-28;280.1616;-1.3699;0.282772874;4.889742358;-0.023909265;0.04987397;-0.278257767;0.282692054
2023-Jun-29;283.922;-1.5705;0.312544045;4.955373719;-0.027410396;0.075170085;-0.303248848;0.31242664
2023-Jun-30;287.0473;-1.7321;0.340389456;5.009920494;-0.030230848;0.099743343;-0.325285091;0.340233927
2023-Jul-01;289.713;-1.8659;0.366535302;5.056445736;-0.032566099;0.123570051;-0.34487119;0.366340955
2023-Jul-02;292.0334;-1.979;0.391163034;5.096944356;-0.034540066;0.146656122;-0.362378299;0.390929725
2023-Jul-03;294.0861;-2.0764;0.414420139;5.132770729;-0.036240017;0.169017537;-0.378089493;0.414148032
2023-Jul-04;295.9263;-2.1614;0.436428127;5.164888278;-0.037723546;0.190677021;-0.392225523;0.43611763
2023-Jul-05;297.5943;-2.2366;0.457288376;5.19400037;-0.039036034;0.211658209;-0.404962931;0.45694001
2023-Jul-06;299.1203;-2.3037;0.477086448;5.220634095;-0.04020715;0.23198406;-0.41644581;0.476700867
2023-Jul-07;300.5277;-2.3641;0.49589529;5.245197858;-0.041261329;0.251678032;-0.426792549;0.49547322
2023-Jul-08;301.8348;-2.4189;0.513777671;5.268011057;-0.042217769;0.270761811;-0.436102438;0.513319875
2023-Jul-09;303.0561;-2.469;0.53078803;5.289326763;-0.043092179;0.289254836;-0.444460044;0.530295286
2023-Jul-10;304.2033;-2.515;0.546973927;5.30934918;-0.043895031;0.307174842;-0.45193806;0.546447064
2023-Jul-11;305.2862;-2.5576;0.562377172;5.328249351;-0.044638541;0.324539772;-0.458598127;0.561816968
2023-Jul-12;306.3128;-2.597;0.577034727;5.346166901;-0.045326201;0.341365085;-0.464494725;0.576442079
2023-Jul-13;307.2898;-2.6338;0.590979431;5.363218768;-0.045968482;0.35766476;-0.46967554;0.590355141
2023-Jul-14;308.2229;-2.6682;0.60424059;5.379504435;-0.046568875;0.373451899;-0.474182612;0.603585512
2023-Jul-15;309.1169;-2.7005;0.616844452;5.395107679;-0.047132616;0.388737866;-0.478053666;0.616159424
2023-Jul-16;309.976;-2.731;0.628814613;5.410101802;-0.047664942;0.403533595;-0.481321919;0.628100431
2023-Jul-17;310.8039;-2.7597;0.640172338;5.424551383;-0.048165851;0.417849617;-0.48401683;0.639429898
2023-Jul-18;311.6036;-2.7869;0.650936848;5.438508781;-0.048640581;0.431693443;-0.486166497;0.650166972
2023-Jul-19;312.3781;-2.8128;0.661125543;5.452026356;-0.049092621;0.445075019;-0.487793646;0.660329019
2023-Jul-20;313.1297;-2.8373;0.67075421;5.465144251;-0.049520227;0.458000431;-0.488921692;0.669931948
2023-Jul-21;313.8607;-2.8608;0.679837181;5.477902608;-0.049930379;0.470477164;-0.489569768;0.678989926
2023-Jul-22;314.573;-2.8832;0.688387488;5.490334588;-0.050321333;0.482510784;-0.489756797;0.687516092
2023-Jul-23;315.2683;-2.9046;0.696416978;5.502469862;-0.050694833;0.494106125;-0.48950014;0.695522286
2023-Jul-24;315.9483;-2.9252;0.703936426;5.514338101;-0.051054371;0.505268825;-0.488814295;0.703019203
2023-Jul-25;316.6145;-2.9449;0.710955624;5.525965485;-0.051398201;0.516003622;-0.487713063;0.710016738
2023-Jul-26;317.2681;-2.9638;0.717483463;5.537372957;-0.051728068;0.526313147;-0.486210621;0.716523759
2023-Jul-27;317.9104;-2.9821;0.723528003;5.548583206;-0.052047464;0.536201248;-0.484318245;0.722548228
2023-Jul-28;318.5424;-2.9997;0.729096532;5.559613687;-0.052354642;0.545669685;-0.482048346;0.72809753
2023-Jul-29;319.1653;-3.0167;0.734195621;5.570485343;-0.052651348;0.55472203;-0.479409787;0.733178201
2023-Jul-30;319.78;-3.0331;0.73883117;5.581213882;-0.052937582;0.563359517;-0.476412886;0.737796166
2023-Jul-31;320.3874;-3.049;0.743008446;5.591815012;-0.053215089;0.571583407;-0.473066678;0.741956652
2023-Aug-01;320.9885;-3.0644;0.74673212;5.602306186;-0.05348387;0.579395841;-0.469378083;0.745664352
2023-Aug-02;321.5839;-3.0793;0.750006295;5.612697876;-0.053743924;0.586795622;-0.46535701;0.748923393
2023-Aug-03;322.1745;-3.0938;0.752834532;5.623005791;-0.053996996;0.593783869;-0.461009401;0.751737288
2023-Aug-04;322.7611;-3.1078;0.755219877;5.633243892;-0.054241342;0.600360832;-0.456341449;0.754109174
2023-Aug-05;323.3443;-3.1214;0.757164869;5.643422653;-0.054478707;0.606524858;-0.451360618;0.756041541
2023-Aug-06;323.9249;-3.1347;0.758671564;5.653556034;-0.054710836;0.612275655;-0.446071637;0.757536391
2023-Aug-07;324.5036;-3.1476;0.759741545;5.663656255;-0.054935984;0.617611963;-0.440479785;0.758595398
2023-Aug-08;325.0809;-3.1601;0.760375927;5.67373204;-0.05515415;0.622530618;-0.434591966;0.759219696
2023-Aug-09;325.6576;-3.1723;0.76057537;5.683797354;-0.05536708;0.627030354;-0.428411387;0.75940989
2023-Aug-10;326.2344;-3.1842;0.760340074;5.693864413;-0.055574774;0.631108767;-0.421941991;0.7591662
2023-Aug-11;326.8119;-3.1957;0.759669791;5.70394369;-0.055775487;0.634762327;-0.415188562;0.758488467
2023-Aug-12;327.3907;-3.207;0.758563812;5.714045655;-0.055972709;0.637986861;-0.408155544;0.757375853
2023-Aug-13;327.9716;-3.218;0.757020973;5.724184273;-0.056164695;0.640779281;-0.400845105;0.755827285
2023-Aug-14;328.5552;-3.2287;0.755039639;5.734370015;-0.056351446;0.643134415;-0.39326149;0.753841147
2023-Aug-15;329.1422;-3.2391;0.752617699;5.744615097;-0.05653296;0.645047176;-0.385407786;0.751415345
2023-Aug-16;329.7334;-3.2493;0.74975255;5.754933484;-0.056710983;0.646512384;-0.377285936;0.74854722
2023-Aug-17;330.3294;-3.2592;0.746441079;5.765335646;-0.056883771;0.6475229;-0.368900309;0.745233751
2023-Aug-18;330.9311;-3.2688;0.742679634;5.775837292;-0.057051323;0.64807267;-0.36025201;0.741471306
2023-Aug-19;331.5393;-3.2782;0.738463977;5.786452385;-0.057215384;0.648153972;-0.351343467;0.737255589
2023-Aug-20;332.1549;-3.2873;0.733789145;5.797196632;-0.057374209;0.647758723;-0.342176318;0.732581733
2023-Aug-21;332.7782;-3.2961;0.728647908;5.808075269;-0.057527797;0.646872735;-0.33275862;0.72744253
2023-Aug-22;333.3713;-3.3043;0.724236813;5.818426817;-0.057670914;0.646340562;-0.32406829;0.723032764
2023-Aug-23;333.9678;-3.3122;0.719569687;5.828837706;-0.057808795;0.645487506;-0.315274472;0.718367672
2023-Aug-24;334.5727;-3.3198;0.714410225;5.839395202;-0.057941441;0.644123144;-0.306228348;0.713211347
2023-Aug-25;335.1868;-3.3272;0.708751593;5.850113269;-0.058070595;0.642235831;-0.296934185;0.707556905
2023-Aug-26;335.8114;-3.3343;0.702586359;5.861014596;-0.058194513;0.639815512;-0.287391491;0.701397005
2023-Aug-27;336.4474;-3.3412;0.695906289;5.87211489;-0.058314941;0.636848474;-0.277605066;0.694723363
2023-Aug-28;337.0963;-3.3477;0.688702253;5.883440331;-0.058428387;0.633322575;-0.267574127;0.687527015
2023-Aug-29;337.7595;-3.354;0.680964143;5.895015355;-0.058538343;0.629223008;-0.257300146;0.679797734
2023-Aug-30;338.4385;-3.3599;0.672680779;5.906866141;-0.058641318;0.62453366;-0.246785056;0.671524502
2023-Aug-31;339.135;-3.3655;0.663839807;5.919022359;-0.058739056;0.619236858;-0.236030234;0.662694921
2023-Sep-01;339.8509;-3.3708;0.654427577;5.931517171;-0.058831558;0.613313302;-0.225036952;0.653295366
2023-Sep-02;340.5884;-3.3756;0.644429006;5.944388974;-0.058915334;0.606742159;-0.213805727;0.643310918
2023-Sep-03;341.3499;-3.38;0.633827416;5.957679656;-0.058992129;0.599499932;-0.202337768;0.632724854
2023-Sep-04;342.1381;-3.384;0.622604342;5.971436342;-0.059061942;0.591560651;-0.190634569;0.621518739
2023-Sep-05;342.9561;-3.3874;0.610739307;5.985713135;-0.059121283;0.582895727;-0.178697582;0.609672252
2023-Sep-06;343.8074;-3.3903;0.598209555;6.000571123;-0.059171898;0.573472988;-0.166528989;0.597162601
2023-Sep-07;344.6963;-3.3924;0.584989733;6.016085354;-0.05920855;0.563257481;-0.154128906;0.583964647
2023-Sep-08;345.6273;-3.3938;0.571051506;6.03233437;-0.059232984;0.552208334;-0.141502577;0.570050018
2023-Sep-09;346.6063;-3.3943;0.556363091;6.049421143;-0.059241711;0.5402813;-0.128650384;0.555387076
2023-Sep-10;347.6399;-3.3938;0.540888693;6.067460866;-0.059232984;0.527425145;-0.115576951;0.539940104
2023-Sep-11;348.7361;-3.392;0.524587797;6.086593166;-0.059201568;0.513581823;-0.102287308;0.523668771
2023-Sep-12;349.9045;-3.3887;0.5074143;6.106985593;-0.059143972;0.498684504;-0.088788831;0.506527089
2023-Sep-13;351.1571;-3.3837;0.489315406;6.128847587;-0.059056706;0.482656282;-0.075089231;0.488462362
2023-Sep-14;352.5087;-3.3764;0.47023022;6.152437457;-0.058929297;0.465407378;-0.061200151;0.469413981
2023-Sep-15;353.9781;-3.3664;0.450087933;6.178083325;-0.058754764;0.446831919;-0.047136612;0.449311277
2023-Sep-16;355.5893;-3.3528;0.428805425;6.20620407;-0.058517399;0.426803685;-0.032920933;0.428071458
2023-Sep-17;357.374;-3.3347;0.406284076;6.237352961;-0.058201495;0.40517022;-0.018582915;0.405596144
2023-Sep-18;359.375;-3.3106;0.382405407;6.272276999;-0.05778087;0.381744516;-0.004164352;0.38176723
2023-Sep-19;1.6518;-3.2783;0.357025037;0.028829349;-0.057217129;0.356292668;0.010274532;0.356440782
2023-Sep-20;4.2898;-3.2344;0.329964082;0.074871134;-0.056450929;0.328515539;0.024642394;0.329438472
2023-Sep-21;7.418;-3.1734;0.300996684;0.129468524;-0.055386278;0.298019844;0.038801229;0.300535127
2023-Sep-22;11.2416;-3.0861;0.269831639;0.196202933;-0.053862606;0.264270802;0.052526455;0.269440318
2023-Sep-23;16.1132;-2.955;0.236085539;0.281228393;-0.051574479;0.226509391;0.065435112;0.235771623
2023-Sep-24;22.7038;-2.744;0.199247466;0.396256063;-0.047891835;0.183597523;0.076814815;0.19901901
2023-Sep-25;32.494;-2.3643;0.158662886;0.567127287;-0.04126482;0.133709927;0.085162934;0.158527821
2023-Sep-26;49.5984;-1.5431;0.113805471;0.865655384;-0.026932176;0.073735261;0.086633737;0.113764199
2023-Sep-27;90.1918;0.7979;0.067917268;1.574143868;0.013925982;-0.000227333;0.067910302;0.067910682
2023-Sep-28;186.3764;3.1948;0.059087607;3.252881828;0.055759779;-0.058630812;-0.006552047;0.058995775
2023-Sep-29;239.825;0.9813;0.101994676;4.185735879;0.017126916;-0.051259369;-0.088160874;0.101979717
2023-Sep-30;260.2857;-0.2178;0.147797494;4.542842461;-0.003801327;-0.024938487;-0.14567723;0.147796426
2023-Oct-01;271.3108;-0.8622;0.189412223;4.735266756;-0.015048229;0.004332462;-0.189341217;0.189390777
2023-Oct-02;278.4973;-1.2665;0.2271114;4.860694843;-0.022104595;0.033550419;-0.224563485;0.227055917
2023-Oct-03;283.7072;-1.5475;0.26157001;4.951624752;-0.02700897;0.061959085;-0.254027644;0.261474611
2023-Oct-04;287.744;-1.7564;0.29333513;5.022080203;-0.030654963;0.089356151;-0.279249248;0.293197313
2023-Oct-05;291.0166;-1.9195;0.322818048;5.079197848;-0.033501595;0.115709989;-0.30117399;0.322636907
2023-Oct-06;293.758;-2.0512;0.350329795;5.127044304;-0.035800194;0.141048501;-0.320435726;0.350105319
2023-Oct-07;296.1118;-2.1606;0.376110333;5.168125864;-0.037709584;0.165417542;-0.337483271;0.375842948
2023-Oct-08;298.172;-2.2533;0.40034877;5.204083137;-0.039327504;0.188866521;-0.352648276;0.40003921
2023-Oct-09;300.0033;-2.3333;0.423197066;5.236045352;-0.040723767;0.211444188;-0.366183369;0.422846195
2023-Oct-10;301.6521;-2.4033;0.444779436;5.264822341;-0.041945498;0.233197239;-0.378285519;0.444388216
2023-Oct-11;303.1522;-2.4652;0.465198931;5.291004025;-0.043025857;0.254165549;-0.389113792;0.464768404
2023-Oct-12;304.5294;-2.5205;0.484542151;5.315040699;-0.043991024;0.274386852;-0.398796808;0.484073382
2023-Oct-13;305.8035;-2.5705;0.502882689;5.337277939;-0.044863688;0.293893987;-0.407441601;0.502376685
2023-Oct-14;306.9903;-2.6158;0.520283689;5.357991507;-0.045654323;0.312718005;-0.415137018;0.519741565
2023-Oct-15;308.1021;-2.6573;0.536799796;5.377396077;-0.046378634;0.330884033;-0.421960198;0.536222577
2023-Oct-16;309.1493;-2.6954;0.552478645;5.395673165;-0.047043605;0.348417805;-0.427975086;0.551867412
2023-Oct-17;310.1402;-2.7307;0.567362035;5.412967633;-0.047659706;0.36534038;-0.433238342;0.56671779
2023-Oct-18;311.0817;-2.7634;0.581486851;5.429399908;-0.048230429;0.38167074;-0.437799579;0.580810662
2023-Oct-19;311.9797;-2.794;0.594885802;5.445072964;-0.048764499;0.397426636;-0.441701611;0.59417863
2023-Oct-20;312.8392;-2.8226;0.607588023;5.460074069;-0.049263663;0.412624101;-0.444982422;0.606850892
2023-Oct-21;313.6644;-2.8494;0.61961956;5.474476526;-0.049731412;0.427276918;-0.447676313;0.618853493
2023-Oct-22;314.459;-2.8747;0.631003774;5.488344913;-0.05017298;0.441398064;-0.449813338;0.630209719
2023-Oct-23;315.2263;-2.8986;0.641761671;5.501736824;-0.050590114;0.454999951;-0.451419864;0.640940597
2023-Oct-24;315.969;-2.9212;0.651912188;5.514699384;-0.050984558;0.468092251;-0.452521131;0.651065073
2023-Oct-25;316.6896;-2.9427;0.661472419;5.527276227;-0.051359804;0.480684575;-0.45313899;0.660600185
2023-Oct-26;317.3903;-2.9632;0.670457821;5.539505749;-0.051717596;0.492785448;-0.453293443;0.669561381
2023-Oct-27;318.0731;-2.9827;0.678882378;5.551422857;-0.052057936;0.504402832;-0.45300242;0.67796269
2023-Oct-28;318.7397;-3.0013;0.686758744;5.563057222;-0.052382567;0.515543035;-0.452283089;0.685816749
2023-Oct-29;319.3917;-3.0192;0.694098372;5.574436769;-0.052694981;0.526212109;-0.45115057;0.693134922
2023-Oct-30;320.0305;-3.0363;0.700911615;5.585585932;-0.052993432;0.536415114;-0.449619343;0.699927659
2023-Oct-31;320.6576;-3.0527;0.70720782;5.596530892;-0.053279666;0.546158106;-0.44770057;0.706204274
2023-Nov-01;321.274;-3.0685;0.712995406;5.607289101;-0.053555428;0.555443432;-0.445408081;0.711973149
2023-Nov-02;321.881;-3.0836;0.718281933;5.61788325;-0.053818973;0.56427601;-0.442751153;0.717241939
2023-Nov-03;322.4795;-3.0983;0.72307416;5.628329045;-0.054075536;0.572657477;-0.439741158;0.722017224
2023-Nov-04;323.0705;-3.1124;0.727378099;5.638643941;-0.054321628;0.580590499;-0.436387304;0.726305175
2023-Nov-05;323.655;-3.1261;0.731199054;5.648845391;-0.054560738;0.58807743;-0.43269733;0.73011098
2023-Nov-06;324.2339;-3.1392;0.734541663;5.658949102;-0.054789376;0.595119931;-0.428678991;0.733439438
2023-Nov-07;324.8078;-3.152;0.73740993;5.668965546;-0.055012778;0.601716954;-0.424341953;0.736294361
2023-Nov-08;325.3777;-3.1644;0.739807249;5.678912178;-0.055229199;0.607870439;-0.419691002;0.738679232
2023-Nov-09;325.9443;-3.1763;0.741736428;5.688801213;-0.055436893;0.613579805;-0.414733245;0.74059695
2023-Nov-10;326.5083;-3.188;0.74319971;5.69864487;-0.055641097;0.61884393;-0.409474953;0.742049559
2023-Nov-11;327.0705;-3.1992;0.744198782;5.708457111;-0.055836573;0.623662403;-0.403920949;0.74303898
2023-Nov-12;327.6315;-3.2102;0.744734791;5.718248408;-0.05602856;0.628032624;-0.398077454;0.743566161
